code,chapter,filepath,libelle,has_perimetre,has_localisations,has_exclusions,has_consignes,has_formulations,type_mco,statut_mco,source_existence,nb_chars
L91.0,XII,XII/L91.0.md,Cicatrice hypertrophique,true,false,true,true,true,0,codable,OWL_ANS,1895
L91.8,XII,XII/L91.8.md,Autres affections hypertrophiques de la peau,false,false,true,false,false,0,codable,OWL_ANS,1180
L91.9,XII,XII/L91.9.md,"Affection hypertrophique de la peau, sans précision",false,false,true,false,true,0,codable,OWL_ANS,1266
L92.0,XII,XII/L92.0.md,Granulome annulaire,true,false,true,false,true,0,codable,OWL_ANS,1376
L92.1,XII,XII/L92.1.md,"Nécrobiose lipoïdique, non classée ailleurs",false,false,true,false,true,0,codable,OWL_ANS,1436
L92.2,XII,XII/L92.2.md,Granulome éosinophile de la peau,false,false,true,false,true,0,codable,OWL_ANS,1250
L92.3,XII,XII/L92.3.md,Granulome cutané et souscutané dû à la présence d'un corps étranger,false,false,true,false,true,0,codable,OWL_ANS,1488
L92.8,XII,XII/L92.8.md,Autres lésions granulomateuses de la peau et du tissu cellulaire souscutané,false,false,true,false,true,0,codable,OWL_ANS,1615
L92.9,XII,XII/L92.9.md,"Lésion granulomateuse de la peau et du tissu cellulaire souscutané, sans précision",false,false,true,false,true,0,codable,OWL_ANS,1297
L93.0,XII,XII/L93.0.md,Lupus érythémateux chronique,true,false,true,false,true,0,codable,OWL_ANS,1693
L93.1,XII,XII/L93.1.md,Lupus érythémateux cutané subaigu,false,false,true,false,true,0,codable,OWL_ANS,1385
L93.2,XII,XII/L93.2.md,Autres lupus érythémateux localisés,true,false,true,false,true,0,codable,OWL_ANS,1491
L94.0,XII,XII/L94.0.md,Sclérodermie localisée [morphée],true,false,true,false,true,0,codable,OWL_ANS,1607
L94.1,XII,XII/L94.1.md,Sclérodermie linéaire,true,false,true,false,true,0,codable,OWL_ANS,1370
L94.2,XII,XII/L94.2.md,Calcinose cutanée,false,false,true,false,true,0,codable,OWL_ANS,1401
L94.3,XII,XII/L94.3.md,Sclérodactylie,false,false,true,false,true,0,codable,OWL_ANS,1275
L94.4,XII,XII/L94.4.md,Papules de Gottron,false,false,true,false,true,0,codable,OWL_ANS,1258
L94.5,XII,XII/L94.5.md,Poïkilodermie généralisée type Petges–Cléjat [atrophiante vasculaire],false,false,true,false,true,0,codable,OWL_ANS,1419
L94.6,XII,XII/L94.6.md,Aïnhum,false,false,true,false,true,0,codable,OWL_ANS,1258
L94.8,XII,XII/L94.8.md,Autres affections localisées précisées du tissu conjonctif,false,false,true,false,false,0,codable,OWL_ANS,1546
L94.9,XII,XII/L94.9.md,"Affection localisée du tissu conjonctif, sans précision",false,false,true,false,false,1,interdit_dp_dr,OWL_ANS,1207
L95.0,XII,XII/L95.0.md,Vascularite livédoïde,true,false,true,false,true,0,codable,OWL_ANS,1769
L95.1,XII,XII/L95.1.md,Erythema elevatum diutinum,false,false,true,false,true,0,codable,OWL_ANS,1656
L95.8,XII,XII/L95.8.md,Autres vascularites limitées à la peau,false,false,true,false,true,0,codable,OWL_ANS,2105
L95.9,XII,XII/L95.9.md,"Vascularite limitée à la peau, sans précision",false,false,true,false,true,0,codable,OWL_ANS,1650
L97,XII,XII/L97.md,"Ulcère du membre inférieur, non classé ailleurs",false,false,true,false,true,0,codable,OWL_ANS,1852
L98.0,XII,XII/L98.0.md,Granulome pyogénique,false,false,true,false,true,0,codable,OWL_ANS,1319
L98.1,XII,XII/L98.1.md,Dermite factice,true,false,true,false,true,0,codable,OWL_ANS,1378
L98.2,XII,XII/L98.2.md,Dermatose neutrophile fébrile [Sweet],false,false,true,false,true,0,codable,OWL_ANS,1419
L98.3,XII,XII/L98.3.md,Phlegmon à éosinophiles [Wells],false,false,true,false,true,0,codable,OWL_ANS,1242
L98.4,XII,XII/L98.4.md,"Ulcérations chroniques de la peau, non classées ailleurs",true,false,true,false,true,0,codable,OWL_ANS,1965
L98.5,XII,XII/L98.5.md,Mucinose cutanée,true,false,true,false,true,0,codable,OWL_ANS,1546
L98.6,XII,XII/L98.6.md,Autres lésions infiltrantes de la peau et du tissu cellulaire souscutané,false,false,true,false,true,0,codable,OWL_ANS,1499
L98.7,XII,XII/L98.7.md,Hypertrophie et affaissement de la peau et du tissu cellulaire souscutané,true,false,true,false,false,0,codable,OWL_ANS,1528
L98.8,XII,XII/L98.8.md,Autres affections précisées de la peau et du tissu cellulaire souscutané,false,false,true,false,true,0,codable,OWL_ANS,2237
L98.9,XII,XII/L98.9.md,"Affection de la peau et du tissu cellulaire souscutané, sans précision",false,false,true,false,true,1,interdit_dp_dr,OWL_ANS,1521
L99.0,XII,XII/L99.0.md,Amylose cutanée,true,false,true,false,true,0,codable,OWL_ANS,1346
L99.8,XII,XII/L99.8.md,Autres affections précisées de la peau et du tissu cellulaire souscutané au cours de maladies classées ailleurs,true,false,true,false,true,0,codable,OWL_ANS,1456
M00.0,XIII,XIII/M00.0.md,Arthrite et polyarthrite à staphylocoques,false,false,true,false,true,0,codable,OWL_ANS,1778
M00.00,XIII,XIII/M00.00.md,"Arthrite et polyarthrite à staphylocoques - "" Sièges multiples """,false,false,true,true,false,0,codable,OWL_ANS,2024
M00.01,XIII,XIII/M00.01.md,"Arthrite et polyarthrite à staphylocoques - "" Région scapulaire """,false,true,true,true,false,0,codable,OWL_ANS,2311
M00.02,XIII,XIII/M00.02.md,"Arthrite et polyarthrite à staphylocoques - "" Bras """,false,true,true,true,false,0,codable,OWL_ANS,2126
M00.03,XIII,XIII/M00.03.md,"Arthrite et polyarthrite à staphylocoques - "" Avant-bras """,false,true,true,true,false,0,codable,OWL_ANS,2152
M00.04,XIII,XIII/M00.04.md,"Arthrite et polyarthrite à staphylocoques - "" Main """,false,true,true,true,false,0,codable,OWL_ANS,2170
M00.05,XIII,XIII/M00.05.md,"Arthrite et polyarthrite à staphylocoques - "" Région pelvienne et cuisse """,false,true,true,true,false,0,codable,OWL_ANS,2240
M00.06,XIII,XIII/M00.06.md,"Arthrite et polyarthrite à staphylocoques - "" Jambe """,false,true,true,true,false,0,codable,OWL_ANS,2139
M00.07,XIII,XIII/M00.07.md,"Arthrite et polyarthrite à staphylocoques - "" Cheville et pied """,false,true,true,true,false,0,codable,OWL_ANS,2246
M00.08,XIII,XIII/M00.08.md,"Arthrite et polyarthrite à staphylocoques - "" Autres """,false,true,true,true,false,0,codable,OWL_ANS,2168
M00.09,XIII,XIII/M00.09.md,"Arthrite et polyarthrite à staphylocoques - "" Siège non précisé """,false,false,true,true,false,0,codable,OWL_ANS,2025
M00.1,XIII,XIII/M00.1.md,Arthrite et polyarthrite à pneumocoques,false,false,true,false,true,0,codable,OWL_ANS,1538
M00.10,XIII,XIII/M00.10.md,"Arthrite et polyarthrite à pneumocoques - "" Sièges multiples """,false,false,true,true,false,0,codable,OWL_ANS,2022
M00.11,XIII,XIII/M00.11.md,"Arthrite et polyarthrite à pneumocoques - "" Région scapulaire """,false,true,true,true,false,0,codable,OWL_ANS,2309
M00.12,XIII,XIII/M00.12.md,"Arthrite et polyarthrite à pneumocoques - "" Bras """,false,true,true,true,false,0,codable,OWL_ANS,2124
M00.13,XIII,XIII/M00.13.md,"Arthrite et polyarthrite à pneumocoques - "" Avant-bras """,false,true,true,true,false,0,codable,OWL_ANS,2150
M00.14,XIII,XIII/M00.14.md,"Arthrite et polyarthrite à pneumocoques - "" Main """,false,true,true,true,false,0,codable,OWL_ANS,2168
M00.15,XIII,XIII/M00.15.md,"Arthrite et polyarthrite à pneumocoques - "" Région pelvienne et cuisse """,false,true,true,true,false,0,codable,OWL_ANS,2238
M00.16,XIII,XIII/M00.16.md,"Arthrite et polyarthrite à pneumocoques - "" Jambe """,false,true,true,true,false,0,codable,OWL_ANS,2137
M00.17,XIII,XIII/M00.17.md,"Arthrite et polyarthrite à pneumocoques - "" Cheville et pied """,false,true,true,true,false,0,codable,OWL_ANS,2244
M00.18,XIII,XIII/M00.18.md,"Arthrite et polyarthrite à pneumocoques - "" Autres """,false,true,true,true,false,0,codable,OWL_ANS,2166
M00.19,XIII,XIII/M00.19.md,"Arthrite et polyarthrite à pneumocoques - "" Siège non précisé """,false,false,true,true,false,0,codable,OWL_ANS,2023
M00.2,XIII,XIII/M00.2.md,Autres arthrites et polyarthrites à streptocoques,false,false,true,false,true,0,codable,OWL_ANS,1693
M00.20,XIII,XIII/M00.20.md,"Autres arthrites et polyarthrites à streptocoques - "" Sièges multiples """,false,false,true,true,false,0,codable,OWL_ANS,2032
M00.21,XIII,XIII/M00.21.md,"Autres arthrites et polyarthrites à streptocoques - "" Région scapulaire """,false,true,true,true,false,0,codable,OWL_ANS,2319
M00.22,XIII,XIII/M00.22.md,"Autres arthrites et polyarthrites à streptocoques - "" Bras """,false,true,true,true,false,0,codable,OWL_ANS,2134
M00.23,XIII,XIII/M00.23.md,"Autres arthrites et polyarthrites à streptocoques - "" Avant-bras """,false,true,true,true,false,0,codable,OWL_ANS,2160
M00.24,XIII,XIII/M00.24.md,"Autres arthrites et polyarthrites à streptocoques - "" Main """,false,true,true,true,false,0,codable,OWL_ANS,2178
M00.25,XIII,XIII/M00.25.md,"Autres arthrites et polyarthrites à streptocoques - "" Région pelvienne et cuisse """,false,true,true,true,false,0,codable,OWL_ANS,2248
M00.26,XIII,XIII/M00.26.md,"Autres arthrites et polyarthrites à streptocoques - "" Jambe """,false,true,true,true,false,0,codable,OWL_ANS,2147
M00.27,XIII,XIII/M00.27.md,"Autres arthrites et polyarthrites à streptocoques - "" Cheville et pied """,false,true,true,true,false,0,codable,OWL_ANS,2254
M00.28,XIII,XIII/M00.28.md,"Autres arthrites et polyarthrites à streptocoques - "" Autres """,false,true,true,true,false,0,codable,OWL_ANS,2176
M00.29,XIII,XIII/M00.29.md,"Autres arthrites et polyarthrites à streptocoques - "" Siège non précisé """,false,false,true,true,false,0,codable,OWL_ANS,2033
M00.8,XIII,XIII/M00.8.md,Arthrite et polyarthrite dues à d'autres bactéries précisées,false,false,true,false,true,0,codable,OWL_ANS,2313
M00.80,XIII,XIII/M00.80.md,"Arthrite et polyarthrite dues à d'autres bactéries précisées - "" Sièges multiples """,false,false,true,true,false,0,codable,OWL_ANS,2043
M00.81,XIII,XIII/M00.81.md,"Arthrite et polyarthrite dues à d'autres bactéries précisées - "" Région scapulaire """,false,true,true,true,false,0,codable,OWL_ANS,2330
M00.82,XIII,XIII/M00.82.md,"Arthrite et polyarthrite dues à d'autres bactéries précisées - "" Bras """,false,true,true,true,false,0,codable,OWL_ANS,2145
M00.83,XIII,XIII/M00.83.md,"Arthrite et polyarthrite dues à d'autres bactéries précisées - "" Avant-bras """,false,true,true,true,false,0,codable,OWL_ANS,2171
M00.84,XIII,XIII/M00.84.md,"Arthrite et polyarthrite dues à d'autres bactéries précisées - "" Main """,false,true,true,true,false,0,codable,OWL_ANS,2189
M00.85,XIII,XIII/M00.85.md,"Arthrite et polyarthrite dues à d'autres bactéries précisées - "" Région pelvienne et cuisse """,false,true,true,true,false,0,codable,OWL_ANS,2259
M00.86,XIII,XIII/M00.86.md,"Arthrite et polyarthrite dues à d'autres bactéries précisées - "" Jambe """,false,true,true,true,false,0,codable,OWL_ANS,2158
M00.87,XIII,XIII/M00.87.md,"Arthrite et polyarthrite dues à d'autres bactéries précisées - "" Cheville et pied """,false,true,true,true,false,0,codable,OWL_ANS,2265
M00.88,XIII,XIII/M00.88.md,"Arthrite et polyarthrite dues à d'autres bactéries précisées - "" Autres """,false,true,true,true,false,0,codable,OWL_ANS,2187
M00.89,XIII,XIII/M00.89.md,"Arthrite et polyarthrite dues à d'autres bactéries précisées - "" Siège non précisé """,false,false,true,true,false,0,codable,OWL_ANS,2044
M00.9,XIII,XIII/M00.9.md,"Arthrite à bactéries pyogènes, sans précision",true,false,true,false,true,0,codable,OWL_ANS,1685
M00.90,XIII,XIII/M00.90.md,"Arthrite à bactéries pyogènes, sans précision - "" Sièges multiples """,true,false,true,true,false,0,codable,OWL_ANS,2131
M00.91,XIII,XIII/M00.91.md,"Arthrite à bactéries pyogènes, sans précision - "" Région scapulaire """,true,true,true,true,false,0,codable,OWL_ANS,2418
M00.92,XIII,XIII/M00.92.md,"Arthrite à bactéries pyogènes, sans précision - "" Bras """,true,true,true,true,false,0,codable,OWL_ANS,2233
M00.93,XIII,XIII/M00.93.md,"Arthrite à bactéries pyogènes, sans précision - "" Avant-bras """,true,true,true,true,false,0,codable,OWL_ANS,2259
M00.94,XIII,XIII/M00.94.md,"Arthrite à bactéries pyogènes, sans précision - "" Main """,true,true,true,true,false,0,codable,OWL_ANS,2277
M00.95,XIII,XIII/M00.95.md,"Arthrite à bactéries pyogènes, sans précision - "" Région pelvienne et cuisse """,true,true,true,true,false,0,codable,OWL_ANS,2347
M00.96,XIII,XIII/M00.96.md,"Arthrite à bactéries pyogènes, sans précision - "" Jambe """,true,true,true,true,true,0,codable,OWL_ANS,2322
M00.97,XIII,XIII/M00.97.md,"Arthrite à bactéries pyogènes, sans précision - "" Cheville et pied """,true,true,true,true,false,0,codable,OWL_ANS,2353
M00.98,XIII,XIII/M00.98.md,"Arthrite à bactéries pyogènes, sans précision - "" Autres """,true,true,true,true,false,0,codable,OWL_ANS,2275
M00.99,XIII,XIII/M00.99.md,"Arthrite à bactéries pyogènes, sans précision - "" Siège non précisé """,true,false,true,true,false,0,codable,OWL_ANS,2132
M01.0,XIII,XIII/M01.0.md,Arthrite méningococcique ,false,false,true,false,true,0,codable,OWL_ANS,1429
M01.00,XIII,XIII/M01.00.md,"Arthrite méningococcique (A39.8)   - "" Sièges multiples """,false,false,true,false,false,0,codable,OWL_ANS,1350
M01.01,XIII,XIII/M01.01.md,"Arthrite méningococcique (A39.8)   - "" Région scapulaire """,false,true,true,false,false,0,codable,OWL_ANS,1637
M01.02,XIII,XIII/M01.02.md,"Arthrite méningococcique (A39.8)   - "" Bras """,false,true,true,false,false,0,codable,OWL_ANS,1452
M01.03,XIII,XIII/M01.03.md,"Arthrite méningococcique (A39.8)   - "" Avant-bras """,false,true,true,false,false,0,codable,OWL_ANS,1478
M01.04,XIII,XIII/M01.04.md,"Arthrite méningococcique (A39.8)   - "" Main """,false,true,true,false,false,0,codable,OWL_ANS,1496
M01.05,XIII,XIII/M01.05.md,"Arthrite méningococcique (A39.8)   - "" Région pelvienne et cuisse """,false,true,true,false,false,0,codable,OWL_ANS,1566
M01.06,XIII,XIII/M01.06.md,"Arthrite méningococcique (A39.8)   - "" Jambe """,false,true,true,false,false,0,codable,OWL_ANS,1465
M01.07,XIII,XIII/M01.07.md,"Arthrite méningococcique (A39.8)   - "" Cheville et pied """,false,true,true,false,false,0,codable,OWL_ANS,1572
M01.08,XIII,XIII/M01.08.md,"Arthrite méningococcique (A39.8)   - "" Autres """,false,true,true,false,false,0,codable,OWL_ANS,1494
M01.09,XIII,XIII/M01.09.md,"Arthrite méningococcique (A39.8)   - "" Siège non précisé """,false,false,true,false,false,0,codable,OWL_ANS,1351
M01.1,XIII,XIII/M01.1.md,Arthrite tuberculeuse ,false,false,true,false,true,0,codable,OWL_ANS,1451
M01.10,XIII,XIII/M01.10.md,"Arthrite tuberculeuse (A18.0)   - "" Sièges multiples """,false,false,true,false,false,0,codable,OWL_ANS,1335
M01.11,XIII,XIII/M01.11.md,"Arthrite tuberculeuse (A18.0)   - "" Région scapulaire """,false,true,true,false,false,0,codable,OWL_ANS,1622
M01.12,XIII,XIII/M01.12.md,"Arthrite tuberculeuse (A18.0)   - "" Bras """,false,true,true,false,false,0,codable,OWL_ANS,1437
M01.13,XIII,XIII/M01.13.md,"Arthrite tuberculeuse (A18.0)   - "" Avant-bras """,false,true,true,false,false,0,codable,OWL_ANS,1463
M01.14,XIII,XIII/M01.14.md,"Arthrite tuberculeuse (A18.0)   - "" Main """,false,true,true,false,false,0,codable,OWL_ANS,1481
M01.15,XIII,XIII/M01.15.md,"Arthrite tuberculeuse (A18.0)   - "" Région pelvienne et cuisse """,false,true,true,false,false,0,codable,OWL_ANS,1551
M01.16,XIII,XIII/M01.16.md,"Arthrite tuberculeuse (A18.0)   - "" Jambe """,false,true,true,false,false,0,codable,OWL_ANS,1450
M01.17,XIII,XIII/M01.17.md,"Arthrite tuberculeuse (A18.0)   - "" Cheville et pied """,false,true,true,false,false,0,codable,OWL_ANS,1557
M01.18,XIII,XIII/M01.18.md,"Arthrite tuberculeuse (A18.0)   - "" Autres """,false,true,true,false,false,0,codable,OWL_ANS,1479
M01.19,XIII,XIII/M01.19.md,"Arthrite tuberculeuse (A18.0)   - "" Siège non précisé """,false,false,true,false,false,0,codable,OWL_ANS,1336
M01.2,XIII,XIII/M01.2.md,Arthrite au cours de la maladie de Lyme ,false,false,true,false,true,0,codable,OWL_ANS,1374
M01.20,XIII,XIII/M01.20.md,"Arthrite au cours de la maladie de Lyme (A69.2)   - "" Sièges multiples """,false,false,true,false,false,0,codable,OWL_ANS,1326
M01.21,XIII,XIII/M01.21.md,"Arthrite au cours de la maladie de Lyme (A69.2)   - "" Région scapulaire """,false,true,true,false,false,0,codable,OWL_ANS,1613
M01.22,XIII,XIII/M01.22.md,"Arthrite au cours de la maladie de Lyme (A69.2)   - "" Bras """,false,true,true,false,false,0,codable,OWL_ANS,1428
M01.23,XIII,XIII/M01.23.md,"Arthrite au cours de la maladie de Lyme (A69.2)   - "" Avant-bras """,false,true,true,false,false,0,codable,OWL_ANS,1454
M01.24,XIII,XIII/M01.24.md,"Arthrite au cours de la maladie de Lyme (A69.2)   - "" Main """,false,true,true,false,false,0,codable,OWL_ANS,1472
M01.25,XIII,XIII/M01.25.md,"Arthrite au cours de la maladie de Lyme (A69.2)   - "" Région pelvienne et cuisse """,false,true,true,false,false,0,codable,OWL_ANS,1542
M01.26,XIII,XIII/M01.26.md,"Arthrite au cours de la maladie de Lyme (A69.2)   - "" Jambe """,false,true,true,false,false,0,codable,OWL_ANS,1441
M01.27,XIII,XIII/M01.27.md,"Arthrite au cours de la maladie de Lyme (A69.2)   - "" Cheville et pied """,false,true,true,false,false,0,codable,OWL_ANS,1548
M01.28,XIII,XIII/M01.28.md,"Arthrite au cours de la maladie de Lyme (A69.2)   - "" Autres """,false,true,true,false,false,0,codable,OWL_ANS,1470
M01.29,XIII,XIII/M01.29.md,"Arthrite au cours de la maladie de Lyme (A69.2)   - "" Siège non précisé """,false,false,true,false,false,0,codable,OWL_ANS,1327
M01.3,XIII,XIII/M01.3.md,Arthrite au cours d'autres maladies bactériennes classées ailleurs,true,false,true,false,true,0,codable,OWL_ANS,2008
M01.30,XIII,XIII/M01.30.md,"Arthrite au cours d'autres maladies bactériennes classées ailleurs - "" Sièges multiples """,true,false,true,false,false,0,codable,OWL_ANS,1598
M01.31,XIII,XIII/M01.31.md,"Arthrite au cours d'autres maladies bactériennes classées ailleurs - "" Région scapulaire """,true,true,true,false,false,0,codable,OWL_ANS,1885
M01.32,XIII,XIII/M01.32.md,"Arthrite au cours d'autres maladies bactériennes classées ailleurs - "" Bras """,true,true,true,false,false,0,codable,OWL_ANS,1700
M01.33,XIII,XIII/M01.33.md,"Arthrite au cours d'autres maladies bactériennes classées ailleurs - "" Avant-bras """,true,true,true,false,false,0,codable,OWL_ANS,1726
M01.34,XIII,XIII/M01.34.md,"Arthrite au cours d'autres maladies bactériennes classées ailleurs - "" Main """,true,true,true,false,false,0,codable,OWL_ANS,1744
M01.35,XIII,XIII/M01.35.md,"Arthrite au cours d'autres maladies bactériennes classées ailleurs - "" Région pelvienne et cuisse """,true,true,true,false,false,0,codable,OWL_ANS,1814
M01.36,XIII,XIII/M01.36.md,"Arthrite au cours d'autres maladies bactériennes classées ailleurs - "" Jambe """,true,true,true,false,false,0,codable,OWL_ANS,1713
M01.37,XIII,XIII/M01.37.md,"Arthrite au cours d'autres maladies bactériennes classées ailleurs - "" Cheville et pied """,true,true,true,false,false,0,codable,OWL_ANS,1820
M01.38,XIII,XIII/M01.38.md,"Arthrite au cours d'autres maladies bactériennes classées ailleurs - "" Autres """,true,true,true,false,false,0,codable,OWL_ANS,1742
M01.39,XIII,XIII/M01.39.md,"Arthrite au cours d'autres maladies bactériennes classées ailleurs - "" Siège non précisé """,true,false,true,false,false,0,codable,OWL_ANS,1599
M01.4,XIII,XIII/M01.4.md,Arthrite au cours de la rubéole ,false,false,true,false,true,0,codable,OWL_ANS,1358
M01.40,XIII,XIII/M01.40.md,"Arthrite au cours de la rubéole (B06.8)   - "" Sièges multiples """,false,false,true,false,false,0,codable,OWL_ANS,1318
M01.41,XIII,XIII/M01.41.md,"Arthrite au cours de la rubéole (B06.8)   - "" Région scapulaire """,false,true,true,false,false,0,codable,OWL_ANS,1605
M01.42,XIII,XIII/M01.42.md,"Arthrite au cours de la rubéole (B06.8)   - "" Bras """,false,true,true,false,false,0,codable,OWL_ANS,1420
M01.43,XIII,XIII/M01.43.md,"Arthrite au cours de la rubéole (B06.8)   - "" Avant-bras """,false,true,true,false,false,0,codable,OWL_ANS,1446
M01.44,XIII,XIII/M01.44.md,"Arthrite au cours de la rubéole (B06.8)   - "" Main """,false,true,true,false,false,0,codable,OWL_ANS,1464
M01.45,XIII,XIII/M01.45.md,"Arthrite au cours de la rubéole (B06.8)   - "" Région pelvienne et cuisse """,false,true,true,false,false,0,codable,OWL_ANS,1534
M01.46,XIII,XIII/M01.46.md,"Arthrite au cours de la rubéole (B06.8)   - "" Jambe """,false,true,true,false,false,0,codable,OWL_ANS,1433
M01.47,XIII,XIII/M01.47.md,"Arthrite au cours de la rubéole (B06.8)   - "" Cheville et pied """,false,true,true,false,false,0,codable,OWL_ANS,1540
M01.48,XIII,XIII/M01.48.md,"Arthrite au cours de la rubéole (B06.8)   - "" Autres """,false,true,true,false,false,0,codable,OWL_ANS,1462
M01.49,XIII,XIII/M01.49.md,"Arthrite au cours de la rubéole (B06.8)   - "" Siège non précisé """,false,false,true,false,false,0,codable,OWL_ANS,1319
M01.5,XIII,XIII/M01.5.md,Arthrite au cours d'autres maladies virales classées ailleurs,true,false,true,false,true,0,codable,OWL_ANS,1989
M01.50,XIII,XIII/M01.50.md,"Arthrite au cours d'autres maladies virales classées ailleurs - "" Sièges multiples """,true,false,true,false,false,0,codable,OWL_ANS,1496
M01.51,XIII,XIII/M01.51.md,"Arthrite au cours d'autres maladies virales classées ailleurs - "" Région scapulaire """,true,true,true,false,false,0,codable,OWL_ANS,1783
M01.52,XIII,XIII/M01.52.md,"Arthrite au cours d'autres maladies virales classées ailleurs - "" Bras """,true,true,true,false,false,0,codable,OWL_ANS,1598
M01.53,XIII,XIII/M01.53.md,"Arthrite au cours d'autres maladies virales classées ailleurs - "" Avant-bras """,true,true,true,false,false,0,codable,OWL_ANS,1624
M01.54,XIII,XIII/M01.54.md,"Arthrite au cours d'autres maladies virales classées ailleurs - "" Main """,true,true,true,false,false,0,codable,OWL_ANS,1642
M01.55,XIII,XIII/M01.55.md,"Arthrite au cours d'autres maladies virales classées ailleurs - "" Région pelvienne et cuisse """,true,true,true,false,false,0,codable,OWL_ANS,1712
M01.56,XIII,XIII/M01.56.md,"Arthrite au cours d'autres maladies virales classées ailleurs - "" Jambe """,true,true,true,false,false,0,codable,OWL_ANS,1611
M01.57,XIII,XIII/M01.57.md,"Arthrite au cours d'autres maladies virales classées ailleurs - "" Cheville et pied """,true,true,true,false,false,0,codable,OWL_ANS,1718
M01.58,XIII,XIII/M01.58.md,"Arthrite au cours d'autres maladies virales classées ailleurs - "" Autres """,true,true,true,false,false,0,codable,OWL_ANS,1640
M01.59,XIII,XIII/M01.59.md,"Arthrite au cours d'autres maladies virales classées ailleurs - "" Siège non précisé """,true,false,true,false,false,0,codable,OWL_ANS,1497
M01.6,XIII,XIII/M01.6.md,Arthrite au cours de mycoses ,false,false,true,false,true,0,codable,OWL_ANS,1590
M01.60,XIII,XIII/M01.60.md,"Arthrite au cours de mycoses (B35-B49)   - "" Sièges multiples """,false,false,true,false,false,0,codable,OWL_ANS,1317
M01.61,XIII,XIII/M01.61.md,"Arthrite au cours de mycoses (B35-B49)   - "" Région scapulaire """,false,true,true,false,false,0,codable,OWL_ANS,1604
M01.62,XIII,XIII/M01.62.md,"Arthrite au cours de mycoses (B35-B49)   - "" Bras """,false,true,true,false,false,0,codable,OWL_ANS,1419
M01.63,XIII,XIII/M01.63.md,"Arthrite au cours de mycoses (B35-B49)   - "" Avant-bras """,false,true,true,false,false,0,codable,OWL_ANS,1445
M01.64,XIII,XIII/M01.64.md,"Arthrite au cours de mycoses (B35-B49)   - "" Main """,false,true,true,false,false,0,codable,OWL_ANS,1463
M01.65,XIII,XIII/M01.65.md,"Arthrite au cours de mycoses (B35-B49)   - "" Région pelvienne et cuisse """,false,true,true,false,false,0,codable,OWL_ANS,1533
M01.66,XIII,XIII/M01.66.md,"Arthrite au cours de mycoses (B35-B49)   - "" Jambe """,false,true,true,false,false,0,codable,OWL_ANS,1432
M01.67,XIII,XIII/M01.67.md,"Arthrite au cours de mycoses (B35-B49)   - "" Cheville et pied """,false,true,true,false,false,0,codable,OWL_ANS,1539
M01.68,XIII,XIII/M01.68.md,"Arthrite au cours de mycoses (B35-B49)   - "" Autres """,false,true,true,false,false,0,codable,OWL_ANS,1461
M01.69,XIII,XIII/M01.69.md,"Arthrite au cours de mycoses (B35-B49)   - "" Siège non précisé """,false,false,true,false,false,0,codable,OWL_ANS,1318
M01.8,XIII,XIII/M01.8.md,Arthrite au cours d'autres maladies infectieuses et  parasitaires classées ailleurs,false,false,true,false,true,0,codable,OWL_ANS,1861
M01.80,XIII,XIII/M01.80.md,"Arthrite au cours d'autres maladies infectieuses et  parasitaires classées ailleurs - "" Sièges multiples """,false,false,true,false,false,0,codable,OWL_ANS,1360
M01.81,XIII,XIII/M01.81.md,"Arthrite au cours d'autres maladies infectieuses et  parasitaires classées ailleurs - "" Région scapulaire """,false,true,true,false,false,0,codable,OWL_ANS,1647
M01.82,XIII,XIII/M01.82.md,"Arthrite au cours d'autres maladies infectieuses et  parasitaires classées ailleurs - "" Bras """,false,true,true,false,false,0,codable,OWL_ANS,1462
M01.83,XIII,XIII/M01.83.md,"Arthrite au cours d'autres maladies infectieuses et  parasitaires classées ailleurs - "" Avant-bras """,false,true,true,false,false,0,codable,OWL_ANS,1488
M01.84,XIII,XIII/M01.84.md,"Arthrite au cours d'autres maladies infectieuses et  parasitaires classées ailleurs - "" Main """,false,true,true,false,false,0,codable,OWL_ANS,1506
M01.85,XIII,XIII/M01.85.md,"Arthrite au cours d'autres maladies infectieuses et  parasitaires classées ailleurs - "" Région pelvienne et cuisse """,false,true,true,false,false,0,codable,OWL_ANS,1576
M01.86,XIII,XIII/M01.86.md,"Arthrite au cours d'autres maladies infectieuses et  parasitaires classées ailleurs - "" Jambe """,false,true,true,false,false,0,codable,OWL_ANS,1475
M01.87,XIII,XIII/M01.87.md,"Arthrite au cours d'autres maladies infectieuses et  parasitaires classées ailleurs - "" Cheville et pied """,false,true,true,false,false,0,codable,OWL_ANS,1582
M01.88,XIII,XIII/M01.88.md,"Arthrite au cours d'autres maladies infectieuses et  parasitaires classées ailleurs - "" Autres """,false,true,true,false,false,0,codable,OWL_ANS,1504
M01.89,XIII,XIII/M01.89.md,"Arthrite au cours d'autres maladies infectieuses et  parasitaires classées ailleurs - "" Siège non précisé """,false,false,true,false,false,0,codable,OWL_ANS,1361
M02.0,XIII,XIII/M02.0.md,Arthropathie après dérivation intestinale,false,false,true,false,false,0,codable,OWL_ANS,1257
M02.00,XIII,XIII/M02.00.md,"Arthropathie après dérivation intestinale - "" Sièges multiples """,false,false,true,false,false,0,codable,OWL_ANS,1282
M02.01,XIII,XIII/M02.01.md,"Arthropathie après dérivation intestinale - "" Région scapulaire """,false,true,true,false,false,0,codable,OWL_ANS,1569
