code_maitre,cle,classe,sous_classe,code_atih,libelle
A04.7,A047,connu de l'ATIH,type MCO 0,A047,Entérocolite à Clostridium difficile
A04.8,A048,connu de l'ATIH,type MCO 0,A048,Autres infections intestinales bactériennes précisées
A04.9,A049,connu de l'ATIH,type MCO 0,A049,"Infection intestinale bactérienne, sans précision"
A05.0,A050,connu de l'ATIH,type MCO 0,A050,Intoxication alimentaire à staphylocoques
A05.1,A051,connu de l'ATIH,type MCO 0,A051,Botulisme
A05.2,A052,connu de l'ATIH,type MCO 0,A052,Intoxication alimentaire à Clostridium perfringens [Clostridium welchii]
A05.3,A053,connu de l'ATIH,type MCO 0,A053,Intoxication alimentaire à Vibrio parahaemolyticus
A05.4,A054,connu de l'ATIH,type MCO 0,A054,Intoxication alimentaire à Bacillus cereus
A05.8,A058,connu de l'ATIH,type MCO 0,A058,Autres intoxications bactériennes d'origine alimentaire précisées
A05.9,A059,connu de l'ATIH,type MCO 0,A059,"Intoxication bactérienne d'origine alimentaire, sans précision"
A06.0,A060,connu de l'ATIH,type MCO 0,A060,Dysenterie amibienne aigüe
A06.1,A061,connu de l'ATIH,type MCO 0,A061,Amibiase intestinale chronique
A06.2,A062,connu de l'ATIH,type MCO 0,A062,Colite amibienne non dysentérique
A06.3,A063,connu de l'ATIH,type MCO 0,A063,Amœbome de l'intestin
A06.4,A064,connu de l'ATIH,type MCO 0,A064,Abcès amibien du foie
A06.5,A065,connu de l'ATIH,type MCO 0,A065,Abcès amibien du poumon
A06.6,A066,connu de l'ATIH,type MCO 0,A066,Abcès amibien du cerveau 
A06.7,A067,connu de l'ATIH,type MCO 0,A067,Amibiase cutanée
A06.8,A068,connu de l'ATIH,type MCO 0,A068,Autres localisations d'une infection amibienne
A06.9,A069,connu de l'ATIH,type MCO 0,A069,"Amibiase, sans précision"
A07.0,A070,connu de l'ATIH,type MCO 0,A070,Balantidiose
A07.1,A071,connu de l'ATIH,type MCO 0,A071,Giardiase [lambliase]
A07.2,A072,connu de l'ATIH,type MCO 0,A072,Cryptosporidiose
A07.3,A073,connu de l'ATIH,type MCO 0,A073,Infection à Isospora
A07.8,A078,connu de l'ATIH,type MCO 0,A078,"Autres maladies intestinales précisées, à protozoaires"
A07.9,A079,connu de l'ATIH,type MCO 0,A079,"Maladie intestinale à protozoaires, sans précision"
A08.0,A080,connu de l'ATIH,type MCO 0,A080,Entérite à rotavirus
A08.1,A081,connu de l'ATIH,type MCO 0,A081,Gastroentéropathie aigüe due à un norovirus
A08.2,A082,connu de l'ATIH,type MCO 0,A082,Entérite à adénovirus
A08.3,A083,connu de l'ATIH,type MCO 0,A083,Autres entérites virales
A08.4,A084,connu de l'ATIH,type MCO 0,A084,"Infections intestinales virales, sans précision"
A08.5,A085,connu de l'ATIH,type MCO 0,A085,Autres infections intestinales précisées
A09.0,A090,connu de l'ATIH,type MCO 0,A090,"Gastroentérites et colites d’origine infectieuse, autres et non précisées"
A09.9,A099,connu de l'ATIH,type MCO 0,A099,Gastroentérite et colite d’origine non précisée
A15.0,A150,connu de l'ATIH,type MCO 0,A150,"Tuberculose pulmonaire, confirmée par examen microscopique de l'expectoration, avec ou sans culture"
A15.1,A151,connu de l'ATIH,type MCO 0,A151,"Tuberculose pulmonaire, confirmée par culture seulement"
A15.2,A152,connu de l'ATIH,type MCO 0,A152,"Tuberculose pulmonaire, avec confirmation histologique"
A15.3,A153,connu de l'ATIH,type MCO 0,A153,"Tuberculose pulmonaire, avec confirmation, moyen non précisé"
A15.4,A154,connu de l'ATIH,type MCO 0,A154,"Tuberculose des ganglions intrathoraciques, avec confirmation bactériologique et histologique"
A15.5,A155,connu de l'ATIH,type MCO 0,A155,"Tuberculose du larynx, de la trachée et des bronches, avec confirmation bactériologique et histologique"
A15.6,A156,connu de l'ATIH,type MCO 0,A156,"Pleurésie tuberculeuse, avec confirmation bactériologique et histologique"
A15.7,A157,connu de l'ATIH,type MCO 0,A157,"Primo-infection tuberculeuse de l'appareil respiratoire, avec confirmation bactériologique et histologique"
A15.8,A158,connu de l'ATIH,type MCO 0,A158,"Autres formes de tuberculose de l'appareil respiratoire, avec confirmation bactériologique et histologique"
A15.9,A159,connu de l'ATIH,type MCO 0,A159,"Tuberculose de l'appareil respiratoire sans précision, avec confirmation bactériologique et histologique"
A16.0,A160,connu de l'ATIH,type MCO 0,A160,"Tuberculose pulmonaire, avec examens bactériologique et histologique négatifs"
A16.1,A161,connu de l'ATIH,type MCO 0,A161,"Tuberculose pulmonaire, sans examen bactériologique et histologique"
A16.2,A162,connu de l'ATIH,type MCO 0,A162,"Tuberculose pulmonaire, sans mention de confirmation bactériologique ou histologique"
A16.3,A163,connu de l'ATIH,type MCO 0,A163,"Tuberculose des ganglions intrathoraciques, sans mention de confirmation bactériologique ou histologique"
A16.4,A164,connu de l'ATIH,type MCO 0,A164,"Tuberculose du larynx, de la trachée et des bronches, sans mention de confirmation bactériologique ou histologique"
A16.5,A165,connu de l'ATIH,type MCO 0,A165,"Pleurésie tuberculeuse, sans mention de confirmation bactériologique ou histologique"
A16.7,A167,connu de l'ATIH,type MCO 0,A167,"Primo-infection tuberculeuse de l'appareil respiratoire, sans mention de confirmation bactériologique ou histologique"
A16.8,A168,connu de l'ATIH,type MCO 0,A168,"Autres formes de tuberculose de l'appareil respiratoire, sans mention de confirmation bactériologique ou histologique"
A16.9,A169,connu de l'ATIH,type MCO 0,A169,"Tuberculose de l'appareil respiratoire sans précision, sans mention de confirmation bactériologique ou histologique"
A17.0,A170,connu de l'ATIH,type MCO 0,A170,Méningite tuberculeuse 
A17.1,A171,connu de l'ATIH,type MCO 0,A171,Tuberculome méningé 
A17.8,A178,connu de l'ATIH,type MCO 0,A178,Autres formes de tuberculose du système nerveux
A17.9,A179,connu de l'ATIH,type MCO 0,A179,"Tuberculose du système nerveux, sans précision "
A18.0,A180,connu de l'ATIH,type MCO 0,A180,Tuberculose des os et des articulations
A18.1,A181,connu de l'ATIH,type MCO 0,A181,Tuberculose de l'appareil génito-urinaire
A18.2,A182,connu de l'ATIH,type MCO 0,A182,Adénopathie tuberculeuse périphérique
A18.3,A183,connu de l'ATIH,type MCO 0,A183,"Tuberculose de l'intestin, du péritoine et des ganglions mésentériques"
A18.4,A184,connu de l'ATIH,type MCO 0,A184,Tuberculose de la peau et du tissu cellulaire souscutané
A18.5,A185,connu de l'ATIH,type MCO 0,A185,Tuberculose de l'œil
A18.6,A186,connu de l'ATIH,type MCO 0,A186,Tuberculose de l'oreille
A18.7,A187,connu de l'ATIH,type MCO 0,A187,Tuberculose des surrénales 
A18.8,A188,connu de l'ATIH,type MCO 0,A188,Tuberculose d'autres organes précisés
A19.0,A190,connu de l'ATIH,type MCO 0,A190,"Tuberculose miliaire aigüe, localisation unique et précisée"
A19.1,A191,connu de l'ATIH,type MCO 0,A191,"Tuberculose miliaire aigüe, sièges multiples"
