code_maitre,cle,classe,sous_classe,code_atih,libelle
M65.48,M6548,ATIH s'arrête à un niveau supérieur,préfixe ATIH M654 (type MCO 0),M654,"Ténosynovite chronique sténosante du pouce [de Quervain] - "" Autres """
M65.49,M6549,ATIH s'arrête à un niveau supérieur,préfixe ATIH M654 (type MCO 0),M654,"Ténosynovite chronique sténosante du pouce [de Quervain] - "" Siège non précisé """
M65.80,M6580,connu de l'ATIH,type MCO 0,M6580,"Autres synovites et ténosynovites - "" Sièges multiples """
M65.81,M6581,connu de l'ATIH,type MCO 0,M6581,"Autres synovites et ténosynovites - "" Région scapulaire """
M65.82,M6582,connu de l'ATIH,type MCO 0,M6582,"Autres synovites et ténosynovites - "" Bras """
M65.83,M6583,connu de l'ATIH,type MCO 0,M6583,"Autres synovites et ténosynovites - "" Avant-bras """
M65.84,M6584,connu de l'ATIH,type MCO 0,M6584,"Autres synovites et ténosynovites - "" Main """
M65.85,M6585,connu de l'ATIH,type MCO 0,M6585,"Autres synovites et ténosynovites - "" Région pelvienne et cuisse """
M65.86,M6586,connu de l'ATIH,type MCO 0,M6586,"Autres synovites et ténosynovites - "" Jambe """
M65.87,M6587,connu de l'ATIH,type MCO 0,M6587,"Autres synovites et ténosynovites - "" Cheville et pied """
M65.88,M6588,connu de l'ATIH,type MCO 0,M6588,"Autres synovites et ténosynovites - "" Autres """
M65.89,M6589,connu de l'ATIH,type MCO 0,M6589,"Autres synovites et ténosynovites - "" Siège non précisé """
M65.90,M6590,connu de l'ATIH,type MCO 0,M6590,"Synovite et ténosynovite, sans précision - "" Sièges multiples """
M65.91,M6591,connu de l'ATIH,type MCO 0,M6591,"Synovite et ténosynovite, sans précision - "" Région scapulaire """
M65.92,M6592,connu de l'ATIH,type MCO 0,M6592,"Synovite et ténosynovite, sans précision - "" Bras """
M65.93,M6593,connu de l'ATIH,type MCO 0,M6593,"Synovite et ténosynovite, sans précision - "" Avant-bras """
M65.94,M6594,connu de l'ATIH,type MCO 0,M6594,"Synovite et ténosynovite, sans précision - "" Main """
M65.95,M6595,connu de l'ATIH,type MCO 0,M6595,"Synovite et ténosynovite, sans précision - "" Région pelvienne et cuisse """
M65.96,M6596,connu de l'ATIH,type MCO 0,M6596,"Synovite et ténosynovite, sans précision - "" Jambe """
M65.97,M6597,connu de l'ATIH,type MCO 0,M6597,"Synovite et ténosynovite, sans précision - "" Cheville et pied """
M65.98,M6598,connu de l'ATIH,type MCO 0,M6598,"Synovite et ténosynovite, sans précision - "" Autres """
M65.99,M6599,connu de l'ATIH,type MCO 0,M6599,"Synovite et ténosynovite, sans précision - "" Siège non précisé """
M66.00,M6600,connu de l'ATIH,type MCO 3 — interdit en MCO,M6600,"Déchirure d'un kyste poplité - "" Sièges multiples """
M66.01,M6601,ATIH s'arrête à un niveau supérieur,préfixe ATIH M660 (type MCO 0),M660,"Déchirure d'un kyste poplité - "" Région scapulaire """
M66.02,M6602,ATIH s'arrête à un niveau supérieur,préfixe ATIH M660 (type MCO 0),M660,"Déchirure d'un kyste poplité - "" Bras """
M66.03,M6603,ATIH s'arrête à un niveau supérieur,préfixe ATIH M660 (type MCO 0),M660,"Déchirure d'un kyste poplité - "" Avant-bras """
M66.04,M6604,ATIH s'arrête à un niveau supérieur,préfixe ATIH M660 (type MCO 0),M660,"Déchirure d'un kyste poplité - "" Main """
M66.05,M6605,ATIH s'arrête à un niveau supérieur,préfixe ATIH M660 (type MCO 0),M660,"Déchirure d'un kyste poplité - "" Région pelvienne et cuisse """
M66.06,M6606,connu de l'ATIH,type MCO 0,M6606,"Déchirure d'un kyste poplité - "" Jambe """
M66.07,M6607,ATIH s'arrête à un niveau supérieur,préfixe ATIH M660 (type MCO 0),M660,"Déchirure d'un kyste poplité - "" Cheville et pied """
M66.08,M6608,ATIH s'arrête à un niveau supérieur,préfixe ATIH M660 (type MCO 0),M660,"Déchirure d'un kyste poplité - "" Autres """
M66.09,M6609,ATIH s'arrête à un niveau supérieur,préfixe ATIH M660 (type MCO 0),M660,"Déchirure d'un kyste poplité - "" Siège non précisé """
M66.10,M6610,connu de l'ATIH,type MCO 0,M6610,"Déchirure de la synoviale - "" Sièges multiples """
M66.11,M6611,connu de l'ATIH,type MCO 0,M6611,"Déchirure de la synoviale - "" Région scapulaire """
M66.12,M6612,connu de l'ATIH,type MCO 0,M6612,"Déchirure de la synoviale - "" Bras """
M66.13,M6613,connu de l'ATIH,type MCO 0,M6613,"Déchirure de la synoviale - "" Avant-bras """
M66.14,M6614,connu de l'ATIH,type MCO 0,M6614,"Déchirure de la synoviale - "" Main """
M66.15,M6615,connu de l'ATIH,type MCO 0,M6615,"Déchirure de la synoviale - "" Région pelvienne et cuisse """
M66.16,M6616,ATIH s'arrête à un niveau supérieur,préfixe ATIH M661 (type MCO 0),M661,"Déchirure de la synoviale - "" Jambe """
M66.17,M6617,connu de l'ATIH,type MCO 0,M6617,"Déchirure de la synoviale - "" Cheville et pied """
M66.18,M6618,connu de l'ATIH,type MCO 0,M6618,"Déchirure de la synoviale - "" Autres """
M66.19,M6619,connu de l'ATIH,type MCO 0,M6619,"Déchirure de la synoviale - "" Siège non précisé """
M66.20,M6620,connu de l'ATIH,type MCO 0,M6620,"Déchirure spontanée des tendons extenseurs - "" Sièges multiples """
M66.21,M6621,connu de l'ATIH,type MCO 0,M6621,"Déchirure spontanée des tendons extenseurs - "" Région scapulaire """
M66.22,M6622,connu de l'ATIH,type MCO 0,M6622,"Déchirure spontanée des tendons extenseurs - "" Bras """
M66.23,M6623,connu de l'ATIH,type MCO 0,M6623,"Déchirure spontanée des tendons extenseurs - "" Avant-bras """
M66.24,M6624,connu de l'ATIH,type MCO 0,M6624,"Déchirure spontanée des tendons extenseurs - "" Main """
M66.25,M6625,connu de l'ATIH,type MCO 0,M6625,"Déchirure spontanée des tendons extenseurs - "" Région pelvienne et cuisse """
M66.26,M6626,connu de l'ATIH,type MCO 0,M6626,"Déchirure spontanée des tendons extenseurs - "" Jambe """
M66.27,M6627,connu de l'ATIH,type MCO 0,M6627,"Déchirure spontanée des tendons extenseurs - "" Cheville et pied """
M66.28,M6628,connu de l'ATIH,type MCO 0,M6628,"Déchirure spontanée des tendons extenseurs - "" Autres """
M66.29,M6629,connu de l'ATIH,type MCO 0,M6629,"Déchirure spontanée des tendons extenseurs - "" Siège non précisé """
M66.30,M6630,connu de l'ATIH,type MCO 0,M6630,"Déchirure spontanée des tendons fléchisseurs - "" Sièges multiples """
M66.31,M6631,connu de l'ATIH,type MCO 0,M6631,"Déchirure spontanée des tendons fléchisseurs - "" Région scapulaire """
M66.32,M6632,connu de l'ATIH,type MCO 0,M6632,"Déchirure spontanée des tendons fléchisseurs - "" Bras """
M66.33,M6633,connu de l'ATIH,type MCO 0,M6633,"Déchirure spontanée des tendons fléchisseurs - "" Avant-bras """
M66.34,M6634,connu de l'ATIH,type MCO 0,M6634,"Déchirure spontanée des tendons fléchisseurs - "" Main """
M66.35,M6635,connu de l'ATIH,type MCO 0,M6635,"Déchirure spontanée des tendons fléchisseurs - "" Région pelvienne et cuisse """
M66.36,M6636,connu de l'ATIH,type MCO 0,M6636,"Déchirure spontanée des tendons fléchisseurs - "" Jambe """
M66.37,M6637,connu de l'ATIH,type MCO 0,M6637,"Déchirure spontanée des tendons fléchisseurs - "" Cheville et pied """
M66.38,M6638,connu de l'ATIH,type MCO 0,M6638,"Déchirure spontanée des tendons fléchisseurs - "" Autres """
M66.39,M6639,connu de l'ATIH,type MCO 0,M6639,"Déchirure spontanée des tendons fléchisseurs - "" Siège non précisé """
M66.40,M6640,connu de l'ATIH,type MCO 0,M6640,"Déchirure spontanée d'autres tendons - "" Sièges multiples """
M66.41,M6641,connu de l'ATIH,type MCO 0,M6641,"Déchirure spontanée d'autres tendons - "" Région scapulaire """
M66.42,M6642,connu de l'ATIH,type MCO 0,M6642,"Déchirure spontanée d'autres tendons - "" Bras """
M66.43,M6643,connu de l'ATIH,type MCO 0,M6643,"Déchirure spontanée d'autres tendons - "" Avant-bras """
M66.44,M6644,connu de l'ATIH,type MCO 0,M6644,"Déchirure spontanée d'autres tendons - "" Main """
M66.45,M6645,connu de l'ATIH,type MCO 0,M6645,"Déchirure spontanée d'autres tendons - "" Région pelvienne et cuisse """
M66.46,M6646,connu de l'ATIH,type MCO 0,M6646,"Déchirure spontanée d'autres tendons - "" Jambe """
M66.47,M6647,connu de l'ATIH,type MCO 0,M6647,"Déchirure spontanée d'autres tendons - "" Cheville et pied """
M66.48,M6648,connu de l'ATIH,type MCO 0,M6648,"Déchirure spontanée d'autres tendons - "" Autres """
M66.49,M6649,connu de l'ATIH,type MCO 0,M6649,"Déchirure spontanée d'autres tendons - "" Siège non précisé """
M66.50,M6650,connu de l'ATIH,type MCO 0,M6650,"Déchirure spontanée d'un tendon, sans précision - "" Sièges multiples """
M66.51,M6651,connu de l'ATIH,type MCO 0,M6651,"Déchirure spontanée d'un tendon, sans précision - "" Région scapulaire """
M66.52,M6652,connu de l'ATIH,type MCO 0,M6652,"Déchirure spontanée d'un tendon, sans précision - "" Bras """
M66.53,M6653,connu de l'ATIH,type MCO 0,M6653,"Déchirure spontanée d'un tendon, sans précision - "" Avant-bras """
M66.54,M6654,connu de l'ATIH,type MCO 0,M6654,"Déchirure spontanée d'un tendon, sans précision - "" Main """
M66.55,M6655,connu de l'ATIH,type MCO 0,M6655,"Déchirure spontanée d'un tendon, sans précision - "" Région pelvienne et cuisse """
M66.56,M6656,connu de l'ATIH,type MCO 0,M6656,"Déchirure spontanée d'un tendon, sans précision - "" Jambe """
M66.57,M6657,connu de l'ATIH,type MCO 0,M6657,"Déchirure spontanée d'un tendon, sans précision - "" Cheville et pied """
M66.58,M6658,connu de l'ATIH,type MCO 0,M6658,"Déchirure spontanée d'un tendon, sans précision - "" Autres """
M66.59,M6659,connu de l'ATIH,type MCO 0,M6659,"Déchirure spontanée d'un tendon, sans précision - "" Siège non précisé """
M67.00,M6700,ATIH s'arrête à un niveau supérieur,préfixe ATIH M670 (type MCO 0),M670,"Brièveté du tendon d'Achille (acquise) - "" Sièges multiples """
M67.01,M6701,ATIH s'arrête à un niveau supérieur,préfixe ATIH M670 (type MCO 0),M670,"Brièveté du tendon d'Achille (acquise) - "" Région scapulaire """
M67.02,M6702,ATIH s'arrête à un niveau supérieur,préfixe ATIH M670 (type MCO 0),M670,"Brièveté du tendon d'Achille (acquise) - "" Bras """
M67.03,M6703,ATIH s'arrête à un niveau supérieur,préfixe ATIH M670 (type MCO 0),M670,"Brièveté du tendon d'Achille (acquise) - "" Avant-bras """
M67.04,M6704,ATIH s'arrête à un niveau supérieur,préfixe ATIH M670 (type MCO 0),M670,"Brièveté du tendon d'Achille (acquise) - "" Main """
M67.05,M6705,ATIH s'arrête à un niveau supérieur,préfixe ATIH M670 (type MCO 0),M670,"Brièveté du tendon d'Achille (acquise) - "" Région pelvienne et cuisse """
M67.06,M6706,ATIH s'arrête à un niveau supérieur,préfixe ATIH M670 (type MCO 0),M670,"Brièveté du tendon d'Achille (acquise) - "" Jambe """
M67.07,M6707,ATIH s'arrête à un niveau supérieur,préfixe ATIH M670 (type MCO 0),M670,"Brièveté du tendon d'Achille (acquise) - "" Cheville et pied """
M67.08,M6708,ATIH s'arrête à un niveau supérieur,préfixe ATIH M670 (type MCO 0),M670,"Brièveté du tendon d'Achille (acquise) - "" Autres """
M67.09,M6709,ATIH s'arrête à un niveau supérieur,préfixe ATIH M670 (type MCO 0),M670,"Brièveté du tendon d'Achille (acquise) - "" Siège non précisé """
M67.10,M6710,ATIH s'arrête à un niveau supérieur,préfixe ATIH M671 (type MCO 0),M671,"Autres rétractions tendineuses (gaine) - "" Sièges multiples """
M67.11,M6711,ATIH s'arrête à un niveau supérieur,préfixe ATIH M671 (type MCO 0),M671,"Autres rétractions tendineuses (gaine) - "" Région scapulaire """
M67.12,M6712,ATIH s'arrête à un niveau supérieur,préfixe ATIH M671 (type MCO 0),M671,"Autres rétractions tendineuses (gaine) - "" Bras """
M67.13,M6713,ATIH s'arrête à un niveau supérieur,préfixe ATIH M671 (type MCO 0),M671,"Autres rétractions tendineuses (gaine) - "" Avant-bras """
M67.14,M6714,ATIH s'arrête à un niveau supérieur,préfixe ATIH M671 (type MCO 0),M671,"Autres rétractions tendineuses (gaine) - "" Main """
M67.15,M6715,ATIH s'arrête à un niveau supérieur,préfixe ATIH M671 (type MCO 0),M671,"Autres rétractions tendineuses (gaine) - "" Région pelvienne et cuisse """
M67.16,M6716,ATIH s'arrête à un niveau supérieur,préfixe ATIH M671 (type MCO 0),M671,"Autres rétractions tendineuses (gaine) - "" Jambe """
M67.17,M6717,ATIH s'arrête à un niveau supérieur,préfixe ATIH M671 (type MCO 0),M671,"Autres rétractions tendineuses (gaine) - "" Cheville et pied """
M67.18,M6718,ATIH s'arrête à un niveau supérieur,préfixe ATIH M671 (type MCO 0),M671,"Autres rétractions tendineuses (gaine) - "" Autres """
M67.19,M6719,ATIH s'arrête à un niveau supérieur,préfixe ATIH M671 (type MCO 0),M671,"Autres rétractions tendineuses (gaine) - "" Siège non précisé """
M67.20,M6720,ATIH s'arrête à un niveau supérieur,préfixe ATIH M672 (type MCO 0),M672,"Hypertrophie synoviale, non classée ailleurs - "" Sièges multiples """
M67.21,M6721,ATIH s'arrête à un niveau supérieur,préfixe ATIH M672 (type MCO 0),M672,"Hypertrophie synoviale, non classée ailleurs - "" Région scapulaire """
M67.22,M6722,ATIH s'arrête à un niveau supérieur,préfixe ATIH M672 (type MCO 0),M672,"Hypertrophie synoviale, non classée ailleurs - "" Bras """
M67.23,M6723,ATIH s'arrête à un niveau supérieur,préfixe ATIH M672 (type MCO 0),M672,"Hypertrophie synoviale, non classée ailleurs - "" Avant-bras """
M67.24,M6724,ATIH s'arrête à un niveau supérieur,préfixe ATIH M672 (type MCO 0),M672,"Hypertrophie synoviale, non classée ailleurs - "" Main """
M67.25,M6725,ATIH s'arrête à un niveau supérieur,préfixe ATIH M672 (type MCO 0),M672,"Hypertrophie synoviale, non classée ailleurs - "" Région pelvienne et cuisse """
M67.26,M6726,ATIH s'arrête à un niveau supérieur,préfixe ATIH M672 (type MCO 0),M672,"Hypertrophie synoviale, non classée ailleurs - "" Jambe """
M67.27,M6727,ATIH s'arrête à un niveau supérieur,préfixe ATIH M672 (type MCO 0),M672,"Hypertrophie synoviale, non classée ailleurs - "" Cheville et pied """
M67.28,M6728,ATIH s'arrête à un niveau supérieur,préfixe ATIH M672 (type MCO 0),M672,"Hypertrophie synoviale, non classée ailleurs - "" Autres """
M67.29,M6729,ATIH s'arrête à un niveau supérieur,préfixe ATIH M672 (type MCO 0),M672,"Hypertrophie synoviale, non classée ailleurs - "" Siège non précisé """
M67.30,M6730,ATIH s'arrête à un niveau supérieur,préfixe ATIH M673 (type MCO 0),M673,"Synovite transitoire - "" Sièges multiples """
M67.31,M6731,ATIH s'arrête à un niveau supérieur,préfixe ATIH M673 (type MCO 0),M673,"Synovite transitoire - "" Région scapulaire """
M67.32,M6732,ATIH s'arrête à un niveau supérieur,préfixe ATIH M673 (type MCO 0),M673,"Synovite transitoire - "" Bras """
M67.33,M6733,ATIH s'arrête à un niveau supérieur,préfixe ATIH M673 (type MCO 0),M673,"Synovite transitoire - "" Avant-bras """
M67.34,M6734,ATIH s'arrête à un niveau supérieur,préfixe ATIH M673 (type MCO 0),M673,"Synovite transitoire - "" Main """
M67.35,M6735,ATIH s'arrête à un niveau supérieur,préfixe ATIH M673 (type MCO 0),M673,"Synovite transitoire - "" Région pelvienne et cuisse """
M67.36,M6736,ATIH s'arrête à un niveau supérieur,préfixe ATIH M673 (type MCO 0),M673,"Synovite transitoire - "" Jambe """
M67.37,M6737,ATIH s'arrête à un niveau supérieur,préfixe ATIH M673 (type MCO 0),M673,"Synovite transitoire - "" Cheville et pied """
M67.38,M6738,ATIH s'arrête à un niveau supérieur,préfixe ATIH M673 (type MCO 0),M673,"Synovite transitoire - "" Autres """
M67.39,M6739,ATIH s'arrête à un niveau supérieur,préfixe ATIH M673 (type MCO 0),M673,"Synovite transitoire - "" Siège non précisé """
M67.40,M6740,ATIH s'arrête à un niveau supérieur,préfixe ATIH M674 (type MCO 0),M674,"Kyste - "" Sièges multiples """
M67.41,M6741,ATIH s'arrête à un niveau supérieur,préfixe ATIH M674 (type MCO 0),M674,"Kyste - "" Région scapulaire """
M67.42,M6742,ATIH s'arrête à un niveau supérieur,préfixe ATIH M674 (type MCO 0),M674,"Kyste - "" Bras """
M67.43,M6743,ATIH s'arrête à un niveau supérieur,préfixe ATIH M674 (type MCO 0),M674,"Kyste - "" Avant-bras """
M67.44,M6744,ATIH s'arrête à un niveau supérieur,préfixe ATIH M674 (type MCO 0),M674,"Kyste - "" Main """
M67.45,M6745,ATIH s'arrête à un niveau supérieur,préfixe ATIH M674 (type MCO 0),M674,"Kyste - "" Région pelvienne et cuisse """
M67.46,M6746,ATIH s'arrête à un niveau supérieur,préfixe ATIH M674 (type MCO 0),M674,"Kyste - "" Jambe """
M67.47,M6747,ATIH s'arrête à un niveau supérieur,préfixe ATIH M674 (type MCO 0),M674,"Kyste - "" Cheville et pied """
M67.48,M6748,ATIH s'arrête à un niveau supérieur,préfixe ATIH M674 (type MCO 0),M674,"Kyste - "" Autres """
M67.49,M6749,ATIH s'arrête à un niveau supérieur,préfixe ATIH M674 (type MCO 0),M674,"Kyste - "" Siège non précisé """
M67.80,M6780,ATIH s'arrête à un niveau supérieur,préfixe ATIH M678 (type MCO 0),M678,"Autres atteintes précisées de la synoviale et du tendon - "" Sièges multiples """
M67.81,M6781,ATIH s'arrête à un niveau supérieur,préfixe ATIH M678 (type MCO 0),M678,"Autres atteintes précisées de la synoviale et du tendon - "" Région scapulaire """
M67.82,M6782,ATIH s'arrête à un niveau supérieur,préfixe ATIH M678 (type MCO 0),M678,"Autres atteintes précisées de la synoviale et du tendon - "" Bras """
M67.83,M6783,ATIH s'arrête à un niveau supérieur,préfixe ATIH M678 (type MCO 0),M678,"Autres atteintes précisées de la synoviale et du tendon - "" Avant-bras """
M67.84,M6784,ATIH s'arrête à un niveau supérieur,préfixe ATIH M678 (type MCO 0),M678,"Autres atteintes précisées de la synoviale et du tendon - "" Main """
M67.85,M6785,ATIH s'arrête à un niveau supérieur,préfixe ATIH M678 (type MCO 0),M678,"Autres atteintes précisées de la synoviale et du tendon - "" Région pelvienne et cuisse """
M67.86,M6786,ATIH s'arrête à un niveau supérieur,préfixe ATIH M678 (type MCO 0),M678,"Autres atteintes précisées de la synoviale et du tendon - "" Jambe """
M67.87,M6787,ATIH s'arrête à un niveau supérieur,préfixe ATIH M678 (type MCO 0),M678,"Autres atteintes précisées de la synoviale et du tendon - "" Cheville et pied """
M67.88,M6788,ATIH s'arrête à un niveau supérieur,préfixe ATIH M678 (type MCO 0),M678,"Autres atteintes précisées de la synoviale et du tendon - "" Autres """
M67.89,M6789,ATIH s'arrête à un niveau supérieur,préfixe ATIH M678 (type MCO 0),M678,"Autres atteintes précisées de la synoviale et du tendon - "" Siège non précisé """
M67.90,M6790,ATIH s'arrête à un niveau supérieur,préfixe ATIH M679 (type MCO 0),M679,"Atteinte de la synoviale et du tendon, sans précision - "" Sièges multiples """
M67.91,M6791,ATIH s'arrête à un niveau supérieur,préfixe ATIH M679 (type MCO 0),M679,"Atteinte de la synoviale et du tendon, sans précision - "" Région scapulaire """
M67.92,M6792,ATIH s'arrête à un niveau supérieur,préfixe ATIH M679 (type MCO 0),M679,"Atteinte de la synoviale et du tendon, sans précision - "" Bras """
M67.93,M6793,ATIH s'arrête à un niveau supérieur,préfixe ATIH M679 (type MCO 0),M679,"Atteinte de la synoviale et du tendon, sans précision - "" Avant-bras """
M67.94,M6794,ATIH s'arrête à un niveau supérieur,préfixe ATIH M679 (type MCO 0),M679,"Atteinte de la synoviale et du tendon, sans précision - "" Main """
M67.95,M6795,ATIH s'arrête à un niveau supérieur,préfixe ATIH M679 (type MCO 0),M679,"Atteinte de la synoviale et du tendon, sans précision - "" Région pelvienne et cuisse """
M67.96,M6796,ATIH s'arrête à un niveau supérieur,préfixe ATIH M679 (type MCO 0),M679,"Atteinte de la synoviale et du tendon, sans précision - "" Jambe """
M67.97,M6797,ATIH s'arrête à un niveau supérieur,préfixe ATIH M679 (type MCO 0),M679,"Atteinte de la synoviale et du tendon, sans précision - "" Cheville et pied """
M67.98,M6798,ATIH s'arrête à un niveau supérieur,préfixe ATIH M679 (type MCO 0),M679,"Atteinte de la synoviale et du tendon, sans précision - "" Autres """
M67.99,M6799,ATIH s'arrête à un niveau supérieur,préfixe ATIH M679 (type MCO 0),M679,"Atteinte de la synoviale et du tendon, sans précision - "" Siège non précisé """
M68.00,M6800,ATIH s'arrête à un niveau supérieur,préfixe ATIH M680 (type MCO 0),M680,"Synovite et ténosynovite au cours de maladies bactériennes classées ailleurs - "" Sièges multiples """
M68.01,M6801,ATIH s'arrête à un niveau supérieur,préfixe ATIH M680 (type MCO 0),M680,"Synovite et ténosynovite au cours de maladies bactériennes classées ailleurs - "" Région scapulaire """
M68.02,M6802,ATIH s'arrête à un niveau supérieur,préfixe ATIH M680 (type MCO 0),M680,"Synovite et ténosynovite au cours de maladies bactériennes classées ailleurs - "" Bras """
M68.03,M6803,ATIH s'arrête à un niveau supérieur,préfixe ATIH M680 (type MCO 0),M680,"Synovite et ténosynovite au cours de maladies bactériennes classées ailleurs - "" Avant-bras """
M68.04,M6804,ATIH s'arrête à un niveau supérieur,préfixe ATIH M680 (type MCO 0),M680,"Synovite et ténosynovite au cours de maladies bactériennes classées ailleurs - "" Main """
M68.05,M6805,ATIH s'arrête à un niveau supérieur,préfixe ATIH M680 (type MCO 0),M680,"Synovite et ténosynovite au cours de maladies bactériennes classées ailleurs - "" Région pelvienne et cuisse """
M68.06,M6806,ATIH s'arrête à un niveau supérieur,préfixe ATIH M680 (type MCO 0),M680,"Synovite et ténosynovite au cours de maladies bactériennes classées ailleurs - "" Jambe """
M68.07,M6807,ATIH s'arrête à un niveau supérieur,préfixe ATIH M680 (type MCO 0),M680,"Synovite et ténosynovite au cours de maladies bactériennes classées ailleurs - "" Cheville et pied """
M68.08,M6808,ATIH s'arrête à un niveau supérieur,préfixe ATIH M680 (type MCO 0),M680,"Synovite et ténosynovite au cours de maladies bactériennes classées ailleurs - "" Autres """
M68.09,M6809,ATIH s'arrête à un niveau supérieur,préfixe ATIH M680 (type MCO 0),M680,"Synovite et ténosynovite au cours de maladies bactériennes classées ailleurs - "" Siège non précisé """
M68.80,M6880,ATIH s'arrête à un niveau supérieur,préfixe ATIH M688 (type MCO 0),M688,"Autres atteintes de la synoviale et du tendon au cours de maladies classées ailleurs - "" Sièges multiples """
M68.81,M6881,ATIH s'arrête à un niveau supérieur,préfixe ATIH M688 (type MCO 0),M688,"Autres atteintes de la synoviale et du tendon au cours de maladies classées ailleurs - "" Région scapulaire """
M68.82,M6882,ATIH s'arrête à un niveau supérieur,préfixe ATIH M688 (type MCO 0),M688,"Autres atteintes de la synoviale et du tendon au cours de maladies classées ailleurs - "" Bras """
M68.83,M6883,ATIH s'arrête à un niveau supérieur,préfixe ATIH M688 (type MCO 0),M688,"Autres atteintes de la synoviale et du tendon au cours de maladies classées ailleurs - "" Avant-bras """
M68.84,M6884,ATIH s'arrête à un niveau supérieur,préfixe ATIH M688 (type MCO 0),M688,"Autres atteintes de la synoviale et du tendon au cours de maladies classées ailleurs - "" Main """
M68.85,M6885,ATIH s'arrête à un niveau supérieur,préfixe ATIH M688 (type MCO 0),M688,"Autres atteintes de la synoviale et du tendon au cours de maladies classées ailleurs - "" Région pelvienne et cuisse """
M68.86,M6886,ATIH s'arrête à un niveau supérieur,préfixe ATIH M688 (type MCO 0),M688,"Autres atteintes de la synoviale et du tendon au cours de maladies classées ailleurs - "" Jambe """
M68.87,M6887,ATIH s'arrête à un niveau supérieur,préfixe ATIH M688 (type MCO 0),M688,"Autres atteintes de la synoviale et du tendon au cours de maladies classées ailleurs - "" Cheville et pied """
M68.88,M6888,ATIH s'arrête à un niveau supérieur,préfixe ATIH M688 (type MCO 0),M688,"Autres atteintes de la synoviale et du tendon au cours de maladies classées ailleurs - "" Autres """
M68.89,M6889,ATIH s'arrête à un niveau supérieur,préfixe ATIH M688 (type MCO 0),M688,"Autres atteintes de la synoviale et du tendon au cours de maladies classées ailleurs - "" Siège non précisé """
M70.00,M7000,connu de l'ATIH,type MCO 0,M7000,"Synovite sèche de la main et du poignet - "" Sièges multiples """
M70.01,M7001,ATIH s'arrête à un niveau supérieur,préfixe ATIH M700 (type MCO 0),M700,"Synovite sèche de la main et du poignet - "" Région scapulaire """
M70.02,M7002,ATIH s'arrête à un niveau supérieur,préfixe ATIH M700 (type MCO 0),M700,"Synovite sèche de la main et du poignet - "" Bras """
M70.03,M7003,connu de l'ATIH,type MCO 0,M7003,"Synovite sèche de la main et du poignet - "" Avant-bras """
M70.04,M7004,connu de l'ATIH,type MCO 0,M7004,"Synovite sèche de la main et du poignet - "" Main """
M70.05,M7005,ATIH s'arrête à un niveau supérieur,préfixe ATIH M700 (type MCO 0),M700,"Synovite sèche de la main et du poignet - "" Région pelvienne et cuisse """
M70.06,M7006,ATIH s'arrête à un niveau supérieur,préfixe ATIH M700 (type MCO 0),M700,"Synovite sèche de la main et du poignet - "" Jambe """
M70.07,M7007,ATIH s'arrête à un niveau supérieur,préfixe ATIH M700 (type MCO 0),M700,"Synovite sèche de la main et du poignet - "" Cheville et pied """
M70.08,M7008,ATIH s'arrête à un niveau supérieur,préfixe ATIH M700 (type MCO 0),M700,"Synovite sèche de la main et du poignet - "" Autres """
M70.09,M7009,connu de l'ATIH,type MCO 0,M7009,"Synovite sèche de la main et du poignet - "" Siège non précisé """
M70.10,M7010,connu de l'ATIH,type MCO 3 — interdit en MCO,M7010,"Bursite de la main - "" Sièges multiples """
M70.11,M7011,ATIH s'arrête à un niveau supérieur,préfixe ATIH M701 (type MCO 0),M701,"Bursite de la main - "" Région scapulaire """
M70.12,M7012,ATIH s'arrête à un niveau supérieur,préfixe ATIH M701 (type MCO 0),M701,"Bursite de la main - "" Bras """
M70.13,M7013,ATIH s'arrête à un niveau supérieur,préfixe ATIH M701 (type MCO 0),M701,"Bursite de la main - "" Avant-bras """
M70.14,M7014,connu de l'ATIH,type MCO 0,M7014,"Bursite de la main - "" Main """
M70.15,M7015,ATIH s'arrête à un niveau supérieur,préfixe ATIH M701 (type MCO 0),M701,"Bursite de la main - "" Région pelvienne et cuisse """
M70.16,M7016,ATIH s'arrête à un niveau supérieur,préfixe ATIH M701 (type MCO 0),M701,"Bursite de la main - "" Jambe """
M70.17,M7017,ATIH s'arrête à un niveau supérieur,préfixe ATIH M701 (type MCO 0),M701,"Bursite de la main - "" Cheville et pied """
M70.18,M7018,ATIH s'arrête à un niveau supérieur,préfixe ATIH M701 (type MCO 0),M701,"Bursite de la main - "" Autres """
M70.19,M7019,ATIH s'arrête à un niveau supérieur,préfixe ATIH M701 (type MCO 0),M701,"Bursite de la main - "" Siège non précisé """
M70.20,M7020,connu de l'ATIH,type MCO 3 — interdit en MCO,M7020,"Bursite olécrânienne - "" Sièges multiples """
M70.21,M7021,ATIH s'arrête à un niveau supérieur,préfixe ATIH M702 (type MCO 0),M702,"Bursite olécrânienne - "" Région scapulaire """
M70.22,M7022,connu de l'ATIH,type MCO 0,M7022,"Bursite olécrânienne - "" Bras """
M70.23,M7023,ATIH s'arrête à un niveau supérieur,préfixe ATIH M702 (type MCO 0),M702,"Bursite olécrânienne - "" Avant-bras """
M70.24,M7024,ATIH s'arrête à un niveau supérieur,préfixe ATIH M702 (type MCO 0),M702,"Bursite olécrânienne - "" Main """
