association_id,dagger_code,dagger_label,asterisk_code,asterisk_label,combination_labels,levels_present,redundancy_level,source_lids
245,B00.5,affections oculaires dues au virus de l'herpès,,,affections oculaires dues au virus de l'herpès,S,none,478
246,B00.8,autres formes d'infection due au virus de l'herpès,K77.0,atteintes hépatiques au cours de maladies infectieuses et parasitaires classées ailleurs,hépatite herpétique | hépatite (à) herpétique [herpes simplex],"H,U",subordinate,"12842,17332"
247,B01.0,méningite varicelleuse,G02.0,méningite au cours d'infections virales classées ailleurs,méningite varicelleuse | méningite (au cours de) (consécutive à) (due à) varicelle,"H,T",subordinate,"483,15311"
248,B01.1,encéphalite varicelleuse,G05.1,"encéphalite, myélite et encéphalomyélite au cours d'infections virales classées ailleurs","encéphalite varicelleuse | encéphalite, myélite ou encéphalomyélite (au cours de) (consécutive à) (due à) varicelle","H,T",subordinate,"484,15340"
249,B01.2,pneumopathie varicelleuse,J17.1,pneumopathie au cours de maladies virales classées ailleurs,pneumopathie varicelleuse | pneumopathie au cours de varicelle,"H,T",subordinate,"485,16585"
250,B02.0,encéphalite zostérienne,G05.1,"encéphalite, myélite et encéphalomyélite au cours d'infections virales classées ailleurs","encéphalite zostérienne | encéphalite, myélite ou encéphalomyélite (au cours de) (consécutive à) (due à) zona","H,T",subordinate,"489,15333"
251,B02.1,méningite zostérienne,G02.0,méningite au cours d'infections virales classées ailleurs,méningite zostérienne | méningite (au cours de) (consécutive à) (due à) zona,"H,T",subordinate,"490,15313"
252,B02.2,zona accompagné d'autres manifestations neurologiques,G53.0,névralgie post-zostérienne,névralgie post-zostérienne | atteinte post-herpétique du ganglion géniculé | névralgie trigéminée post-herpétique,"G,U",independent,"3527,12849,12851"
253,B02.2,zona accompagné d'autres manifestations neurologiques,G63.0,polynévrite au cours de maladies infectieuses et parasitaires classées ailleurs,polynévrite post-zostérienne | polynévrite (au cours de) post-herpétique,"H,U",independent,"12850,15540"
254,B02.2,zona accompagné d'autres manifestations neurologiques,,,zona accompagné d'autres manifestations neurologiques,S,none,491
255,B02.3,zona ophtalmique,H03.1,atteinte de la paupière au cours d'autres maladies infectieuses classées ailleurs,blépharite zostérienne | atteinte de la paupière au cours de zona,"H,U",independent,"12852,15655"
256,B02.3,zona ophtalmique,H13.1,conjonctivite au cours de maladies infectieuses et parasitaires classées ailleurs,conjonctivite zostérienne | conjonctivite (à) (de) zostérienne,"H,U",independent,"12853,15699"
257,B02.3,zona ophtalmique,H19.0,sclérite et épisclérite au cours de maladies classées ailleurs,sclérite zostérienne,"H,U",independent,"12858,15755"
258,B02.3,zona ophtalmique,H19.2,kératite et kératoconjonctivite au cours d'autres maladies infectieuses et parasitaires classées ailleurs,kératite zostérienne | kératoconjonctivite zostérienne | kératite et kératoconjonctivite (insterstitielles) au cours de (dues à) zona,"H,U",independent,"12856,12857,15759"
259,B02.3,zona ophtalmique,H22.0,iridocyclite au cours de maladies infectieuses et parasitaires classées ailleurs,iridocyclite zostérienne | iritis zostérienne | iridocyclite au cours de infection zostérienne,"H,U",independent,"12854,12855,15791"
260,B02.3,zona ophtalmique,,,zona ophtalmique,S,none,492
261,B02.8,zona avec autres complications,H62.1,otite externe au cours de maladies virales classées ailleurs,otite externe au cours de zona,H,independent,16043
262,B05.0,rougeole compliquée d'une encéphalite,G05.1,"encéphalite, myélite et encéphalomyélite au cours d'infections virales classées ailleurs","rougeole compliquée d'une encéphalite | encéphalite, myélite ou encéphalomyélite (au cours de) (consécutive à) (due à) rougeole","H,T",subordinate,"499,15338"
263,B05.1,rougeole compliquée d'une méningite,G02.0,méningite au cours d'infections virales classées ailleurs,rougeole compliquée d'une méningite | méningite (au cours de) (consécutive à) (due à) rougeole,"H,T",subordinate,"500,15316"
264,B05.2,rougeole compliquée d'une pneumopathie,J17.1,pneumopathie au cours de maladies virales classées ailleurs,rougeole compliquée d'une pneumopathie | pneumopathie au cours de rougeole,"H,T",subordinate,"501,16583"
265,B05.3,rougeole compliquée d'une otite moyenne,H67.1,otite moyenne au cours de maladies virales classées ailleurs,rougeole compliquée d'une otite moyenne | otite moyenne au cours de rougeole,"H,T",subordinate,"502,16084"
266,B05.8,rougeole avec autres complications,H19.2,kératite et kératoconjonctivite au cours d'autres maladies infectieuses et parasitaires classées ailleurs,rougeole compliquée de kératite et de kératoconjonctivite | kératite et kératoconjonctivite (insterstitielles) au cours de (dues à) rougeole,"H,U",independent,"12864,15762"
267,B06.0,rubéole avec complications neurologiques,G02.0,méningite au cours d'infections virales classées ailleurs,méningite rubéoleuse | méningite (au cours de) (consécutive à) (due à) rubéole,"H,U",subordinate,"12867,15308"
268,B06.0,rubéole avec complications neurologiques,G05.1,"encéphalite, myélite et encéphalomyélite au cours d'infections virales classées ailleurs","encéphalite rubéoleuse | méningo-encéphalite rubéoleuse | encéphalite, myélite ou encéphalomyélite (au cours de) (consécutive à) (due à) rubéole","H,U",subordinate,"12866,12868,15339"
269,B06.0,rubéole avec complications neurologiques,,,rubéole avec complications neurologiques,S,none,507
270,B06.8,rubéole avec autres complications,J17.1,pneumopathie au cours de maladies virales classées ailleurs,pneumopathie rubéoleuse | pneumopathie au cours de rubéole,"H,U",independent,"12870,16584"
271,B06.8,rubéole avec autres complications,M01.4,arthrite au cours de la rubéole,arthrite au cours de la rubéole | arthrite rubéoleuse,"G,U",independent,"5354,12869"
272,B08.1,molluscum contagiosum,H03.1,atteinte de la paupière au cours d'autres maladies infectieuses classées ailleurs,atteinte de la paupière au cours de molluscum contagiosum,H,independent,15650
273,B22.0,maladie par VIH à l'origine d'une encéphalopathie,F02.4,démence de la maladie due au virus de l'immunodéficience humaine [VIH],démence de la maladie due au virus de l'immunodéficience humaine [VIH],G,independent,2860
274,B25.0,pneumopathie à cytomégalovirus,J17.1,pneumopathie au cours de maladies virales classées ailleurs,pneumopathie à cytomégalovirus | pneumopathie au cours de maladie à cytomégalovirus,"H,T",subordinate,"576,16582"
275,B25.1,hépatite à cytomégalovirus,K77.0,atteintes hépatiques au cours de maladies infectieuses et parasitaires classées ailleurs,hépatite à cytomégalovirus,"H,T",subordinate,"577,17328"
276,B25.2,pancréatite à cytomégalovirus,K87.1,atteinte du pancréas au cours de maladies classées ailleurs,pancréatite à cytomégalovirus,"H,T",subordinate,"578,17427"
277,B25.8,autres maladies à cytomégalovirus,G05.1,"encéphalite, myélite et encéphalomyélite au cours d'infections virales classées ailleurs","encéphalite, myélite ou encéphalomyélite (au cours de) (consécutive à) (due à) cytomégalovirus",H,independent,15335
278,B26.0,orchite ourlienne,N51.1,affections du testicule et de l'épididyme au cours de maladies classées ailleurs,orchite ourlienne,"H,T",subordinate,"582,21227"
279,B26.1,méningite ourlienne,G02.0,méningite au cours d'infections virales classées ailleurs,méningite ourlienne | méningite (au cours de) (consécutive à) (due à) virus (de) ourlien,"H,T",subordinate,"583,15310"
280,B26.2,encéphalite ourlienne,G05.1,"encéphalite, myélite et encéphalomyélite au cours d'infections virales classées ailleurs","encéphalite ourlienne | encéphalite, myélite ou encéphalomyélite (au cours de) (consécutive à) (due à) virus de ourlien","H,T",subordinate,"584,15342"
281,B26.3,pancréatite ourlienne,K87.1,atteinte du pancréas au cours de maladies classées ailleurs,pancréatite ourlienne | pancréatite (à) ourlienne,"H,T",subordinate,"585,17428"
282,B26.8,oreillons avec autres complications,G63.0,polynévrite au cours de maladies infectieuses et parasitaires classées ailleurs,polynévrite ourlienne | polynévrite (au cours de) oreillons,"H,U",subordinate,"12903,15539"
283,B26.8,oreillons avec autres complications,I41.1,myocardite au cours de maladies virales classées ailleurs,myocardite ourlienne,"H,U",independent,"12901,16316"
284,B26.8,oreillons avec autres complications,M01.5,arthrite au cours d'autres maladies virales classées ailleurs,arthrite ourlienne | arthrite au cours de oreillons,"H,U",independent,"12900,17714"
285,B26.8,oreillons avec autres complications,N08.0,glomérulopathie au cours de maladies infectieuses et parasitaires classées ailleurs,néphrite ourlienne | glomérulopathie au cours de oreillons,"H,U",independent,"12902,21033"
286,B27,mononucléose infectieuse,G02.0,méningite au cours d'infections virales classées ailleurs,méningite (au cours de) (consécutive à) (due à) mononucléose infectieuse,H,independent,15312
287,B27,mononucléose infectieuse,G63.0,polynévrite au cours de maladies infectieuses et parasitaires classées ailleurs,polynévrite (au cours de) mononucléose infectieuse,H,independent,15538
288,B30.0,kératoconjonctivite due à un adénovirus,H19.2,kératite et kératoconjonctivite au cours d'autres maladies infectieuses et parasitaires classées ailleurs,kératoconjonctivite due à un adénovirus | kératoconjonctivite épidémique,"H,T",subordinate,"594,15761"
289,B30.1,conjonctivite due à un adénovirus,H13.1,conjonctivite au cours de maladies infectieuses et parasitaires classées ailleurs,conjonctivite due à un adénovirus | conjonctivite (à) (de) folliculaire (aiguë) à adénovirus,"H,T",subordinate,"595,15704"
290,B30.3,conjonctivite hémorragique aiguë épidémique (entérovirale),H13.1,conjonctivite au cours de maladies infectieuses et parasitaires classées ailleurs,conjonctivite hémorragique aiguë épidémique (entérovirale) | conjonctivite (à) (de) hémorragique (aiguë) (épidémique),"H,T",independent,"597,15706"
291,B30.8,autres conjonctivites virales,H13.1,conjonctivite au cours de maladies infectieuses et parasitaires classées ailleurs,autres conjonctivites virales | conjonctivite (à) (de) Newcastle,"H,T",independent,"598,15702"
292,B36.9,"mycose superficielle, sans précision",H62.2,otite externe au cours de mycoses,otomycose SAI,H,independent,16045
293,B37.1,candidose pulmonaire,J17.2,pneumopathie au cours de mycoses,pneumopathie au cours de candidose,H,subordinate,16589
294,B37.2,candidose de la peau et des ongles,H62.2,otite externe au cours de mycoses,otite externe au cours de candidose,H,independent,16046
295,B37.3,candidose de la vulve et du vagin,N77.1,"vaginite, vulvite et vulvo-vaginite au cours de maladies infectieuses et parasitaires classées ailleurs","candidose de la vulve et du vagin | vaginite, vulvite et vulvo-vaginite au cours de candidose","H,T",independent,"636,21278"
296,B37.4,candidose d'autres localisations uro-génitales,N37.0,urétrite au cours de maladies classées ailleurs,urétrite à Candida,"H,U",independent,"12950,21168"
297,B37.4,candidose d'autres localisations uro-génitales,N51.2,balanite au cours de maladies classées ailleurs,balanite à Candida,"H,U",independent,"12949,21234"
298,B37.4,candidose d'autres localisations uro-génitales,,,candidose d'autres localisations uro-génitales,S,none,637
299,B37.5,méningite à Candida,G02.1,méningite au cours de mycoses classées ailleurs,méningite à Candida,"H,T",independent,"638,15317"
300,B37.6,endocardite à Candida,I39,endocardite et atteintes valvulaires cardiaques au cours de maladies classées ailleurs,atteinte de l'endocarde (à) (au cours de) Candida,H,subordinate,27024
301,B37.6,endocardite à Candida,I39.8,"endocardite, valvule non précisée, au cours de maladies classées ailleurs",endocardite à Candida,T,subordinate,639
302,B38.0,coccidioïdomycose pulmonaire aiguë,J17.2,pneumopathie au cours de mycoses,pneumopathie au cours de coccidioïdomycose,H,independent,16588
303,B38.1,coccidioïdomycose pulmonaire chronique,J17.2,pneumopathie au cours de mycoses,pneumopathie au cours de coccidioïdomycose,H,independent,16588
304,B38.2,"coccidioïdomycose pulmonaire, sans précision",J17.2,pneumopathie au cours de mycoses,pneumopathie au cours de coccidioïdomycose,H,independent,16588
305,B38.4,méningite à coccidioïdomycose,G02.1,méningite au cours de mycoses classées ailleurs,méningite à coccidioïdomycose,"H,T",subordinate,"648,15318"
306,B39,histoplasmose,J17.2,pneumopathie au cours de mycoses,pneumopathie au cours de histoplasmose,H,independent,16587
307,B42.0,sporotrichose pulmonaire,J99.8,troubles respiratoires au cours d'autres maladies classées ailleurs,sporotrichose pulmonaire | troubles respiratoires au cours de sporotrichose,"H,T",independent,"674,16809"
308,B44.0,aspergillose pulmonaire invasive,J17.2,pneumopathie au cours de mycoses,pneumopathie au cours de aspergillose,H,independent,16586
309,B44.1,autres aspergilloses pulmonaires,J17.2,pneumopathie au cours de mycoses,pneumopathie au cours de aspergillose,H,independent,16586
310,B44.8,autres formes d'aspergillose,H62.2,otite externe au cours de mycoses,otite externe au cours de aspergillose,H,independent,16044
311,B45.1,cryptococcose cérébrale,G02.1,méningite au cours de mycoses classées ailleurs,méningite à cryptocoques,"H,U",independent,"12965,15319"
312,B52.0,"paludisme à Plasmodium malariae, avec atteinte rénale",N08.0,glomérulopathie au cours de maladies infectieuses et parasitaires classées ailleurs,glomérulopathie au cours de paludisme à Plasmodium malariae,H,independent,21034
313,B55,leishmaniose,H03.0,infection parasitaire de la paupière au cours de maladies classées ailleurs,infection parasitaire de la paupière au cours de leishmaniose,H,independent,15646
314,B56,trypanosomiase africaine,F02.8,démence au cours d'autres maladies classées ailleurs,démence au cours de trypanosomiase,H,independent,14394
315,B56,trypanosomiase africaine,G02.8,méningite au cours d'autres maladies infectieuses et parasitaires précisées classées ailleurs,méningite due à trypanosomiase africaine,H,independent,15320
316,B56,trypanosomiase africaine,G05.2,"encéphalite, myélite et encéphalomyélite au cours d'autres maladies infectieuses et parasitaires classées ailleurs","encéphalite, myélite ou encéphalomyélite au cours de trypanosomiase africaine",H,independent,15345
317,B57,maladie de Chagas,F02.8,démence au cours d'autres maladies classées ailleurs,démence au cours de trypanosomiase,H,independent,14394
318,B57.0,"forme aiguë de la maladie de Chagas, avec atteinte cardiaque",I41.2,myocardite au cours d'autres maladies infectieuses et parasitaires classées ailleurs,"forme aiguë de la maladie de Chagas, avec atteinte cardiaque | forme aiguë de la maladie de Chagas avec myocardite | myocardite au cours de maladie de Chagas (chronique) aiguë","H,T,U",independent,"750,12995,16319"
319,B57.0,"forme aiguë de la maladie de Chagas, avec atteinte cardiaque",I98.1,troubles cardio-vasculaires au cours d'autres maladies infectieuses et parasitaires classées ailleurs,"forme aiguë de la maladie de Chagas, avec atteinte cardiaque | forme aiguë de la maladie de Chagas avec atteinte cardio-vasculaire NCA","T,U",independent,"750,12994"
320,B57.2,maladie de Chagas (chronique) avec atteinte cardiaque,I41.2,myocardite au cours d'autres maladies infectieuses et parasitaires classées ailleurs,maladie de Chagas (chronique) avec atteinte cardiaque | maladie de Chagas (chronique) (avec) myocardite | myocardite au cours de maladie de Chagas (chronique),"H,T,U",independent,"752,12998,16318"
321,B57.2,maladie de Chagas (chronique) avec atteinte cardiaque,I98.1,troubles cardio-vasculaires au cours d'autres maladies infectieuses et parasitaires classées ailleurs,maladie de Chagas (chronique) avec atteinte cardiaque | maladie de Chagas (chronique) (avec) atteinte cardio-vasculaire | maladie de Chagas avec atteinte cardio-vasculaire NCA,"H,T,U",independent,"752,12997,16512"
322,B57.3,maladie de Chagas (chronique) avec atteinte de l'appareil digestif,K23.1,méga-oesophage au cours de la maladie de Chagas,méga-oesophage au cours de la maladie de Chagas,G,independent,5010
323,B57.3,maladie de Chagas (chronique) avec atteinte de l'appareil digestif,K93.1,mégacôlon au cours de la maladie de Chagas,mégacôlon au cours de la maladie de Chagas,G,independent,2294
324,B57.4,maladie de Chagas (chronique) avec atteinte du système nerveux,G02.8,méningite au cours d'autres maladies infectieuses et parasitaires précisées classées ailleurs,méningite due à maladie de Chagas (chronique),H,independent,15321
325,B57.4,maladie de Chagas (chronique) avec atteinte du système nerveux,G05.2,"encéphalite, myélite et encéphalomyélite au cours d'autres maladies infectieuses et parasitaires classées ailleurs","encéphalite, myélite ou encéphalomyélite au cours de maladie de Chagas (chronique)",H,independent,15346
326,B58.0,oculopathie à Toxoplasma,H32.0,affections choriorétiniennes au cours de maladies infectieuses et parasitaires classées ailleurs,choriorétinite à Toxoplasma,"H,U",independent,"13002,15833"
327,B58.0,oculopathie à Toxoplasma,,,oculopathie à Toxoplasma,S,none,757
328,B58.1,hépatite à Toxoplasma,K77.0,atteintes hépatiques au cours de maladies infectieuses et parasitaires classées ailleurs,hépatite à Toxoplasma | hépatite (à) toxoplasme,"H,T",independent,"758,17331"
329,B58.2,méningo-encéphalite à Toxoplasma,G05.2,"encéphalite, myélite et encéphalomyélite au cours d'autres maladies infectieuses et parasitaires classées ailleurs","méningo-encéphalite à Toxoplasma | encéphalite, myélite ou encéphalomyélite au cours de toxoplasmose","H,T",independent,"759,15344"
330,B58.3,toxoplasmose pulmonaire,J17.3,pneumopathie au cours de maladies parasitaires,toxoplasmose pulmonaire | pneumopathie au cours de toxoplasmose,"H,T",subordinate,"760,16592"
331,B58.8,toxoplasmose avec atteinte d'autres organes,I41.2,myocardite au cours d'autres maladies infectieuses et parasitaires classées ailleurs,myocardite à Toxoplasma | myocardite au cours de toxoplasmose,"H,U",independent,"13003,16317"
332,B58.8,toxoplasmose avec atteinte d'autres organes,M63.1,myosite au cours d'infections parasitaires et à protozoaires classées ailleurs,myosite à Toxoplasma | myosite au cours de toxoplasmose,"H,U",independent,"13004,19583"
333,B58.8,toxoplasmose avec atteinte d'autres organes,N16.0,maladie rénale tubulo-interstitielle au cours de maladies infectieuses et parasitaires classées ailleurs,maladie rénale tubulo-interstitielle au cours de toxoplasmose,H,independent,21079
334,B60.1,acanthamoebiose,H13.1,conjonctivite au cours de maladies infectieuses et parasitaires classées ailleurs,conjonctivite due à Acanthamoeba | conjonctivite (à) (de) Acanthamoeba,"H,U",independent,"13007,15700"
335,B60.1,acanthamoebiose,H19.2,kératite et kératoconjonctivite au cours d'autres maladies infectieuses et parasitaires classées ailleurs,kératoconjonctivite due à Acanthamoeba | kératite et kératoconjonctivite (insterstitielles) au cours de (dues à) Acanthamoeba,"H,U",independent,"13008,15760"
336,B60.2,naegleriase,G05.2,"encéphalite, myélite et encéphalomyélite au cours d'autres maladies infectieuses et parasitaires classées ailleurs","méningo-encéphalite amibienne primitive | encéphalite, myélite ou encéphalomyélite au cours de naegleriase","H,U",independent,"13009,15343"
337,B65,schistosomiase [bilharziose],D77,autres maladies du sang et des organes hématopoïétiques au cours de maladies classées ailleurs,fibrose splénique due à la schistosomiase [bilharziose],H,independent,13772
338,B65,schistosomiase [bilharziose],G07,abcès et granulome intracrâniens et intrarachidiens au cours d'affections classées ailleurs,granulome schistosomien du cerveau,H,independent,15363
339,B65,schistosomiase [bilharziose],I52.1,autres cardiopathies au cours d'autres maladies infectieuses et parasitaires classées ailleurs,affection cardiopulmonaire au cours de schistosomiase,H,independent,16395
340,B65,schistosomiase [bilharziose],I98.2,varices oesophagiennes au cours de maladies classées ailleurs,varices oesophagiennes au cours de schistosomiase,H,independent,16514
341,B65,schistosomiase [bilharziose],J17.3,pneumopathie au cours de maladies parasitaires,pneumopathie au cours de schistosomiase,H,independent,16591
342,B65,schistosomiase [bilharziose],K77.0,atteintes hépatiques au cours de maladies infectieuses et parasitaires classées ailleurs,schistosomiase hépato-splénique | hypertension portale au cours de schistosomiase,H,independent,"17329,17333"
343,B65,schistosomiase [bilharziose],M63.1,myosite au cours d'infections parasitaires et à protozoaires classées ailleurs,myosite au cours de schistosomiase [bilharziose],H,independent,19582
344,B65,schistosomiase [bilharziose],N08.0,glomérulopathie au cours de maladies infectieuses et parasitaires classées ailleurs,glomérulopathie au cours de schistosomiase [bilharziose],H,independent,21035
345,B65,schistosomiase [bilharziose],N22.0,calcul urinaire au cours de schistosomiase [bilharziose],calcul urinaire au cours de schistosomiase [bilharziose],G,independent,6502
346,B65,schistosomiase [bilharziose],N29.1,autres affections du rein et de l'uretère au cours de maladies infectieuses et parasitaires classées ailleurs,affections du rein et de l'uretère au cours de schistosomiase [bilharziose],H,independent,21135
347,B65,schistosomiase [bilharziose],N33.8,affections de la vessie au cours d'autres maladies classées ailleurs,affections de la vessie au cours de schistosomiase [bilharziose],H,independent,21148
348,B67,échinococcose,H06.1,infection parasitaire de l'orbite au cours de maladies classées ailleurs,infection de l'orbite due à Echinococcus,H,independent,15687
349,B67.2,infection osseuse à Echinococcus granulosus,M90.2,ostéopathie au cours d'autres maladies infectieuses classées ailleurs,ostéomyélite due à échinocoques,H,independent,20746
350,B69.1,cysticercose de l'oeil,H45.1,endophtalmie au cours de maladies classées ailleurs,endophtalmie au cours de cysticercose,H,independent,15931
351,B69.8,"cysticercose, autres localisations",M63.1,myosite au cours d'infections parasitaires et à protozoaires classées ailleurs,myosite au cours de cysticercose,H,independent,19581
352,B73,onchocercose,H03.0,infection parasitaire de la paupière au cours de maladies classées ailleurs,infection parasitaire de la paupière au cours de onchocercose,H,independent,15649
353,B73,onchocercose,H42.8,glaucome au cours d'autres maladies classées ailleurs,glaucome au cours d'onchocercose,H,independent,15903
354,B73,onchocercose,H45.1,endophtalmie au cours de maladies classées ailleurs,endophtalmie au cours de onchocercose,H,independent,15930
355,B74,filariose,H13.0,parasitose filarienne de la conjonctive,parasitose filarienne de la conjonctive,G,independent,3786
356,B74,filariose,N51.8,autres affections des organes génitaux de l'homme au cours de maladies classées ailleurs,chylocèle filarienne de la tunique vaginale du testicule,H,independent,21236
357,B74.3,loase,H03.0,infection parasitaire de la paupière au cours de maladies classées ailleurs,infection parasitaire de la paupière au cours de loase,H,independent,15647
358,B75,trichinose,M63.1,myosite au cours d'infections parasitaires et à protozoaires classées ailleurs,myosite au cours de trichinose,H,independent,19584
359,B77.8,ascaridiase avec autres complications,J17.3,pneumopathie au cours de maladies parasitaires,pneumopathie au cours de ascaridiase,H,independent,16590
360,B78,anguillulose [strongyloïdose],N08.0,glomérulopathie au cours de maladies infectieuses et parasitaires classées ailleurs,glomérulopathie au cours de anguillulose [strongyloïdose],H,independent,21036
361,B80,oxyurose,N77.1,"vaginite, vulvite et vulvo-vaginite au cours de maladies infectieuses et parasitaires classées ailleurs","vaginite, vulvite et vulvo-vaginite au cours de oxyurose",H,independent,21280
362,B83.0,larva migrans viscérale,H45.1,endophtalmie au cours de maladies classées ailleurs,endophtalmie au cours de toxocarose,H,independent,15932
363,B83.2,angiostrongyloïdose à Parastrongylus cantonensis,G05.2,"encéphalite, myélite et encéphalomyélite au cours d'autres maladies infectieuses et parasitaires classées ailleurs",méningo-encéphalite à éosinophiles,"H,U",independent,"13092,15347"
364,B85.3,phtiriase,H03.0,infection parasitaire de la paupière au cours de maladies classées ailleurs,infection parasitaire de la paupière au cours de phtiriase,H,independent,15648
365,B87.2,myiase oculaire,H06.1,infection parasitaire de l'orbite au cours de maladies classées ailleurs,myiase de l'orbite,H,independent,15688
366,B88.0,autres acariases,H03.0,infection parasitaire de la paupière au cours de maladies classées ailleurs,dermite de la paupière due à Demodex,H,independent,15645
367,C40,tumeur maligne des os et du cartilage articulaire des membres,M90.6,ostéite déformante au cours de maladies tumorales,ostéite déformante au cours de tumeurs osseuses malignes,H,independent,20790
368,C41,"tumeur maligne des os et du cartilage articulaire, de sièges autres et non précisés",M90.6,ostéite déformante au cours de maladies tumorales,ostéite déformante au cours de tumeurs osseuses malignes,H,independent,20790
369,C79.5,tumeur maligne secondaire des os et de la moelle osseuse,M49.5,tassement vertébral au cours de maladies classées ailleurs,fracture métastatique d'une vertèbre,H,independent,19270
370,C80,tumeur maligne de siège non précisé,G73.1,syndrome de Lambert-Eaton,syndrome de Lambert-Eaton,G,independent,3628
371,C81,maladie de Hodgkin,N16.1,maladie rénale tubulo-interstitielle au cours de maladies tumorales,maladie rénale tubulo-interstitielle au cours de lymphome,H,independent,21082
372,C82,lymphome folliculaire [nodulaire] non hodgkinien,N16.1,maladie rénale tubulo-interstitielle au cours de maladies tumorales,maladie rénale tubulo-interstitielle au cours de lymphome,H,independent,21082
373,C83,lymphome diffus non hodgkinien,N16.1,maladie rénale tubulo-interstitielle au cours de maladies tumorales,maladie rénale tubulo-interstitielle au cours de lymphome,H,independent,21082
374,C84,lymphomes périphériques et cutanés à cellules T,N16.1,maladie rénale tubulo-interstitielle au cours de maladies tumorales,maladie rénale tubulo-interstitielle au cours de lymphome,H,independent,21082
375,C85,"lymphome non hodgkinien, de types autres et non précisés",N16.1,maladie rénale tubulo-interstitielle au cours de maladies tumorales,maladie rénale tubulo-interstitielle au cours de lymphome,H,independent,21082
376,C88.0,macroglobulinémie de Waldenström,N08.1,glomérulopathie au cours de maladies tumorales,glomérulopathie au cours de macroglobulinémie de Waldenström,H,independent,21038
377,C90.0,myélome multiple,M36.1,arthropathie au cours de maladies tumorales classées ailleurs,arthropathie au cours de myélome multiple,H,independent,18787
378,C90.0,myélome multiple,M82.0,ostéoporose au cours de myélomatose multiple,ostéoporose au cours de myélomatose multiple,G,independent,5847
379,C90.0,myélome multiple,N08.1,glomérulopathie au cours de maladies tumorales,glomérulopathie au cours de myélome multiple,H,independent,21039
380,C90.0,myélome multiple,N16.1,maladie rénale tubulo-interstitielle au cours de maladies tumorales,maladie rénale tubulo-interstitielle au cours de myélome multiple,H,independent,21083
381,C91,leucémie lymphoïde,M36.1,arthropathie au cours de maladies tumorales classées ailleurs,arthropathie au cours de leucémie,H,independent,18786
382,C91,leucémie lymphoïde,N16.1,maladie rénale tubulo-interstitielle au cours de maladies tumorales,maladie rénale tubulo-interstitielle au cours de leucémie,H,independent,21081
383,C92,leucémie myéloïde,M36.1,arthropathie au cours de maladies tumorales classées ailleurs,arthropathie au cours de leucémie,H,independent,18786
384,C92,leucémie myéloïde,N16.1,maladie rénale tubulo-interstitielle au cours de maladies tumorales,maladie rénale tubulo-interstitielle au cours de leucémie,H,independent,21081
385,C93,leucémie monocytaire,M36.1,arthropathie au cours de maladies tumorales classées ailleurs,arthropathie au cours de leucémie,H,independent,18786
386,C93,leucémie monocytaire,N16.1,maladie rénale tubulo-interstitielle au cours de maladies tumorales,maladie rénale tubulo-interstitielle au cours de leucémie,H,independent,21081
387,C94,autres leucémies à cellules précisées,M36.1,arthropathie au cours de maladies tumorales classées ailleurs,arthropathie au cours de leucémie,H,independent,18786
388,C94,autres leucémies à cellules précisées,N16.1,maladie rénale tubulo-interstitielle au cours de maladies tumorales,maladie rénale tubulo-interstitielle au cours de leucémie,H,independent,21081
389,C95,leucémie à cellules non précisées,M36.1,arthropathie au cours de maladies tumorales classées ailleurs,arthropathie au cours de leucémie,H,independent,18786
390,C95,leucémie à cellules non précisées,N16.1,maladie rénale tubulo-interstitielle au cours de maladies tumorales,maladie rénale tubulo-interstitielle au cours de leucémie,H,independent,21081
391,C96,"tumeurs malignes des tissus lymphoïde, hématopoïétique et apparentés, autres et non précisées",N16.1,maladie rénale tubulo-interstitielle au cours de maladies tumorales,maladie rénale tubulo-interstitielle au cours de lymphome,H,independent,21082
392,C96.1,histiocytose maligne,M36.1,arthropathie au cours de maladies tumorales classées ailleurs,arthropathie au cours de histiocytose maligne,H,independent,18785
393,D57,affections à hématies falciformes [drépanocytaires],H36.8,autres affections rétiniennes au cours de maladies classées ailleurs,rétinopathie proliférante au cours de l'anémie à hématies falciformes,H,independent,15891
394,D57,affections à hématies falciformes [drépanocytaires],M14.0,arthropathie goutteuse due à un déficit enzymatique et autres troubles héréditaires,arthropathie goutteuse au cours de drépanocytose,H,independent,18365
395,D57,affections à hématies falciformes [drépanocytaires],N08.2,glomérulopathie au cours de maladies du sang et des anomalies du système immunitaire,glomérulopathie au cours de maladie à hématies falciformes [drépanocytaires],H,independent,21040
396,D59.3,syndrome hémolytique urémique,N08.2,glomérulopathie au cours de maladies du sang et des anomalies du système immunitaire,glomérulopathie au cours de syndrome hémolytique urémique,H,independent,21044
397,D65,coagulation intravasculaire disséminée [syndrome de défibrination],N08.2,glomérulopathie au cours de maladies du sang et des anomalies du système immunitaire,glomérulopathie au cours de coagulation intravasculaire disséminée [syndrome de défibrination],H,independent,21043
398,D66,carence héréditaire en facteur VIII,M36.2,arthropathie hémophilique,arthropathie hémophilique,G,independent,5590
399,D67,carence héréditaire en facteur IX,M36.2,arthropathie hémophilique,arthropathie hémophilique,G,independent,5590
400,D68,autres anomalies de la coagulation,M36.2,arthropathie hémophilique,arthropathie hémophilique,G,independent,5590
401,D69.0,purpura allergique,M36.4,arthropathie au cours de réactions d'hypersensibilité classées ailleurs,arthropathie au cours du purpura de Schönlein-Henoch,H,independent,18788
