association_id,dagger_code,dagger_label,asterisk_code,asterisk_label,combination_labels,levels_present,redundancy_level,source_lids
402,D69.0,purpura allergique,N08.2,glomérulopathie au cours de maladies du sang et des anomalies du système immunitaire,glomérulopathie au cours de purpura rhumatoïde [syndrome de Schönlein-Henoch],H,independent,21041
403,D70,agranulocytose,M36.3,arthropathie au cours d'autres maladies du sang classées ailleurs,arthropathie au cours d'autres maladies du sang classées ailleurs,G,independent,5591
404,D71,anomalies fonctionnelles des granulocytes neutrophiles,M36.3,arthropathie au cours d'autres maladies du sang classées ailleurs,arthropathie au cours d'autres maladies du sang classées ailleurs,G,independent,5591
405,D72,autres anomalies des leucocytes,M36.3,arthropathie au cours d'autres maladies du sang classées ailleurs,arthropathie au cours d'autres maladies du sang classées ailleurs,G,independent,5591
406,D73,maladies de la rate,M36.3,arthropathie au cours d'autres maladies du sang classées ailleurs,arthropathie au cours d'autres maladies du sang classées ailleurs,G,independent,5591
407,D74,méthémoglobinémie,M36.3,arthropathie au cours d'autres maladies du sang classées ailleurs,arthropathie au cours d'autres maladies du sang classées ailleurs,G,independent,5591
408,D75,autres maladies du sang et des organes hématopoïétiques,M36.3,arthropathie au cours d'autres maladies du sang classées ailleurs,arthropathie au cours d'autres maladies du sang classées ailleurs,G,independent,5591
409,D76,certaines maladies du tissu lymphoréticulaire et du système réticulo-histiocytaire,M36.3,arthropathie au cours d'autres maladies du sang classées ailleurs,arthropathie au cours d'autres maladies du sang classées ailleurs,G,independent,5591
410,D80,déficit immunitaire avec déficit prédominant de la production d'anticorps,M36.8,atteintes systémiques du tissu conjonctif au cours d'autres maladies classées ailleurs,atteintes systémiques du tissu conjonctif au cours de hypogammaglobulinémie,H,independent,18790
411,D86,sarcoïdose,N16.2,maladie rénale tubulo-interstitielle au cours de maladies du sang et des troubles du système immunitaire,maladie rénale tubulo-interstitielle au cours de sarcoïdose,H,independent,21084
412,D86.8,sarcoïdose de localisations autres et associées,G53.2,paralysie de plusieurs nerfs crâniens au cours de sarcoïdose,paralysie de plusieurs nerfs crâniens au cours de sarcoïdose | paralysie multiple des nerfs crâniens de la sarcoïdose,"G,U",independent,"3529,13793"
413,D86.8,sarcoïdose de localisations autres et associées,H22.1,iridocyclite au cours d'autres maladies classées ailleurs,iridocyclite de la sarcoïdose | iridocyclite au cours de sarcoïdose,"H,U",independent,"13790,15795"
414,D86.8,sarcoïdose de localisations autres et associées,I41.8,myocardite au cours d'autres maladies classées ailleurs,myocardite de la sarcoïdose | myocardite (au cours de) sarcoïdose,"H,U",independent,"13791,16320"
415,D86.8,sarcoïdose de localisations autres et associées,K77.8,atteintes hépatiques au cours d'autres maladies classées ailleurs,granulomes hépatiques au cours de sarcoïdose,H,independent,17335
416,D86.8,sarcoïdose de localisations autres et associées,M14.8,arthropathie au cours d'autres maladies précisées classées ailleurs,arthropathie de la sarcoïdose | arthropathie au cours de sarcoïdose,"H,U",independent,"13788,18377"
417,D86.8,sarcoïdose de localisations autres et associées,M63.3,myosite au cours de sarcoïdose,myosite au cours de sarcoïdose | myosite de la sarcoïdose,"G,U",independent,"5723,13792"
418,D89.1,cryoglobulinémie,J99.8,troubles respiratoires au cours d'autres maladies classées ailleurs,troubles respiratoires au cours de cryoglobulinémie,H,independent,16808
419,D89.1,cryoglobulinémie,N08.2,glomérulopathie au cours de maladies du sang et des anomalies du système immunitaire,glomérulopathie au cours de cryoglobulinémie,H,independent,21042
420,D89.1,cryoglobulinémie,N16.2,maladie rénale tubulo-interstitielle au cours de maladies du sang et des troubles du système immunitaire,maladie rénale tubulo-interstitielle au cours de cryoglobulinémie mixte,H,independent,21085
421,E00,syndrome d'insuffisance thyroïdienne congénitale,M14.5,"arthropathie au cours d'autres maladies endocriniennes, nutritionnelles et métaboliques",arthropathie au cours de hypothyroïdie,H,independent,18370
422,E00.1,syndrome d'insuffisance thyroïdienne congénitale de type myxoedémateux,G13.2,affections dégénératives systémiques affectant principalement le système nerveux central au cours d'un myxoedème,affections dégénératives systémiques affectant principalement le système nerveux central au cours d'un myxoedème,G,independent,3377
423,E01,affections thyroïdiennes et apparentées liées à une carence en iode,F02.8,démence au cours d'autres maladies classées ailleurs,démence au cours de hypothyroïdie acquise,H,independent,14400
424,E01,affections thyroïdiennes et apparentées liées à une carence en iode,M14.5,"arthropathie au cours d'autres maladies endocriniennes, nutritionnelles et métaboliques",arthropathie au cours de hypothyroïdie,H,independent,18370
425,E02,hypothyroïdie par carence inapparente en iode,M14.5,"arthropathie au cours d'autres maladies endocriniennes, nutritionnelles et métaboliques",arthropathie au cours de hypothyroïdie,H,independent,18370
426,E03,autres hypothyroïdies,F02.8,démence au cours d'autres maladies classées ailleurs,démence au cours de hypothyroïdie acquise,H,independent,14400
427,E03,autres hypothyroïdies,G13.2,affections dégénératives systémiques affectant principalement le système nerveux central au cours d'un myxoedème,affections dégénératives systémiques affectant principalement le système nerveux central au cours d'un myxoedème,G,independent,3377
428,E03,autres hypothyroïdies,M14.5,"arthropathie au cours d'autres maladies endocriniennes, nutritionnelles et métaboliques",arthropathie au cours de hypothyroïdie,H,independent,18370
429,E05,thyréotoxicose [hyperthyroïdie],G73.0,syndrome myasthénique au cours de maladies endocriniennes,syndrome myasthénique au cours de thyréotoxicose [hyperthyroïdie],H,independent,15580
430,E05,thyréotoxicose [hyperthyroïdie],G73.5,myopathie au cours de maladies endocriniennes,myopathie thyréotoxique,H,independent,15583
431,E05,thyréotoxicose [hyperthyroïdie],H06.2,exophtalmie thyréotoxique,exophtalmie thyréotoxique,G,independent,3765
432,E05,thyréotoxicose [hyperthyroïdie],M14.5,"arthropathie au cours d'autres maladies endocriniennes, nutritionnelles et métaboliques",arthropathie au cours de thyréotoxicose [hyperthyroïdie],H,independent,18371
433,E05.9,"thyréotoxicose, sans précision",I43.8,myocardiopathie au cours d'autres maladies classées ailleurs,cardiopathie thyréotoxique,"H,U",independent,"13834,16331"
434,E10.2,diabète sucré insulino-dépendant | avec complications rénales,N08.3,glomérulopathie au cours du diabète sucré,glomérulopathie au cours du diabète sucré | glomérulonéphrite intracapillaire | néphropathie diabétique | syndrome de Kimmelstiel-Wilson,"G,U",independent,"6436,13867,13868,13869"
435,E10.2,diabète sucré insulino-dépendant | avec complications rénales,,,diabète sucré insulino-dépendant | avec complications rénales,S,none,2476
436,E10.3,diabète sucré insulino-dépendant | avec complications oculaires,H28.0,cataracte diabétique,cataracte diabétique,"G,U",independent,"3867,13871"
437,E10.3,diabète sucré insulino-dépendant | avec complications oculaires,H36.0,rétinopathie diabétique,rétinopathie diabétique,"G,U",independent,"3914,13870"
438,E10.3,diabète sucré insulino-dépendant | avec complications oculaires,,,diabète sucré insulino-dépendant | avec complications oculaires,S,none,2477
439,E10.4,diabète sucré insulino-dépendant | avec complications neurologiques,G59.0,mononévrite diabétique,mononévrite diabétique,"G,U",independent,"3573,13873"
440,E10.4,diabète sucré insulino-dépendant | avec complications neurologiques,G63.2,polynévrite diabétique,polynévrite diabétique,"G,U",independent,"3597,13875"
441,E10.4,diabète sucré insulino-dépendant | avec complications neurologiques,G73.0,syndrome myasthénique au cours de maladies endocriniennes,amyotrophie diabétique | syndrome myasthénique au cours de amyotrophie diabétique,"H,U",independent,"13872,15579"
442,E10.4,diabète sucré insulino-dépendant | avec complications neurologiques,G99.0,neuropathie du système nerveux autonome au cours de maladies endocriniennes et métaboliques,neuropathie végétative diabétique | polynévrite système nerveux autonome diabétique,"H,U",independent,"13874,13876,15625"
443,E10.4,diabète sucré insulino-dépendant | avec complications neurologiques,,,diabète sucré insulino-dépendant | avec complications neurologiques,S,none,2478
444,E10.5,diabète sucré insulino-dépendant | avec complications vasculaires périphériques,I79.2,angiopathie périphérique au cours de maladies classées ailleurs,angiopathie périphérique diabétique,"H,U",independent,"13878,16456"
445,E10.6,diabète sucré insulino-dépendant | avec autres complications précisées,M14.2,arthropathie diabétique,arthropathie diabétique,"G,U",independent,"5436,13881"
446,E10.6,diabète sucré insulino-dépendant | avec autres complications précisées,M14.6,arthropathie neuropathique,arthropathie diabétique nerveuse | arthropathie neuropathique diabétique,"H,U",independent,"13880,18373"
447,E11.2,diabète sucré non insulino-dépendant | avec complications rénales,N08.3,glomérulopathie au cours du diabète sucré,glomérulopathie au cours du diabète sucré | glomérulonéphrite intracapillaire | néphropathie diabétique | syndrome de Kimmelstiel-Wilson,"G,U",independent,"6436,13889,13890,13891"
448,E11.2,diabète sucré non insulino-dépendant | avec complications rénales,,,diabète sucré non insulino-dépendant | avec complications rénales,S,none,2487
449,E11.3,diabète sucré non insulino-dépendant | avec complications oculaires,H28.0,cataracte diabétique,cataracte diabétique,"G,U",independent,"3867,13892"
450,E11.3,diabète sucré non insulino-dépendant | avec complications oculaires,H36.0,rétinopathie diabétique,rétinopathie diabétique,"G,U",independent,"3914,13893"
451,E11.3,diabète sucré non insulino-dépendant | avec complications oculaires,,,diabète sucré non insulino-dépendant | avec complications oculaires,S,none,2488
452,E11.4,diabète sucré non insulino-dépendant | avec complications neurologiques,G59.0,mononévrite diabétique,mononévrite diabétique,"G,U",independent,"3573,13895"
453,E11.4,diabète sucré non insulino-dépendant | avec complications neurologiques,G63.2,polynévrite diabétique,polynévrite diabétique,"G,U",independent,"3597,13897"
454,E11.4,diabète sucré non insulino-dépendant | avec complications neurologiques,G73.0,syndrome myasthénique au cours de maladies endocriniennes,amyotrophie diabétique | syndrome myasthénique au cours de amyotrophie diabétique,"H,U",independent,"13894,15579"
455,E11.4,diabète sucré non insulino-dépendant | avec complications neurologiques,G99.0,neuropathie du système nerveux autonome au cours de maladies endocriniennes et métaboliques,neuropathie végétative diabétique | polynévrite système nerveux autonome diabétique,"H,U",independent,"13896,13898,15625"
456,E11.4,diabète sucré non insulino-dépendant | avec complications neurologiques,,,diabète sucré non insulino-dépendant | avec complications neurologiques,S,none,2489
457,E11.5,diabète sucré non insulino-dépendant | avec complications vasculaires périphériques,I79.2,angiopathie périphérique au cours de maladies classées ailleurs,angiopathie périphérique diabétique,"H,U",independent,"13899,16456"
458,E11.6,diabète sucré non insulino-dépendant | avec autres complications précisées,M14.2,arthropathie diabétique,arthropathie diabétique,"G,U",independent,"5436,13902"
459,E11.6,diabète sucré non insulino-dépendant | avec autres complications précisées,M14.6,arthropathie neuropathique,arthropathie diabétique nerveuse | arthropathie neuropathique diabétique,"H,U",independent,"13903,18373"
460,E12.2,diabète sucré de malnutrition | avec complications rénales,N08.3,glomérulopathie au cours du diabète sucré,glomérulopathie au cours du diabète sucré | néphropathie diabétique | glomérulonéphrite intracapillaire,"G,U",independent,"6436,13911,13912,13913"
461,E12.2,diabète sucré de malnutrition | avec complications rénales,,,diabète sucré de malnutrition | avec complications rénales,S,none,2498
462,E12.3,diabète sucré de malnutrition | avec complications oculaires,H28.0,cataracte diabétique,cataracte diabétique,"G,U",independent,"3867,13914"
463,E12.3,diabète sucré de malnutrition | avec complications oculaires,H36.0,rétinopathie diabétique,rétinopathie diabétique,"G,U",independent,"3914,13915"
464,E12.3,diabète sucré de malnutrition | avec complications oculaires,,,diabète sucré de malnutrition | avec complications oculaires,S,none,2499
