code,chapter,filepath,libelle,n_enfants,has_perimetre,has_exclusions,has_formulations,type_mco,statut_mco,nb_chars
O23,XV,XV/O23.md,Infections de l'appareil génito-urinaire au cours de la grossesse,7,true,true,true,3,pere_interdit,3580
O24,XV,XV/O24.md,Diabète sucré au cours de la grossesse,6,true,true,true,3,pere_interdit,2205
O25,XV,XV/O25.md,Malnutrition au cours de la grossesse,0,true,true,false,0,codable,1337
O26,XV,XV/O26.md,Soins maternels pour d'autres affections liées principalement à la grossesse,10,true,true,true,3,pere_interdit,3729
O28,XV,XV/O28.md,Résultats anormaux constatés au cours de l'examen prénatal systématique de la mère,8,false,true,true,3,pere_interdit,3218
O29,XV,XV/O29.md,Complications d'une anesthésie au cours de la grossesse,9,true,true,true,3,pere_interdit,4134
O30,XV,XV/O30.md,Grossesse multiple,5,true,true,true,3,pere_interdit,1790
O31,XV,XV/O31.md,Complications spécifiques à une grossesse multiple,4,true,true,true,3,pere_interdit,1668
O32,XV,XV/O32.md,Soins maternels pour présentation anormale connue ou présumée du fœtus,9,true,true,true,3,pere_interdit,2313
O33,XV,XV/O33.md,Soins maternels pour disproportion fœtopelvienne connue ou présumée,10,true,true,true,3,pere_interdit,4080
O34,XV,XV/O34.md,Soins maternels pour anomalie connue ou présumée des organes pelviens,10,true,true,true,3,pere_interdit,5995
O35,XV,XV/O35.md,"Soins maternels pour anomalie et lésion fœtales, connues ou présumées",10,true,true,true,3,pere_interdit,4429
O36,XV,XV/O36.md,Soins maternels pour d'autres affections connues ou présumées du fœtus,10,true,true,true,3,pere_interdit,4155
O40,XV,XV/O40.md,Hydramnios,0,false,true,true,0,codable,1008
O41,XV,XV/O41.md,Autres anomalies du liquide amniotique et des membranes,4,true,true,true,3,pere_interdit,2255
O42,XV,XV/O42.md,Rupture prématurée des membranes,4,false,true,true,3,pere_interdit,1756
O43,XV,XV/O43.md,Anomalies du placenta,5,true,true,true,3,pere_interdit,3123
O44,XV,XV/O44.md,Placenta prævia,2,true,true,true,3,pere_interdit,1913
O45,XV,XV/O45.md,Décollement prématuré du placenta [hématome rétroplacentaire],3,true,true,true,3,pere_interdit,2463
O46,XV,XV/O46.md,"Hémorragie précédant l'accouchement, non classée ailleurs",3,true,true,true,3,pere_interdit,2886
O47,XV,XV/O47.md,Faux travail,3,false,true,true,3,pere_interdit,1280
O48,XV,XV/O48.md,Grossesse prolongée,0,true,true,true,0,codable,1304
O60,XV,XV/O60.md,Travail et accouchement prématurés [avant terme],4,true,true,true,3,pere_interdit,1758
O61,XV,XV/O61.md,Échec du déclenchement du travail,4,true,true,false,3,pere_interdit,1617
O62,XV,XV/O62.md,Anomalies de la contraction utérine et de la dilatation du col,7,true,true,true,3,pere_interdit,3170
O63,XV,XV/O63.md,Travail prolongé,4,true,true,true,3,pere_interdit,1271
O64,XV,XV/O64.md,Dystocie due à une position et une présentation anormales du fœtus,8,true,true,true,3,pere_interdit,2357
O65,XV,XV/O65.md,Dystocie due à une anomalie pelvienne de la mère,8,true,true,true,3,pere_interdit,1959
O66,XV,XV/O66.md,Autres dystocies,8,true,true,true,3,pere_interdit,2604
O67,XV,XV/O67.md,"Travail et accouchement compliqués d'une hémorragie, non classée ailleurs",3,true,true,true,3,pere_interdit,2724
O68,XV,XV/O68.md,Travail et accouchement compliqués d'une détresse fœtale,6,true,true,true,3,pere_interdit,2822
O69,XV,XV/O69.md,Travail et accouchement compliqués d'anomalies du cordon ombilical,8,true,true,true,3,pere_interdit,2657
O70,XV,XV/O70.md,Déchirure obstétricale du périnée,5,true,true,false,3,pere_interdit,4343
O71,XV,XV/O71.md,Autres traumatismes obstétricaux,10,true,true,true,3,pere_interdit,3164
O72,XV,XV/O72.md,Hémorragie du postpartum,4,true,true,true,3,pere_interdit,2332
O73,XV,XV/O73.md,"Rétention du placenta et des membranes, sans hémorragie",2,true,true,false,3,pere_interdit,1238
O74,XV,XV/O74.md,Complications de l'anesthésie au cours du travail et de l'accouchement,10,true,true,true,3,pere_interdit,3676
O75,XV,XV/O75.md,"Autres complications du travail et de l'accouchement, non classées ailleurs",10,true,true,true,3,pere_interdit,4520
O80,XV,XV/O80.md,Accouchement unique et spontané,4,true,true,true,3,pere_interdit,1590
O81,XV,XV/O81.md,Accouchement unique par forceps et ventouse,6,true,true,true,3,pere_interdit,1662
O82,XV,XV/O82.md,Accouchement unique par césarienne,5,true,true,true,3,pere_interdit,1387
O83,XV,XV/O83.md,Autres accouchements uniques avec assistance,7,true,true,true,3,pere_interdit,2054
O84,XV,XV/O84.md,Accouchements multiples,5,true,true,true,3,pere_interdit,1315
O85,XV,XV/O85.md,Sepsis puerpéral,0,true,true,true,0,codable,1640
O86,XV,XV/O86.md,Autres infections puerpérales,6,true,true,true,3,pere_interdit,2619
O87,XV,XV/O87.md,Complications veineuses et hémorroïdes au cours de la puerpéralité,6,true,true,true,3,pere_interdit,3206
O88,XV,XV/O88.md,Embolie obstétricale,5,true,true,true,3,pere_interdit,2566
O89,XV,XV/O89.md,Complications de l'anesthésie au cours de la puerpéralité,9,true,true,true,3,pere_interdit,3687
O90,XV,XV/O90.md,"Complications puerpérales, non classées ailleurs",8,true,true,true,3,pere_interdit,2567
O91,XV,XV/O91.md,Infections mammaires associées à l'accouchement,3,true,true,true,3,pere_interdit,2512
O92,XV,XV/O92.md,Autres mastopathies et anomalies de la lactation associées à l'accouchement,8,true,true,true,3,pere_interdit,2298
O94,XV,XV/O94.md,"Séquelles de complications de la grossesse, de l’accouchement et de la puerpéralité",0,false,true,false,4,interdit_dp,1026
O95,XV,XV/O95.md,Mort d'origine obstétricale de cause non précisée,0,true,true,true,0,codable,1553
O96,XV,XV/O96.md,"Mort d'origine obstétricale, survenant plus de 42 jours mais moins d'un an après l'accouchement",3,false,true,true,3,pere_interdit,2030
O97,XV,XV/O97.md,Mort de séquelles relevant d'une cause obstétricale,3,false,true,true,3,pere_interdit,2106
O98,XV,XV/O98.md,"Maladies infectieuses et parasitaires de la mère classées ailleurs mais compliquant la grossesse, l'accouchement et la puerpéralité",10,true,true,true,3,pere_interdit,4087
O99,XV,XV/O99.md,"Autres maladies de la mère classées ailleurs, mais compliquant la grossesse, l'accouchement et la puerpéralité",9,true,true,true,3,pere_interdit,5351
P00,XVI,XVI/P00.md,"Fœtus et nouveau-né affectés par des affections maternelles, éventuellement sans rapport avec la grossesse actuelle",10,true,true,true,3,pere_interdit,6445
P01,XVI,XVI/P01.md,Fœtus et nouveau-né affectés par les complications de la grossesse chez la mère,10,true,true,true,3,pere_interdit,3718
P02,XVI,XVI/P02.md,"Fœtus et nouveau-né affectés par des complications concernant le placenta, le cordon ombilical et les membranes",10,true,true,true,3,pere_interdit,4996
P03,XVI,XVI/P03.md,Fœtus et nouveau-né affectés par d'autres complications du travail et de l'accouchement,9,true,true,true,3,pere_interdit,4703
P04,XVI,XVI/P04.md,Fœtus et nouveau-né affectés par des effets nocifs transmis par voie transplacentaire ou par le lait maternel,9,true,true,true,3,pere_interdit,4009
P05,XVI,XVI/P05.md,Retard de croissance et malnutrition du fœtus,4,true,true,true,3,pere_interdit,2821
P07,XVI,XVI/P07.md,"Anomalies liées à une brièveté de la gestation et un poids insuffisant à la naissance, non classées ailleurs",4,true,true,true,3,pere_interdit,2751
P08,XVI,XVI/P08.md,Anomalies liées à une gestation prolongée et un poids élevé à la naissance,3,true,true,true,3,pere_interdit,2905
P10,XVI,XVI/P10.md,Déchirure et hémorragie intracrâniennes dues à un traumatisme obstétrical,7,true,true,true,3,pere_interdit,2364
P11,XVI,XVI/P11.md,Autres lésions du système nerveux central dues à un traumatisme obstétrical,7,true,true,true,3,pere_interdit,2094
P12,XVI,XVI/P12.md,Lésion du cuir chevelu due à un traumatisme obstétrical,7,true,true,true,3,pere_interdit,2180
P13,XVI,XVI/P13.md,Lésion du squelette due à un traumatisme obstétrical,7,true,true,false,3,pere_interdit,1589
P14,XVI,XVI/P14.md,Lésion du système nerveux périphérique due à un traumatisme obstétrical,6,true,true,true,3,pere_interdit,1711
P15,XVI,XVI/P15.md,Autres traumatismes obstétricaux,9,true,true,true,3,pere_interdit,2571
P20,XVI,XVI/P20.md,Hypoxie intra-utérine,3,true,true,true,3,pere_interdit,2928
P21,XVI,XVI/P21.md,Asphyxie obstétricale,3,true,true,true,3,pere_interdit,3205
P22,XVI,XVI/P22.md,Détresse respiratoire du nouveau-né,4,true,true,true,3,pere_interdit,2263
P23,XVI,XVI/P23.md,Pneumopathie congénitale,9,true,true,true,3,pere_interdit,2301
P24,XVI,XVI/P24.md,Syndromes d'inhalation du nouveau-né,6,true,true,true,3,pere_interdit,2085
P25,XVI,XVI/P25.md,Emphysème interstitiel et affections apparentées survenant pendant la période périnatale,5,true,true,true,3,pere_interdit,2265
P26,XVI,XVI/P26.md,Hémorragie pulmonaire survenant pendant la période périnatale,4,true,true,true,3,pere_interdit,1793
P27,XVI,XVI/P27.md,Maladies respiratoires chroniques survenant pendant la période périnatale,4,true,true,true,3,pere_interdit,1902
P28,XVI,XVI/P28.md,Autres affections respiratoires survenant pendant la période périnatale,8,true,true,true,3,pere_interdit,3752
P29,XVI,XVI/P29.md,Affections cardiovasculaires survenant pendant la période périnatale,7,true,true,true,3,pere_interdit,2586
P35,XVI,XVI/P35.md,Maladies virales congénitales,7,true,true,true,3,pere_interdit,3296
P36,XVI,XVI/P36.md,Infection bactérienne du nouveau-né,8,true,true,false,3,pere_interdit,2281
P37,XVI,XVI/P37.md,Autres maladies infectieuses et parasitaires congénitales,8,true,true,true,3,pere_interdit,3992
P38,XVI,XVI/P38.md,"Omphalite du nouveau-né, avec ou sans hémorragie modérée",0,true,true,true,0,codable,1864
P39,XVI,XVI/P39.md,Autres infections spécifiques de la période périnatale,7,true,true,true,3,pere_interdit,3797
P50,XVI,XVI/P50.md,Perte de sang fœtal,8,true,true,true,3,pere_interdit,2298
P51,XVI,XVI/P51.md,Hémorragie ombilicale du nouveau-né,3,true,true,true,3,pere_interdit,1727
P52,XVI,XVI/P52.md,Hémorragie intracrânienne non traumatique du fœtus et du nouveau-né,9,true,true,true,3,pere_interdit,3951
P53,XVI,XVI/P53.md,Maladie hémorragique du fœtus et du nouveau-né,0,true,true,true,0,codable,1460
P54,XVI,XVI/P54.md,Autres hémorragies du nouveau-né,9,true,true,true,3,pere_interdit,3590
P55,XVI,XVI/P55.md,Maladie hémolytique du fœtus et du nouveau-né,4,true,true,true,3,pere_interdit,2327
P56,XVI,XVI/P56.md,Anasarque fœtoplacentaire due à une maladie hémolytique,2,true,true,true,3,pere_interdit,1784
P57,XVI,XVI/P57.md,Ictère nucléaire,3,true,true,true,3,pere_interdit,1551
P58,XVI,XVI/P58.md,Ictère du nouveau-né dû à d'autres hémolyses excessives,8,true,true,false,3,pere_interdit,1935
P59,XVI,XVI/P59.md,Ictère du nouveau-né dû à des causes autres et sans précision,6,true,true,true,3,pere_interdit,2854
P60,XVI,XVI/P60.md,Coagulation intravasculaire disséminée chez le fœtus et le nouveau-né,0,true,true,true,0,codable,1909
P61,XVI,XVI/P61.md,Autres affections hématologiques de la période périnatale,9,true,true,true,3,pere_interdit,3345
P70,XVI,XVI/P70.md,Anomalies transitoires du métabolisme des glucides spécifiques du fœtus et du nouveau-né,7,true,true,true,3,pere_interdit,2680
P71,XVI,XVI/P71.md,Anomalies transitoires du métabolisme du calcium et du magnésium du nouveau-né,7,true,true,true,3,pere_interdit,2016
P72,XVI,XVI/P72.md,Autres anomalies endocriniennes transitoires du nouveau-né,5,true,true,true,3,pere_interdit,2310
P74,XVI,XVI/P74.md,Autres anomalies électrolytiques et métaboliques transitoires du nouveau-né,8,true,true,true,3,pere_interdit,2187
P75,XVI,XVI/P75.md,Iléus méconial dans la fibrose kystique du pancréas [mucoviscidose],0,true,true,false,0,codable,909
P76,XVI,XVI/P76.md,Autres occlusions intestinales du nouveau-né,5,true,true,true,3,pere_interdit,2095
P77,XVI,XVI/P77.md,Entérocolite nécrosante du fœtus et du nouveau-né,0,true,true,true,0,codable,1443
P78,XVI,XVI/P78.md,Autres affections périnatales de l'appareil digestif,6,true,true,true,3,pere_interdit,2699
P80,XVI,XVI/P80.md,Hypothermie du nouveau-né,3,true,true,true,3,pere_interdit,1789
P81,XVI,XVI/P81.md,Autres troubles de la régulation thermique du nouveau-né,3,true,true,true,3,pere_interdit,1471
P83,XVI,XVI/P83.md,Autres affections des téguments spécifiques du fœtus et du nouveau-né,9,true,true,true,3,pere_interdit,3903
P90,XVI,XVI/P90.md,Convulsions du nouveau-né,0,true,true,true,0,codable,1389
P91,XVI,XVI/P91.md,Autres affections cérébrales du nouveau-né,10,true,true,true,3,pere_interdit,2543
P92,XVI,XVI/P92.md,Problèmes alimentaires du nouveau-né,8,true,true,true,3,pere_interdit,1835
P93,XVI,XVI/P93.md,Réactions et intoxications médicamenteuses du fœtus et du nouveau-né,0,true,true,false,0,codable,1432
P94,XVI,XVI/P94.md,Anomalies du tonus musculaire du nouveau-né,5,true,true,true,3,pere_interdit,1909
P95,XVI,XVI/P95.md,Mort fœtale (de cause non précisée),0,true,true,false,3,pere_interdit,1026
P96,XVI,XVI/P96.md,Autres affections dont l'origine se situe dans la période périnatale,8,true,true,true,3,pere_interdit,3112
Q00,XVII,XVII/Q00.md,Anencéphalie et malformations similaires,3,true,true,true,3,pere_interdit,1070
Q01,XVII,XVII/Q01.md,Encéphalocèle,5,true,true,true,3,pere_interdit,1369
Q02,XVII,XVII/Q02.md,Microcéphalie,0,true,true,true,0,codable,1072
Q03,XVII,XVII/Q03.md,Hydrocéphalie congénitale,4,true,true,true,3,pere_interdit,2512
Q04,XVII,XVII/Q04.md,Autres malformations congénitales de l'encéphale,9,true,true,true,3,pere_interdit,3607
Q05,XVII,XVII/Q05.md,Spina bifida,10,true,true,true,3,pere_interdit,3117
Q06,XVII,XVII/Q06.md,Autres malformations congénitales de la moelle épinière,7,true,true,true,3,pere_interdit,2161
Q07,XVII,XVII/Q07.md,Autres malformations congénitales du système nerveux,3,true,true,true,3,pere_interdit,2536
Q10,XVII,XVII/Q10.md,"Malformations congénitales des paupières, de l'appareil lacrymal et de l'orbite",8,true,true,true,3,pere_interdit,2869
Q11,XVII,XVII/Q11.md,"Anophtalmie, microphtalmie et macrophtalmie",4,true,true,true,3,pere_interdit,1822
Q12,XVII,XVII/Q12.md,Malformations congénitales du cristallin,7,false,true,true,3,pere_interdit,1691
Q13,XVII,XVII/Q13.md,Malformations congénitales de la chambre antérieure de l'œil,8,true,true,true,3,pere_interdit,2673
Q14,XVII,XVII/Q14.md,Malformations congénitales de la chambre postérieure de l'œil,6,true,true,true,3,pere_interdit,2220
Q15,XVII,XVII/Q15.md,Autres malformations congénitales de l'œil,3,true,true,true,3,pere_interdit,2324
Q16,XVII,XVII/Q16.md,Malformations congénitales de l'oreille avec atteinte de l'audition,7,true,true,true,3,pere_interdit,2614
Q17,XVII,XVII/Q17.md,Autres malformations congénitales de l'oreille,8,true,true,true,3,pere_interdit,2408
Q18,XVII,XVII/Q18.md,Autres malformations congénitales de la face et du cou,10,true,true,true,3,pere_interdit,3813
Q20,XVII,XVII/Q20.md,Malformations congénitales des cavités et des orifices cardiaques,9,true,true,true,3,pere_interdit,3009
Q21,XVII,XVII/Q21.md,Malformations congénitales des cloisons cardiaques,7,true,true,true,3,pere_interdit,3564
Q22,XVII,XVII/Q22.md,Malformations congénitales de la valve pulmonaire et de la valvule tricuspide,9,true,true,true,3,pere_interdit,2090
Q23,XVII,XVII/Q23.md,Malformations congénitales des valvules aortique et mitrale,7,true,true,true,3,pere_interdit,2487
Q24,XVII,XVII/Q24.md,Autres malformations congénitales cardiaques,9,true,true,true,3,pere_interdit,3131
Q25,XVII,XVII/Q25.md,Malformations congénitales des gros vaisseaux,10,true,true,true,3,pere_interdit,3709
Q26,XVII,XVII/Q26.md,Malformations congénitales des grandes veines,9,true,true,true,3,pere_interdit,2801
Q27,XVII,XVII/Q27.md,Autres malformations congénitales de l'appareil circulatoire périphérique,7,true,true,true,3,pere_interdit,3659
Q28,XVII,XVII/Q28.md,Autres malformations congénitales de l'appareil circulatoire,6,true,true,true,3,pere_interdit,3261
Q30,XVII,XVII/Q30.md,Malformations congénitales du nez,6,true,true,true,3,pere_interdit,1925
Q31,XVII,XVII/Q31.md,Malformations congénitales du larynx,7,true,true,true,3,pere_interdit,3371
Q32,XVII,XVII/Q32.md,Malformations congénitales de la trachée et des bronches,5,true,true,true,3,pere_interdit,2660
Q33,XVII,XVII/Q33.md,Malformations congénitales du poumon,9,true,true,true,3,pere_interdit,2500
Q34,XVII,XVII/Q34.md,Autres malformations congénitales de l'appareil respiratoire,4,true,true,true,3,pere_interdit,1748
Q35,XVII,XVII/Q35.md,Fente palatine,5,true,true,true,3,pere_interdit,1261
Q36,XVII,XVII/Q36.md,Fente labiale,3,true,true,true,3,pere_interdit,1113
Q37,XVII,XVII/Q37.md,Fente labiopalatine,8,true,true,true,3,pere_interdit,1830
Q38,XVII,XVII/Q38.md,"Autres malformations congénitales de la langue, de la bouche et du pharynx",9,true,true,true,3,pere_interdit,4243
Q39,XVII,XVII/Q39.md,Malformations congénitales de l'œsophage,9,true,true,true,3,pere_interdit,2829
Q40,XVII,XVII/Q40.md,Autres malformations congénitales des voies digestives supérieures,6,true,true,true,3,pere_interdit,3119
Q41,XVII,XVII/Q41.md,"Absence, atrésie et sténose congénitales de l'intestin grêle",5,true,true,true,3,pere_interdit,2321
Q42,XVII,XVII/Q42.md,"Absence, atrésie et sténose congénitales du gros intestin",6,true,true,true,3,pere_interdit,2060
Q43,XVII,XVII/Q43.md,Autres malformations congénitales de l'intestin,10,true,true,true,3,pere_interdit,4063
Q44,XVII,XVII/Q44.md,"Malformations congénitales de la vésicule biliaire, des voies biliaires et du foie",8,true,true,true,3,pere_interdit,3408
Q45,XVII,XVII/Q45.md,Autres malformations congénitales de l'appareil digestif,6,true,true,true,3,pere_interdit,2849
Q50,XVII,XVII/Q50.md,"Malformations congénitales des ovaires, des trompes de Fallope et des ligaments larges",7,true,true,true,3,pere_interdit,2382
Q51,XVII,XVII/Q51.md,Malformations congénitales de l'utérus et du col de l'utérus,10,true,true,true,3,pere_interdit,1822
Q52,XVII,XVII/Q52.md,Autres malformations congénitales des organes génitaux de la femme,10,true,true,true,3,pere_interdit,2828
Q53,XVII,XVII/Q53.md,Cryptorchidie,4,true,true,true,3,pere_interdit,1187
Q54,XVII,XVII/Q54.md,Hypospadias,7,true,true,true,3,pere_interdit,1390
Q55,XVII,XVII/Q55.md,Autres malformations congénitales des organes génitaux de l'homme,9,true,true,true,3,pere_interdit,3720
Q56,XVII,XVII/Q56.md,Non-différenciation sexuelle et pseudohermaphrodisme,5,true,true,true,3,pere_interdit,1833
Q60,XVII,XVII/Q60.md,Agénésie rénale et autres défauts de développement rénal,7,true,true,true,3,pere_interdit,1776
Q61,XVII,XVII/Q61.md,Maladies kystiques du rein,8,true,true,true,3,pere_interdit,2921
Q62,XVII,XVII/Q62.md,Anomalies congénitales obstructives du bassinet et malformations congénitales de l'uretère,9,true,true,true,3,pere_interdit,3420
Q63,XVII,XVII/Q63.md,Autres malformations congénitales du rein,6,true,true,true,3,pere_interdit,2051
Q64,XVII,XVII/Q64.md,Autres malformations congénitales de l'appareil urinaire,10,true,true,true,3,pere_interdit,4035
Q65,XVII,XVII/Q65.md,Anomalies morphologiques congénitales de la hanche,9,true,true,true,3,pere_interdit,2589
Q66,XVII,XVII/Q66.md,Anomalies morphologiques congénitales du pied,10,true,true,true,3,pere_interdit,2101
Q67,XVII,XVII/Q67.md,"Anomalies morphologiques congénitales de la tête, de la face, du rachis et du thorax",9,true,true,true,3,pere_interdit,3048
Q68,XVII,XVII/Q68.md,Autres anomalies morphologiques congénitales ostéoarticulaires et des muscles,7,true,true,true,3,pere_interdit,2775
Q69,XVII,XVII/Q69.md,Polydactylie,4,true,true,true,3,pere_interdit,787
Q70,XVII,XVII/Q70.md,Syndactylie,6,true,true,true,3,pere_interdit,1078
Q71,XVII,XVII/Q71.md,Raccourcissement du membre supérieur,9,true,true,true,3,pere_interdit,2123
Q72,XVII,XVII/Q72.md,Raccourcissement du membre inférieur,10,true,true,true,3,pere_interdit,2001
Q73,XVII,XVII/Q73.md,Raccourcissement d'un membre non précisé,3,true,true,true,3,pere_interdit,1419
Q74,XVII,XVII/Q74.md,Autres malformations congénitales d'un (des) membre(s),6,true,true,true,3,pere_interdit,4089
Q75,XVII,XVII/Q75.md,Autres malformations congénitales des os du crâne et de la face,8,true,true,true,3,pere_interdit,3928
Q76,XVII,XVII/Q76.md,Malformations congénitales du rachis et du thorax osseux,10,true,true,true,3,pere_interdit,5466
Q77,XVII,XVII/Q77.md,Ostéo-chondro-dysplasie avec anomalies de la croissance des os longs et du rachis,10,true,true,true,3,pere_interdit,3301
Q78,XVII,XVII/Q78.md,Autres ostéo-chondro-dysplasies,9,true,true,true,3,pere_interdit,3338
Q79,XVII,XVII/Q79.md,"Malformations congénitales du système ostéoarticulaire et des muscles, non classées ailleurs",9,true,true,true,3,pere_interdit,3618
Q80,XVII,XVII/Q80.md,Ichtyose congénitale,7,true,true,true,3,pere_interdit,1998
Q81,XVII,XVII/Q81.md,Épidermolyse bulleuse,5,true,true,true,3,pere_interdit,1863
Q82,XVII,XVII/Q82.md,Autres malformations congénitales de la peau,8,true,true,true,3,pere_interdit,4036
Q83,XVII,XVII/Q83.md,Malformations congénitales du sein,6,true,true,true,3,pere_interdit,1351
Q84,XVII,XVII/Q84.md,Autres malformations congénitales de la peau et des phanères,9,true,true,true,3,pere_interdit,3255
Q85,XVII,XVII/Q85.md,"Phacomatoses, non classées ailleurs",4,true,true,true,3,pere_interdit,3311
Q86,XVII,XVII/Q86.md,"Syndromes congénitaux malformatifs dus à des causes exogènes connues, non classés ailleurs",4,true,true,true,3,pere_interdit,1321
Q87,XVII,XVII/Q87.md,Autres syndromes congénitaux malformatifs précisés atteignant plusieurs systèmes,7,true,true,true,3,pere_interdit,4979
Q89,XVII,XVII/Q89.md,"Autres malformations congénitales, non classées ailleurs",8,true,true,true,3,pere_interdit,3786
Q90,XVII,XVII/Q90.md,Syndrome de Down,4,true,true,true,3,pere_interdit,961
Q91,XVII,XVII/Q91.md,Syndrome d'Edwards et syndrome de Patau,8,false,true,true,3,pere_interdit,1255
Q92,XVII,XVII/Q92.md,"Autres trisomies et trisomies partielles des autosomes, non classées ailleurs",10,true,true,true,3,pere_interdit,2384
Q93,XVII,XVII/Q93.md,"Monosomies et délétions des autosomes, non classées ailleurs",10,true,true,true,3,pere_interdit,2169
Q95,XVII,XVII/Q95.md,"Réarrangements équilibrés et marqueurs structuraux, non classés ailleurs",8,true,true,true,3,pere_interdit,1422
Q96,XVII,XVII/Q96.md,Syndrome de Turner,7,false,true,true,3,pere_interdit,1417
Q97,XVII,XVII/Q97.md,"Autres anomalies des chromosomes sexuels, phénotype féminin, non classées ailleurs",6,false,true,true,3,pere_interdit,1450
Q98,XVII,XVII/Q98.md,"Autres anomalies des chromosomes sexuels, phénotype masculin, non classées ailleurs",10,false,true,true,3,pere_interdit,1479
Q99,XVII,XVII/Q99.md,"Autres anomalies des chromosomes, non classées ailleurs",5,true,true,true,3,pere_interdit,2092
R00,XVIII,XVIII/R00.md,Anomalies du rythme cardiaque,5,true,true,true,3,pere_interdit,2330
R01,XVIII,XVIII/R01.md,Souffles et autres bruits cardiaques,3,true,true,true,3,pere_interdit,1851
R02,XVIII,XVIII/R02.md,"Gangrène, non classée ailleurs",0,false,true,true,0,codable,1771
R03,XVIII,XVIII/R03.md,"Constatation d'une anomalie de la tension artérielle, sans diagnostic",2,false,true,true,3,pere_interdit,1481
R04,XVIII,XVIII/R04.md,Hémorragie des voies respiratoires,5,true,true,true,3,pere_interdit,2181
R05,XVIII,XVIII/R05.md,Toux,0,false,true,true,0,codable,931
R06,XVIII,XVIII/R06.md,Anomalies de la respiration,9,true,true,true,3,pere_interdit,3139
R07,XVIII,XVIII/R07.md,Douleur au niveau de la gorge et du thorax,5,true,true,true,3,pere_interdit,2218
R09,XVIII,XVIII/R09.md,Autres symptômes et signes relatifs aux appareils circulatoire et respiratoire,5,true,true,true,3,pere_interdit,3404
R10,XVIII,XVIII/R10.md,Douleur abdominale et pelvienne,5,true,true,true,3,pere_interdit,3068
R11,XVIII,XVIII/R11.md,Nausées et vomissements,0,false,true,true,0,codable,2220
R12,XVIII,XVIII/R12.md,Pyrosis,0,false,true,true,0,codable,1108
R13,XVIII,XVIII/R13.md,Dysphagie,0,true,true,true,0,codable,1829
R14,XVIII,XVIII/R14.md,Flatulence et troubles apparentés,0,true,true,true,0,codable,1809
R15,XVIII,XVIII/R15.md,Incontinence des matières fécales,0,true,true,true,0,codable,1458
R16,XVIII,XVIII/R16.md,"Hépatomégalie et splénomégalie, non classées ailleurs",3,true,true,true,3,pere_interdit,2184
R17,XVIII,XVIII/R17.md,"Hyperbilirubinémie, avec ou sans ictère, non classée ailleurs",2,true,true,false,3,pere_interdit,1481
R18,XVIII,XVIII/R18.md,Ascite,0,true,true,true,0,codable,1774
R19,XVIII,XVIII/R19.md,Autres symptômes et signes relatifs à l'appareil digestif et à l'abdomen,8,true,true,true,3,pere_interdit,3887
R20,XVIII,XVIII/R20.md,Troubles de la sensibilité cutanée,5,true,true,true,3,pere_interdit,2130
R21,XVIII,XVIII/R21.md,Rash et autres éruptions cutanées non spécifiques,0,false,true,true,0,codable,925
R22,XVIII,XVIII/R22.md,Autres tuméfactions et masses localisées de la peau et du tissu cellulaire souscutané,7,true,true,true,3,pere_interdit,2882
R23,XVIII,XVIII/R23.md,Autres modifications de la peau,6,true,true,true,3,pere_interdit,2775
R25,XVIII,XVIII/R25.md,Mouvements involontaires anormaux,5,true,true,true,3,pere_interdit,2228
R26,XVIII,XVIII/R26.md,Anomalies de la démarche et de la motilité,5,true,true,true,3,pere_interdit,2024
R27,XVIII,XVIII/R27.md,Autres troubles de la coordination,2,false,true,true,3,pere_interdit,1135
R29,XVIII,XVIII/R29.md,Autres symptômes et signes relatifs aux systèmes nerveux et ostéomusculaire,7,true,true,true,3,pere_interdit,2953
R30,XVIII,XVIII/R30.md,Douleur à la miction,3,true,true,true,3,pere_interdit,1110
R31,XVIII,XVIII/R31.md,"Hématurie, sans précision",0,false,true,true,0,codable,1244
R32,XVIII,XVIII/R32.md,"Incontinence urinaire, sans précision",0,true,true,true,0,codable,1284
R33,XVIII,XVIII/R33.md,Rétention d'urine,0,false,true,true,0,codable,1286
R34,XVIII,XVIII/R34.md,Anurie et oligurie,0,false,true,true,0,codable,1277
R35,XVIII,XVIII/R35.md,Polyurie,0,true,true,true,0,codable,1071
R36,XVIII,XVIII/R36.md,Écoulement urétral,0,true,true,true,0,codable,757
R39,XVIII,XVIII/R39.md,Autres symptômes et signes relatifs à l'appareil urinaire,4,true,true,true,3,pere_interdit,1887
R40,XVIII,XVIII/R40.md,"Somnolence, stupeur et coma",3,true,true,true,3,pere_interdit,1546
R41,XVIII,XVIII/R41.md,Autres symptômes et signes relatifs aux fonctions cognitives et à la conscience,5,true,true,true,3,pere_interdit,2546
R42,XVIII,XVIII/R42.md,Étourdissements et éblouissements,0,true,true,true,0,codable,1155
R43,XVIII,XVIII/R43.md,Troubles de l'odorat et du gout,4,true,true,true,3,pere_interdit,1163
R44,XVIII,XVIII/R44.md,Autres symptômes et signes relatifs aux sensations et aux perceptions générales,5,false,true,true,3,pere_interdit,2148
R45,XVIII,XVIII/R45.md,Symptômes et signes relatifs à l'humeur,9,true,true,true,3,pere_interdit,2199
R46,XVIII,XVIII/R46.md,Symptômes et signes relatifs à l'apparence et au comportement,9,true,true,true,3,pere_interdit,2697
