rec_id,code,role,source_exclusion,texte_exclusion,reference_cible_meme_consigne
GM2026-V-AVC-03,I66.1,interdit_association,ANS,"accidents ischémiques cérébraux transitoires et syndromes apparentés (G45.-)
démence vasculaire (F01.-)
hémorragie intracrânienne traumatique (S06.-)
",non
GM2026-V-AVC-03,I66.1,interdit_association,ANS,"entraînant un infarctus cérébral (I63.-)
",oui
GM2026-V-AVC-03,I66.1,interdit_association,CIM-10,accidents ischémiques cérébraux transitoires et syndromes apparentés,non
GM2026-V-AVC-03,I66.1,interdit_association,CIM-10,démence vasculaire,non
GM2026-V-AVC-03,I66.1,interdit_association,CIM-10,entraînant un infarctus cérébral,non
GM2026-V-AVC-03,I66.1,interdit_association,CIM-10,hémorragie intracrânienne traumatique,non
GM2026-V-AVC-03,I66.2,interdit_association,ANS,"accidents ischémiques cérébraux transitoires et syndromes apparentés (G45.-)
affections disséminées du tissu conjonctif (M30-M36)
certaines affections dont l'origine se situe dans la période périnatale (P00-P96)
certaines maladies infectieuses et parasitaires (A00-B99)
complications de la grossesse, de l'accouchement et de la puerpéralité (O00-O99)
lésions traumatiques, empoisonnements et certaines autres conséquences de causes externes (S00-T98)
maladies endocriniennes, nutritionnelles et métaboliques (E00-E90)
malformations congénitales et anomalies chromosomiques (Q00-Q99)
symptômes, signes et résultats anormaux d'examens cliniques et de laboratoire, non classés ailleurs (R00-R99)
tumeurs (C00-D48)
",non
GM2026-V-AVC-03,I66.2,interdit_association,ANS,"accidents ischémiques cérébraux transitoires et syndromes apparentés (G45.-)
démence vasculaire (F01.-)
hémorragie intracrânienne traumatique (S06.-)
",non
GM2026-V-AVC-03,I66.2,interdit_association,ANS,"entraînant un infarctus cérébral (I63.-)
",oui
GM2026-V-AVC-03,I66.2,interdit_association,CIM-10,accidents ischémiques cérébraux transitoires et syndromes apparentés,non
GM2026-V-AVC-03,I66.2,interdit_association,CIM-10,démence vasculaire,non
GM2026-V-AVC-03,I66.2,interdit_association,CIM-10,entraînant un infarctus cérébral,non
GM2026-V-AVC-03,I66.2,interdit_association,CIM-10,hémorragie intracrânienne traumatique,non
GM2026-V-AVC-03,I66.3,interdit_association,ANS,"accidents ischémiques cérébraux transitoires et syndromes apparentés (G45.-)
affections disséminées du tissu conjonctif (M30-M36)
certaines affections dont l'origine se situe dans la période périnatale (P00-P96)
certaines maladies infectieuses et parasitaires (A00-B99)
complications de la grossesse, de l'accouchement et de la puerpéralité (O00-O99)
lésions traumatiques, empoisonnements et certaines autres conséquences de causes externes (S00-T98)
maladies endocriniennes, nutritionnelles et métaboliques (E00-E90)
malformations congénitales et anomalies chromosomiques (Q00-Q99)
symptômes, signes et résultats anormaux d'examens cliniques et de laboratoire, non classés ailleurs (R00-R99)
tumeurs (C00-D48)
",non
GM2026-V-AVC-03,I66.3,interdit_association,ANS,"accidents ischémiques cérébraux transitoires et syndromes apparentés (G45.-)
démence vasculaire (F01.-)
hémorragie intracrânienne traumatique (S06.-)
",non
GM2026-V-AVC-03,I66.3,interdit_association,ANS,"entraînant un infarctus cérébral (I63.-)
",oui
GM2026-V-AVC-03,I66.3,interdit_association,CIM-10,accidents ischémiques cérébraux transitoires et syndromes apparentés,non
GM2026-V-AVC-03,I66.3,interdit_association,CIM-10,démence vasculaire,non
GM2026-V-AVC-03,I66.3,interdit_association,CIM-10,entraînant un infarctus cérébral,non
GM2026-V-AVC-03,I66.3,interdit_association,CIM-10,hémorragie intracrânienne traumatique,non
GM2026-V-AVC-03,I66.4,interdit_association,ANS,"accidents ischémiques cérébraux transitoires et syndromes apparentés (G45.-)
affections disséminées du tissu conjonctif (M30-M36)
certaines affections dont l'origine se situe dans la période périnatale (P00-P96)
certaines maladies infectieuses et parasitaires (A00-B99)
complications de la grossesse, de l'accouchement et de la puerpéralité (O00-O99)
lésions traumatiques, empoisonnements et certaines autres conséquences de causes externes (S00-T98)
maladies endocriniennes, nutritionnelles et métaboliques (E00-E90)
malformations congénitales et anomalies chromosomiques (Q00-Q99)
symptômes, signes et résultats anormaux d'examens cliniques et de laboratoire, non classés ailleurs (R00-R99)
tumeurs (C00-D48)
",non
GM2026-V-AVC-03,I66.4,interdit_association,ANS,"accidents ischémiques cérébraux transitoires et syndromes apparentés (G45.-)
démence vasculaire (F01.-)
hémorragie intracrânienne traumatique (S06.-)
",non
GM2026-V-AVC-03,I66.4,interdit_association,ANS,"entraînant un infarctus cérébral (I63.-)
",oui
GM2026-V-AVC-03,I66.4,interdit_association,CIM-10,accidents ischémiques cérébraux transitoires et syndromes apparentés,non
GM2026-V-AVC-03,I66.4,interdit_association,CIM-10,démence vasculaire,non
GM2026-V-AVC-03,I66.4,interdit_association,CIM-10,entraînant un infarctus cérébral,non
GM2026-V-AVC-03,I66.4,interdit_association,CIM-10,hémorragie intracrânienne traumatique,non
GM2026-V-AVC-03,I66.8,interdit_association,ANS,"accidents ischémiques cérébraux transitoires et syndromes apparentés (G45.-)
affections disséminées du tissu conjonctif (M30-M36)
certaines affections dont l'origine se situe dans la période périnatale (P00-P96)
certaines maladies infectieuses et parasitaires (A00-B99)
complications de la grossesse, de l'accouchement et de la puerpéralité (O00-O99)
lésions traumatiques, empoisonnements et certaines autres conséquences de causes externes (S00-T98)
maladies endocriniennes, nutritionnelles et métaboliques (E00-E90)
malformations congénitales et anomalies chromosomiques (Q00-Q99)
symptômes, signes et résultats anormaux d'examens cliniques et de laboratoire, non classés ailleurs (R00-R99)
tumeurs (C00-D48)
",non
GM2026-V-AVC-03,I66.8,interdit_association,ANS,"accidents ischémiques cérébraux transitoires et syndromes apparentés (G45.-)
démence vasculaire (F01.-)
hémorragie intracrânienne traumatique (S06.-)
",non
GM2026-V-AVC-03,I66.8,interdit_association,ANS,"entraînant un infarctus cérébral (I63.-)
",oui
GM2026-V-AVC-03,I66.8,interdit_association,CIM-10,accidents ischémiques cérébraux transitoires et syndromes apparentés,non
GM2026-V-AVC-03,I66.8,interdit_association,CIM-10,démence vasculaire,non
GM2026-V-AVC-03,I66.8,interdit_association,CIM-10,entraînant un infarctus cérébral,non
GM2026-V-AVC-03,I66.8,interdit_association,CIM-10,hémorragie intracrânienne traumatique,non
GM2026-V-AVC-03,I66.8,interdit_association,CIM-10 frères,Occlusion et sténose de l'artère cérébrale antérieure (I66.1),non
GM2026-V-AVC-03,I66.8,interdit_association,CIM-10 frères,Occlusion et sténose de l'artère cérébrale moyenne (I66.0),non
GM2026-V-AVC-03,I66.8,interdit_association,CIM-10 frères,Occlusion et sténose de l'artère cérébrale postérieure (I66.2),non
GM2026-V-AVC-03,I66.8,interdit_association,CIM-10 frères,Occlusion et sténose des artères cérébelleuses (I66.3),non
GM2026-V-AVC-03,I66.8,interdit_association,CIM-10 frères,"Occlusion et sténose des artères cérébrales, multiples et bilatérales (I66.4)",non
GM2026-V-AVC-03,I66.9,interdit_association,ANS,"accidents ischémiques cérébraux transitoires et syndromes apparentés (G45.-)
affections disséminées du tissu conjonctif (M30-M36)
certaines affections dont l'origine se situe dans la période périnatale (P00-P96)
certaines maladies infectieuses et parasitaires (A00-B99)
complications de la grossesse, de l'accouchement et de la puerpéralité (O00-O99)
lésions traumatiques, empoisonnements et certaines autres conséquences de causes externes (S00-T98)
maladies endocriniennes, nutritionnelles et métaboliques (E00-E90)
malformations congénitales et anomalies chromosomiques (Q00-Q99)
symptômes, signes et résultats anormaux d'examens cliniques et de laboratoire, non classés ailleurs (R00-R99)
tumeurs (C00-D48)
",non
GM2026-V-AVC-03,I66.9,interdit_association,ANS,"accidents ischémiques cérébraux transitoires et syndromes apparentés (G45.-)
démence vasculaire (F01.-)
hémorragie intracrânienne traumatique (S06.-)
",non
GM2026-V-AVC-03,I66.9,interdit_association,ANS,"entraînant un infarctus cérébral (I63.-)
",oui
GM2026-V-AVC-03,I66.9,interdit_association,CIM-10,accidents ischémiques cérébraux transitoires et syndromes apparentés,non
GM2026-V-AVC-03,I66.9,interdit_association,CIM-10,démence vasculaire,non
GM2026-V-AVC-03,I66.9,interdit_association,CIM-10,entraînant un infarctus cérébral,non
GM2026-V-AVC-03,I66.9,interdit_association,CIM-10,hémorragie intracrânienne traumatique,non
GM2026-V-AVC-03,I67.0,interdit_association,ANS,"accidents ischémiques cérébraux transitoires et syndromes apparentés (G45.-)
affections disséminées du tissu conjonctif (M30-M36)
certaines affections dont l'origine se situe dans la période périnatale (P00-P96)
certaines maladies infectieuses et parasitaires (A00-B99)
complications de la grossesse, de l'accouchement et de la puerpéralité (O00-O99)
lésions traumatiques, empoisonnements et certaines autres conséquences de causes externes (S00-T98)
maladies endocriniennes, nutritionnelles et métaboliques (E00-E90)
malformations congénitales et anomalies chromosomiques (Q00-Q99)
symptômes, signes et résultats anormaux d'examens cliniques et de laboratoire, non classés ailleurs (R00-R99)
tumeurs (C00-D48)
",non
GM2026-V-AVC-03,I67.0,interdit_association,ANS,"accidents ischémiques cérébraux transitoires et syndromes apparentés (G45.-)
démence vasculaire (F01.-)
hémorragie intracrânienne traumatique (S06.-)
",non
GM2026-V-AVC-03,I67.0,interdit_association,ANS,"artères cérébrales rompues (I60.7)
",oui
GM2026-V-AVC-03,I67.0,interdit_association,ANS,"séquelles des états mentionnés (I69.8)
",non
GM2026-V-AVC-03,I67.0,interdit_association,CIM-10,accidents ischémiques cérébraux transitoires et syndromes apparentés,non
GM2026-V-AVC-03,I67.0,interdit_association,CIM-10,artères cérébrales rompues,non
GM2026-V-AVC-03,I67.0,interdit_association,CIM-10,démence vasculaire,non
GM2026-V-AVC-03,I67.0,interdit_association,CIM-10,hémorragie intracrânienne traumatique,non
GM2026-V-AVC-03,I67.0,interdit_association,CIM-10,séquelles des états mentionnés,non
GM2026-V-AVC-03,I67.1,interdit_association,ANS,"accidents ischémiques cérébraux transitoires et syndromes apparentés (G45.-)
affections disséminées du tissu conjonctif (M30-M36)
certaines affections dont l'origine se situe dans la période périnatale (P00-P96)
certaines maladies infectieuses et parasitaires (A00-B99)
complications de la grossesse, de l'accouchement et de la puerpéralité (O00-O99)
lésions traumatiques, empoisonnements et certaines autres conséquences de causes externes (S00-T98)
maladies endocriniennes, nutritionnelles et métaboliques (E00-E90)
malformations congénitales et anomalies chromosomiques (Q00-Q99)
symptômes, signes et résultats anormaux d'examens cliniques et de laboratoire, non classés ailleurs (R00-R99)
tumeurs (C00-D48)
",non
GM2026-V-AVC-03,I67.1,interdit_association,ANS,"accidents ischémiques cérébraux transitoires et syndromes apparentés (G45.-)
démence vasculaire (F01.-)
hémorragie intracrânienne traumatique (S06.-)
",non
GM2026-V-AVC-03,I67.1,interdit_association,ANS,"anévrisme cérébral :
 - congénital, non rompu (Q28.-) 
 - rompu [I60.–] 
",oui
GM2026-V-AVC-03,I67.1,interdit_association,ANS,"séquelles des états mentionnés (I69.8)
",non
GM2026-V-AVC-03,I67.1,interdit_association,CIM-10,accidents ischémiques cérébraux transitoires et syndromes apparentés,non
GM2026-V-AVC-03,I67.1,interdit_association,CIM-10,"anévrisme cérébral congénital, non rompu",non
GM2026-V-AVC-03,I67.1,interdit_association,CIM-10,anévrisme cérébral rompu,non
GM2026-V-AVC-03,I67.1,interdit_association,CIM-10,démence vasculaire,non
GM2026-V-AVC-03,I67.1,interdit_association,CIM-10,hémorragie intracrânienne traumatique,non
GM2026-V-AVC-03,I67.1,interdit_association,CIM-10,séquelles des états mentionnés,non
GM2026-V-AVC-07,G45.0,interdit_association,ANS,"certaines affections dont l'origine se situe dans la période périnatale (P00-P96)
certaines maladies infectieuses et parasitaires (A00-B99)
complications de la grossesse, de l'accouchement et de la puerpéralité (O00-O99)
lésions traumatiques, empoisonnements et certaines autres conséquences de causes externes (S00-T98)
maladies endocriniennes, nutritionnelles et métaboliques (E00-E90)
malformations congénitales et anomalies chromosomiques (Q00-Q99)
symptômes, signes et résultats anormaux d'examens cliniques et de laboratoire, non classés ailleurs (R00-R99)
tumeurs (C00-D48)
",non
GM2026-V-AVC-07,G45.0,interdit_association,ANS,"ischémie cérébrale du nouveau-né (P91.0)
",non
GM2026-V-AVC-07,G45.0,interdit_association,CIM-10,ischémie cérébrale néonatale,non
GM2026-V-AVC-07,G45.1,interdit_association,ANS,"certaines affections dont l'origine se situe dans la période périnatale (P00-P96)
certaines maladies infectieuses et parasitaires (A00-B99)
complications de la grossesse, de l'accouchement et de la puerpéralité (O00-O99)
lésions traumatiques, empoisonnements et certaines autres conséquences de causes externes (S00-T98)
maladies endocriniennes, nutritionnelles et métaboliques (E00-E90)
malformations congénitales et anomalies chromosomiques (Q00-Q99)
symptômes, signes et résultats anormaux d'examens cliniques et de laboratoire, non classés ailleurs (R00-R99)
tumeurs (C00-D48)
",non
GM2026-V-AVC-07,G45.1,interdit_association,ANS,"ischémie cérébrale du nouveau-né (P91.0)
",non
GM2026-V-AVC-07,G45.1,interdit_association,CIM-10,ischémie cérébrale néonatale,non
GM2026-V-AVC-07,G45.2,interdit_association,ANS,"certaines affections dont l'origine se situe dans la période périnatale (P00-P96)
certaines maladies infectieuses et parasitaires (A00-B99)
complications de la grossesse, de l'accouchement et de la puerpéralité (O00-O99)
lésions traumatiques, empoisonnements et certaines autres conséquences de causes externes (S00-T98)
maladies endocriniennes, nutritionnelles et métaboliques (E00-E90)
malformations congénitales et anomalies chromosomiques (Q00-Q99)
symptômes, signes et résultats anormaux d'examens cliniques et de laboratoire, non classés ailleurs (R00-R99)
tumeurs (C00-D48)
",non
GM2026-V-AVC-07,G45.2,interdit_association,ANS,"ischémie cérébrale du nouveau-né (P91.0)
",non
GM2026-V-AVC-07,G45.2,interdit_association,CIM-10,ischémie cérébrale néonatale,non
GM2026-V-AVC-07,G45.3,interdit_association,ANS,"certaines affections dont l'origine se situe dans la période périnatale (P00-P96)
certaines maladies infectieuses et parasitaires (A00-B99)
complications de la grossesse, de l'accouchement et de la puerpéralité (O00-O99)
lésions traumatiques, empoisonnements et certaines autres conséquences de causes externes (S00-T98)
maladies endocriniennes, nutritionnelles et métaboliques (E00-E90)
malformations congénitales et anomalies chromosomiques (Q00-Q99)
symptômes, signes et résultats anormaux d'examens cliniques et de laboratoire, non classés ailleurs (R00-R99)
tumeurs (C00-D48)
",non
GM2026-V-AVC-07,G45.3,interdit_association,ANS,"ischémie cérébrale du nouveau-né (P91.0)
",non
GM2026-V-AVC-07,G45.3,interdit_association,CIM-10,ischémie cérébrale néonatale,non
GM2026-V-AVC-07,G45.4,interdit_association,ANS,"amnésie SAI (R41.3)
",non
GM2026-V-AVC-07,G45.4,interdit_association,ANS,"certaines affections dont l'origine se situe dans la période périnatale (P00-P96)
certaines maladies infectieuses et parasitaires (A00-B99)
complications de la grossesse, de l'accouchement et de la puerpéralité (O00-O99)
lésions traumatiques, empoisonnements et certaines autres conséquences de causes externes (S00-T98)
maladies endocriniennes, nutritionnelles et métaboliques (E00-E90)
malformations congénitales et anomalies chromosomiques (Q00-Q99)
symptômes, signes et résultats anormaux d'examens cliniques et de laboratoire, non classés ailleurs (R00-R99)
tumeurs (C00-D48)
",non
GM2026-V-AVC-07,G45.4,interdit_association,ANS,"ischémie cérébrale du nouveau-né (P91.0)
",non
GM2026-V-AVC-07,G45.4,interdit_association,CIM-10,amnésie  SAI,non
GM2026-V-AVC-07,G45.4,interdit_association,CIM-10,ischémie cérébrale néonatale,non
GM2026-V-AVC-07,G45.8,interdit_association,ANS,"certaines affections dont l'origine se situe dans la période périnatale (P00-P96)
certaines maladies infectieuses et parasitaires (A00-B99)
complications de la grossesse, de l'accouchement et de la puerpéralité (O00-O99)
lésions traumatiques, empoisonnements et certaines autres conséquences de causes externes (S00-T98)
maladies endocriniennes, nutritionnelles et métaboliques (E00-E90)
malformations congénitales et anomalies chromosomiques (Q00-Q99)
symptômes, signes et résultats anormaux d'examens cliniques et de laboratoire, non classés ailleurs (R00-R99)
tumeurs (C00-D48)
",non
GM2026-V-AVC-07,G45.8,interdit_association,ANS,"ischémie cérébrale du nouveau-né (P91.0)
",non
GM2026-V-AVC-07,G45.8,interdit_association,CIM-10,ischémie cérébrale néonatale,non
GM2026-V-AVC-07,G45.8,interdit_association,CIM-10 frères,Accident ischémique transitoire de territoires artériels précérébraux multiples et bilatéraux (G45.2),non
GM2026-V-AVC-07,G45.8,interdit_association,CIM-10 frères,Amaurose fugace (G45.3),non
GM2026-V-AVC-07,G45.8,interdit_association,CIM-10 frères,Amnésie globale transitoire (G45.4),non
GM2026-V-AVC-07,G45.8,interdit_association,CIM-10 frères,Syndrome carotidien (hémisphérique) (G45.1),non
GM2026-V-AVC-07,G45.8,interdit_association,CIM-10 frères,Syndrome vertébrobasilaire (G45.0),non
GM2026-V-AVC-07,G45.9,interdit_association,ANS,"certaines affections dont l'origine se situe dans la période périnatale (P00-P96)
certaines maladies infectieuses et parasitaires (A00-B99)
complications de la grossesse, de l'accouchement et de la puerpéralité (O00-O99)
lésions traumatiques, empoisonnements et certaines autres conséquences de causes externes (S00-T98)
maladies endocriniennes, nutritionnelles et métaboliques (E00-E90)
malformations congénitales et anomalies chromosomiques (Q00-Q99)
symptômes, signes et résultats anormaux d'examens cliniques et de laboratoire, non classés ailleurs (R00-R99)
tumeurs (C00-D48)
",non
GM2026-V-AVC-07,G45.9,interdit_association,ANS,"ischémie cérébrale du nouveau-né (P91.0)
",non
GM2026-V-AVC-07,G45.9,interdit_association,CIM-10,ischémie cérébrale néonatale,non
GM2026-V-AVC-07,I60.0,interdit_association,ANS,"accidents ischémiques cérébraux transitoires et syndromes apparentés (G45.-)
affections disséminées du tissu conjonctif (M30-M36)
certaines affections dont l'origine se situe dans la période périnatale (P00-P96)
certaines maladies infectieuses et parasitaires (A00-B99)
complications de la grossesse, de l'accouchement et de la puerpéralité (O00-O99)
lésions traumatiques, empoisonnements et certaines autres conséquences de causes externes (S00-T98)
maladies endocriniennes, nutritionnelles et métaboliques (E00-E90)
malformations congénitales et anomalies chromosomiques (Q00-Q99)
symptômes, signes et résultats anormaux d'examens cliniques et de laboratoire, non classés ailleurs (R00-R99)
tumeurs (C00-D48)
",oui
GM2026-V-AVC-07,I60.0,interdit_association,ANS,"accidents ischémiques cérébraux transitoires et syndromes apparentés (G45.-)
démence vasculaire (F01.-)
hémorragie intracrânienne traumatique (S06.-)
",oui
GM2026-V-AVC-07,I60.0,interdit_association,ANS,"séquelles d'hémorragie sousarachnoïdienne (I69.0)
",non
GM2026-V-AVC-07,I60.0,interdit_association,CIM-10,accidents ischémiques cérébraux transitoires et syndromes apparentés,non
GM2026-V-AVC-07,I60.0,interdit_association,CIM-10,démence vasculaire,non
GM2026-V-AVC-07,I60.0,interdit_association,CIM-10,hémorragie intracrânienne traumatique,non
GM2026-V-AVC-07,I60.0,interdit_association,CIM-10,séquelles d'hémorragie sous-arachnoïdienne,non
GM2026-V-AVC-07,I60.1,interdit_association,ANS,"accidents ischémiques cérébraux transitoires et syndromes apparentés (G45.-)
affections disséminées du tissu conjonctif (M30-M36)
certaines affections dont l'origine se situe dans la période périnatale (P00-P96)
certaines maladies infectieuses et parasitaires (A00-B99)
complications de la grossesse, de l'accouchement et de la puerpéralité (O00-O99)
lésions traumatiques, empoisonnements et certaines autres conséquences de causes externes (S00-T98)
maladies endocriniennes, nutritionnelles et métaboliques (E00-E90)
malformations congénitales et anomalies chromosomiques (Q00-Q99)
symptômes, signes et résultats anormaux d'examens cliniques et de laboratoire, non classés ailleurs (R00-R99)
tumeurs (C00-D48)
",oui
GM2026-V-AVC-07,I60.1,interdit_association,ANS,"accidents ischémiques cérébraux transitoires et syndromes apparentés (G45.-)
démence vasculaire (F01.-)
hémorragie intracrânienne traumatique (S06.-)
",oui
GM2026-V-AVC-07,I60.1,interdit_association,ANS,"séquelles d'hémorragie sousarachnoïdienne (I69.0)
",non
GM2026-V-AVC-07,I60.1,interdit_association,CIM-10,accidents ischémiques cérébraux transitoires et syndromes apparentés,non
GM2026-V-AVC-07,I60.1,interdit_association,CIM-10,démence vasculaire,non
GM2026-V-AVC-07,I60.1,interdit_association,CIM-10,hémorragie intracrânienne traumatique,non
GM2026-V-AVC-07,I60.1,interdit_association,CIM-10,séquelles d'hémorragie sous-arachnoïdienne,non
GM2026-V-AVC-07,I60.2,interdit_association,ANS,"accidents ischémiques cérébraux transitoires et syndromes apparentés (G45.-)
affections disséminées du tissu conjonctif (M30-M36)
certaines affections dont l'origine se situe dans la période périnatale (P00-P96)
certaines maladies infectieuses et parasitaires (A00-B99)
complications de la grossesse, de l'accouchement et de la puerpéralité (O00-O99)
lésions traumatiques, empoisonnements et certaines autres conséquences de causes externes (S00-T98)
maladies endocriniennes, nutritionnelles et métaboliques (E00-E90)
malformations congénitales et anomalies chromosomiques (Q00-Q99)
symptômes, signes et résultats anormaux d'examens cliniques et de laboratoire, non classés ailleurs (R00-R99)
tumeurs (C00-D48)
",oui
GM2026-V-AVC-07,I60.2,interdit_association,ANS,"accidents ischémiques cérébraux transitoires et syndromes apparentés (G45.-)
démence vasculaire (F01.-)
hémorragie intracrânienne traumatique (S06.-)
",oui
GM2026-V-AVC-07,I60.2,interdit_association,ANS,"séquelles d'hémorragie sousarachnoïdienne (I69.0)
",non
GM2026-V-AVC-07,I60.2,interdit_association,CIM-10,accidents ischémiques cérébraux transitoires et syndromes apparentés,non
GM2026-V-AVC-07,I60.2,interdit_association,CIM-10,démence vasculaire,non
GM2026-V-AVC-07,I60.2,interdit_association,CIM-10,hémorragie intracrânienne traumatique,non
GM2026-V-AVC-07,I60.2,interdit_association,CIM-10,séquelles d'hémorragie sous-arachnoïdienne,non
GM2026-V-AVC-07,I60.3,interdit_association,ANS,"accidents ischémiques cérébraux transitoires et syndromes apparentés (G45.-)
affections disséminées du tissu conjonctif (M30-M36)
certaines affections dont l'origine se situe dans la période périnatale (P00-P96)
certaines maladies infectieuses et parasitaires (A00-B99)
complications de la grossesse, de l'accouchement et de la puerpéralité (O00-O99)
lésions traumatiques, empoisonnements et certaines autres conséquences de causes externes (S00-T98)
maladies endocriniennes, nutritionnelles et métaboliques (E00-E90)
malformations congénitales et anomalies chromosomiques (Q00-Q99)
symptômes, signes et résultats anormaux d'examens cliniques et de laboratoire, non classés ailleurs (R00-R99)
tumeurs (C00-D48)
",oui
GM2026-V-AVC-07,I60.3,interdit_association,ANS,"accidents ischémiques cérébraux transitoires et syndromes apparentés (G45.-)
démence vasculaire (F01.-)
hémorragie intracrânienne traumatique (S06.-)
",oui
GM2026-V-AVC-07,I60.3,interdit_association,ANS,"séquelles d'hémorragie sousarachnoïdienne (I69.0)
",non
GM2026-V-AVC-07,I60.3,interdit_association,CIM-10,accidents ischémiques cérébraux transitoires et syndromes apparentés,non
GM2026-V-AVC-07,I60.3,interdit_association,CIM-10,démence vasculaire,non
GM2026-V-AVC-07,I60.3,interdit_association,CIM-10,hémorragie intracrânienne traumatique,non
GM2026-V-AVC-07,I60.3,interdit_association,CIM-10,séquelles d'hémorragie sous-arachnoïdienne,non
GM2026-V-AVC-07,I60.4,interdit_association,ANS,"accidents ischémiques cérébraux transitoires et syndromes apparentés (G45.-)
affections disséminées du tissu conjonctif (M30-M36)
certaines affections dont l'origine se situe dans la période périnatale (P00-P96)
certaines maladies infectieuses et parasitaires (A00-B99)
complications de la grossesse, de l'accouchement et de la puerpéralité (O00-O99)
lésions traumatiques, empoisonnements et certaines autres conséquences de causes externes (S00-T98)
maladies endocriniennes, nutritionnelles et métaboliques (E00-E90)
malformations congénitales et anomalies chromosomiques (Q00-Q99)
symptômes, signes et résultats anormaux d'examens cliniques et de laboratoire, non classés ailleurs (R00-R99)
tumeurs (C00-D48)
",oui
GM2026-V-AVC-07,I60.4,interdit_association,ANS,"accidents ischémiques cérébraux transitoires et syndromes apparentés (G45.-)
démence vasculaire (F01.-)
hémorragie intracrânienne traumatique (S06.-)
",oui
GM2026-V-AVC-07,I60.4,interdit_association,ANS,"séquelles d'hémorragie sousarachnoïdienne (I69.0)
",non
GM2026-V-AVC-07,I60.4,interdit_association,CIM-10,accidents ischémiques cérébraux transitoires et syndromes apparentés,non
GM2026-V-AVC-07,I60.4,interdit_association,CIM-10,démence vasculaire,non
GM2026-V-AVC-07,I60.4,interdit_association,CIM-10,hémorragie intracrânienne traumatique,non
GM2026-V-AVC-07,I60.4,interdit_association,CIM-10,séquelles d'hémorragie sous-arachnoïdienne,non
GM2026-V-AVC-07,I60.5,interdit_association,ANS,"accidents ischémiques cérébraux transitoires et syndromes apparentés (G45.-)
affections disséminées du tissu conjonctif (M30-M36)
certaines affections dont l'origine se situe dans la période périnatale (P00-P96)
certaines maladies infectieuses et parasitaires (A00-B99)
complications de la grossesse, de l'accouchement et de la puerpéralité (O00-O99)
lésions traumatiques, empoisonnements et certaines autres conséquences de causes externes (S00-T98)
maladies endocriniennes, nutritionnelles et métaboliques (E00-E90)
malformations congénitales et anomalies chromosomiques (Q00-Q99)
symptômes, signes et résultats anormaux d'examens cliniques et de laboratoire, non classés ailleurs (R00-R99)
tumeurs (C00-D48)
",oui
GM2026-V-AVC-07,I60.5,interdit_association,ANS,"accidents ischémiques cérébraux transitoires et syndromes apparentés (G45.-)
démence vasculaire (F01.-)
hémorragie intracrânienne traumatique (S06.-)
",oui
GM2026-V-AVC-07,I60.5,interdit_association,ANS,"séquelles d'hémorragie sousarachnoïdienne (I69.0)
",non
GM2026-V-AVC-07,I60.5,interdit_association,CIM-10,accidents ischémiques cérébraux transitoires et syndromes apparentés,non
GM2026-V-AVC-07,I60.5,interdit_association,CIM-10,démence vasculaire,non
GM2026-V-AVC-07,I60.5,interdit_association,CIM-10,hémorragie intracrânienne traumatique,non
GM2026-V-AVC-07,I60.5,interdit_association,CIM-10,séquelles d'hémorragie sous-arachnoïdienne,non
GM2026-V-AVC-07,I60.6,interdit_association,ANS,"accidents ischémiques cérébraux transitoires et syndromes apparentés (G45.-)
affections disséminées du tissu conjonctif (M30-M36)
certaines affections dont l'origine se situe dans la période périnatale (P00-P96)
certaines maladies infectieuses et parasitaires (A00-B99)
complications de la grossesse, de l'accouchement et de la puerpéralité (O00-O99)
lésions traumatiques, empoisonnements et certaines autres conséquences de causes externes (S00-T98)
maladies endocriniennes, nutritionnelles et métaboliques (E00-E90)
malformations congénitales et anomalies chromosomiques (Q00-Q99)
symptômes, signes et résultats anormaux d'examens cliniques et de laboratoire, non classés ailleurs (R00-R99)
tumeurs (C00-D48)
",oui
GM2026-V-AVC-07,I60.6,interdit_association,ANS,"accidents ischémiques cérébraux transitoires et syndromes apparentés (G45.-)
démence vasculaire (F01.-)
hémorragie intracrânienne traumatique (S06.-)
",oui
GM2026-V-AVC-07,I60.6,interdit_association,ANS,"séquelles d'hémorragie sousarachnoïdienne (I69.0)
",non
GM2026-V-AVC-07,I60.6,interdit_association,CIM-10,accidents ischémiques cérébraux transitoires et syndromes apparentés,non
GM2026-V-AVC-07,I60.6,interdit_association,CIM-10,démence vasculaire,non
GM2026-V-AVC-07,I60.6,interdit_association,CIM-10,hémorragie intracrânienne traumatique,non
GM2026-V-AVC-07,I60.6,interdit_association,CIM-10,séquelles d'hémorragie sous-arachnoïdienne,non
GM2026-V-AVC-07,I60.7,interdit_association,ANS,"accidents ischémiques cérébraux transitoires et syndromes apparentés (G45.-)
affections disséminées du tissu conjonctif (M30-M36)
certaines affections dont l'origine se situe dans la période périnatale (P00-P96)
certaines maladies infectieuses et parasitaires (A00-B99)
complications de la grossesse, de l'accouchement et de la puerpéralité (O00-O99)
lésions traumatiques, empoisonnements et certaines autres conséquences de causes externes (S00-T98)
maladies endocriniennes, nutritionnelles et métaboliques (E00-E90)
malformations congénitales et anomalies chromosomiques (Q00-Q99)
symptômes, signes et résultats anormaux d'examens cliniques et de laboratoire, non classés ailleurs (R00-R99)
tumeurs (C00-D48)
",oui
