rec_id,code,role,source_exclusion,texte_exclusion,reference_cible_meme_consigne
GM2026-V-XXI-31,Z93.9,interdit_association,ANS,"dépistage spécial, autre examen ou investigation en raison d'antécédents familiaux ou personnels (Z00-Z13)
examen de contrôle (Z08-Z09)
mise en observation ou intervention au cours de la grossesse en raison d'un risque d'atteinte du fœtus (O35.-)
soins de contrôle médicaux et de convalescence (Z42-Z51)  (Z54.-)
",non
GM2026-V-XXI-31,Z93.9,interdit_association,CIM-10,complications de stomies,non
GM2026-V-XXI-31,Z93.9,interdit_association,CIM-10,"dépistage spécial, autre examen ou investigation en raison d'antécédents familiaux ou personnels",non
GM2026-V-XXI-31,Z93.9,interdit_association,CIM-10,examen de contrôle,non
GM2026-V-XXI-31,Z93.9,interdit_association,CIM-10,mise en observation ou intervention au cours de la grossesse en raison d'un risque d'atteinte du foetus,non
GM2026-V-XXI-31,Z93.9,interdit_association,CIM-10,soins de contrôle médicaux et de convalescence,non
GM2026-V-XXI-31,Z93.9,interdit_association,CIM-10,stomies nécessitant une surveillance,non
GM2026-V-XXI-51,Z43.0,interdit_association,ANS,"complications de stomies (J95.0)  (K91.4)  (N99.5)
mise en place et ajustement de prothèses et d'autres appareils (Z44-Z46)
stomie ne nécessitant pas de soins médicaux (Z93.-)
",oui
GM2026-V-XXI-51,Z43.0,interdit_association,ANS,"examen de contrôle pour surveillance médicale après traitement (Z08-Z09)
",non
GM2026-V-XXI-51,Z43.0,interdit_association,CIM-10,complications de stomies,non
GM2026-V-XXI-51,Z43.0,interdit_association,CIM-10,examen de contrôle pour surveillance médicale après traitement,non
GM2026-V-XXI-51,Z43.0,interdit_association,CIM-10,mise en place et ajustement de prothèses et d'autres appareils,non
GM2026-V-XXI-51,Z43.0,interdit_association,CIM-10,stomie ne nécessitant pas de soins médicaux,non
GM2026-V-XXI-51,Z43.1,interdit_association,ANS,"complications de stomies (J95.0)  (K91.4)  (N99.5)
mise en place et ajustement de prothèses et d'autres appareils (Z44-Z46)
stomie ne nécessitant pas de soins médicaux (Z93.-)
",oui
GM2026-V-XXI-51,Z43.1,interdit_association,ANS,"examen de contrôle pour surveillance médicale après traitement (Z08-Z09)
",non
GM2026-V-XXI-51,Z43.1,interdit_association,CIM-10,complications de stomies,non
GM2026-V-XXI-51,Z43.1,interdit_association,CIM-10,examen de contrôle pour surveillance médicale après traitement,non
GM2026-V-XXI-51,Z43.1,interdit_association,CIM-10,mise en place et ajustement de prothèses et d'autres appareils,non
GM2026-V-XXI-51,Z43.1,interdit_association,CIM-10,stomie ne nécessitant pas de soins médicaux,non
GM2026-V-XXI-51,Z43.2,interdit_association,ANS,"complications de stomies (J95.0)  (K91.4)  (N99.5)
mise en place et ajustement de prothèses et d'autres appareils (Z44-Z46)
stomie ne nécessitant pas de soins médicaux (Z93.-)
",oui
GM2026-V-XXI-51,Z43.2,interdit_association,ANS,"examen de contrôle pour surveillance médicale après traitement (Z08-Z09)
",non
GM2026-V-XXI-51,Z43.2,interdit_association,CIM-10,complications de stomies,non
GM2026-V-XXI-51,Z43.2,interdit_association,CIM-10,examen de contrôle pour surveillance médicale après traitement,non
GM2026-V-XXI-51,Z43.2,interdit_association,CIM-10,mise en place et ajustement de prothèses et d'autres appareils,non
GM2026-V-XXI-51,Z43.2,interdit_association,CIM-10,stomie ne nécessitant pas de soins médicaux,non
GM2026-V-XXI-51,Z43.3,interdit_association,ANS,"complications de stomies (J95.0)  (K91.4)  (N99.5)
mise en place et ajustement de prothèses et d'autres appareils (Z44-Z46)
stomie ne nécessitant pas de soins médicaux (Z93.-)
",oui
GM2026-V-XXI-51,Z43.3,interdit_association,ANS,"examen de contrôle pour surveillance médicale après traitement (Z08-Z09)
",non
GM2026-V-XXI-51,Z43.3,interdit_association,CIM-10,complications de stomies,non
GM2026-V-XXI-51,Z43.3,interdit_association,CIM-10,examen de contrôle pour surveillance médicale après traitement,non
GM2026-V-XXI-51,Z43.3,interdit_association,CIM-10,mise en place et ajustement de prothèses et d'autres appareils,non
GM2026-V-XXI-51,Z43.3,interdit_association,CIM-10,stomie ne nécessitant pas de soins médicaux,non
GM2026-V-XXI-51,Z43.4,interdit_association,ANS,"complications de stomies (J95.0)  (K91.4)  (N99.5)
mise en place et ajustement de prothèses et d'autres appareils (Z44-Z46)
stomie ne nécessitant pas de soins médicaux (Z93.-)
",oui
GM2026-V-XXI-51,Z43.4,interdit_association,ANS,"examen de contrôle pour surveillance médicale après traitement (Z08-Z09)
",non
GM2026-V-XXI-51,Z43.4,interdit_association,CIM-10,complications de stomies,non
GM2026-V-XXI-51,Z43.4,interdit_association,CIM-10,examen de contrôle pour surveillance médicale après traitement,non
GM2026-V-XXI-51,Z43.4,interdit_association,CIM-10,mise en place et ajustement de prothèses et d'autres appareils,non
GM2026-V-XXI-51,Z43.4,interdit_association,CIM-10,stomie ne nécessitant pas de soins médicaux,non
GM2026-V-XXI-51,Z43.5,interdit_association,ANS,"complications de stomies (J95.0)  (K91.4)  (N99.5)
mise en place et ajustement de prothèses et d'autres appareils (Z44-Z46)
stomie ne nécessitant pas de soins médicaux (Z93.-)
",oui
GM2026-V-XXI-51,Z43.5,interdit_association,ANS,"examen de contrôle pour surveillance médicale après traitement (Z08-Z09)
",non
GM2026-V-XXI-51,Z43.5,interdit_association,CIM-10,complications de stomies,non
GM2026-V-XXI-51,Z43.5,interdit_association,CIM-10,examen de contrôle pour surveillance médicale après traitement,non
GM2026-V-XXI-51,Z43.5,interdit_association,CIM-10,mise en place et ajustement de prothèses et d'autres appareils,non
GM2026-V-XXI-51,Z43.5,interdit_association,CIM-10,stomie ne nécessitant pas de soins médicaux,non
GM2026-V-XXI-51,Z43.6,interdit_association,ANS,"complications de stomies (J95.0)  (K91.4)  (N99.5)
mise en place et ajustement de prothèses et d'autres appareils (Z44-Z46)
stomie ne nécessitant pas de soins médicaux (Z93.-)
",oui
GM2026-V-XXI-51,Z43.6,interdit_association,ANS,"examen de contrôle pour surveillance médicale après traitement (Z08-Z09)
",non
GM2026-V-XXI-51,Z43.6,interdit_association,CIM-10,complications de stomies,non
GM2026-V-XXI-51,Z43.6,interdit_association,CIM-10,examen de contrôle pour surveillance médicale après traitement,non
GM2026-V-XXI-51,Z43.6,interdit_association,CIM-10,mise en place et ajustement de prothèses et d'autres appareils,non
GM2026-V-XXI-51,Z43.6,interdit_association,CIM-10,stomie ne nécessitant pas de soins médicaux,non
GM2026-V-XXI-51,Z43.7,interdit_association,ANS,"complications de stomies (J95.0)  (K91.4)  (N99.5)
mise en place et ajustement de prothèses et d'autres appareils (Z44-Z46)
stomie ne nécessitant pas de soins médicaux (Z93.-)
",oui
GM2026-V-XXI-51,Z43.7,interdit_association,ANS,"examen de contrôle pour surveillance médicale après traitement (Z08-Z09)
",non
GM2026-V-XXI-51,Z43.7,interdit_association,CIM-10,complications de stomies,non
GM2026-V-XXI-51,Z43.7,interdit_association,CIM-10,examen de contrôle pour surveillance médicale après traitement,non
GM2026-V-XXI-51,Z43.7,interdit_association,CIM-10,mise en place et ajustement de prothèses et d'autres appareils,non
GM2026-V-XXI-51,Z43.7,interdit_association,CIM-10,stomie ne nécessitant pas de soins médicaux,non
GM2026-V-XXI-51,Z43.8,interdit_association,ANS,"complications de stomies (J95.0)  (K91.4)  (N99.5)
mise en place et ajustement de prothèses et d'autres appareils (Z44-Z46)
stomie ne nécessitant pas de soins médicaux (Z93.-)
",oui
GM2026-V-XXI-51,Z43.8,interdit_association,ANS,"examen de contrôle pour surveillance médicale après traitement (Z08-Z09)
",non
GM2026-V-XXI-51,Z43.8,interdit_association,CIM-10,complications de stomies,non
GM2026-V-XXI-51,Z43.8,interdit_association,CIM-10,examen de contrôle pour surveillance médicale après traitement,non
GM2026-V-XXI-51,Z43.8,interdit_association,CIM-10,mise en place et ajustement de prothèses et d'autres appareils,non
GM2026-V-XXI-51,Z43.8,interdit_association,CIM-10,stomie ne nécessitant pas de soins médicaux,non
GM2026-V-XXI-51,Z43.8,interdit_association,CIM-10 frères,Surveillance d'autres stomies de l'appareil digestif (Z43.4),non
GM2026-V-XXI-51,Z43.8,interdit_association,CIM-10 frères,Surveillance d'autres stomies des voies urinaires (Z43.6),non
GM2026-V-XXI-51,Z43.8,interdit_association,CIM-10 frères,Surveillance d'iléostomie (Z43.2),non
GM2026-V-XXI-51,Z43.8,interdit_association,CIM-10 frères,Surveillance de colostomie (Z43.3),non
GM2026-V-XXI-51,Z43.8,interdit_association,CIM-10 frères,Surveillance de cystostomie (Z43.5),non
GM2026-V-XXI-51,Z43.8,interdit_association,CIM-10 frères,Surveillance de gastrostomie (Z43.1),non
GM2026-V-XXI-51,Z43.8,interdit_association,CIM-10 frères,Surveillance de trachéostomie (Z43.0),non
GM2026-V-XXI-51,Z43.8,interdit_association,CIM-10 frères,Surveillance de vagin artificiel (Z43.7),non
GM2026-V-XXI-51,Z43.9,interdit_association,ANS,"complications de stomies (J95.0)  (K91.4)  (N99.5)
mise en place et ajustement de prothèses et d'autres appareils (Z44-Z46)
stomie ne nécessitant pas de soins médicaux (Z93.-)
",oui
GM2026-V-XXI-51,Z43.9,interdit_association,ANS,"examen de contrôle pour surveillance médicale après traitement (Z08-Z09)
",non
GM2026-V-XXI-51,Z43.9,interdit_association,CIM-10,complications de stomies,non
GM2026-V-XXI-51,Z43.9,interdit_association,CIM-10,examen de contrôle pour surveillance médicale après traitement,non
GM2026-V-XXI-51,Z43.9,interdit_association,CIM-10,mise en place et ajustement de prothèses et d'autres appareils,non
GM2026-V-XXI-51,Z43.9,interdit_association,CIM-10,stomie ne nécessitant pas de soins médicaux,non
GM2026-V-XXI-55,Z99.0,interdit,ANS,"dépistage spécial, autre examen ou investigation en raison d'antécédents familiaux ou personnels (Z00-Z13)
examen de contrôle (Z08-Z09)
mise en observation ou intervention au cours de la grossesse en raison d'un risque d'atteinte du fœtus (O35.-)
soins de contrôle médicaux et de convalescence (Z42-Z51)  (Z54.-)
",non
GM2026-V-XXI-55,Z99.0,interdit,CIM-10,"dépistage spécial, autre examen ou investigation en raison d'antécédents familiaux ou personnels",non
GM2026-V-XXI-55,Z99.0,interdit,CIM-10,examen de contrôle,non
GM2026-V-XXI-55,Z99.0,interdit,CIM-10,mise en observation ou intervention au cours de la grossesse en raison d'un risque d'atteinte du foetus,non
GM2026-V-XXI-55,Z99.0,interdit,CIM-10,soins de contrôle médicaux et de convalescence,non
GM2026-V-XXI-55,Z99.0,interdit,ANS,"dépistage spécial, autre examen ou investigation en raison d'antécédents familiaux ou personnels (Z00-Z13)
examen de contrôle (Z08-Z09)
mise en observation ou intervention au cours de la grossesse en raison d'un risque d'atteinte du fœtus (O35.-)
soins de contrôle médicaux et de convalescence (Z42-Z51)  (Z54.-)
",non
GM2026-V-XXI-55,Z99.0,interdit,CIM-10,"dépistage spécial, autre examen ou investigation en raison d'antécédents familiaux ou personnels",non
GM2026-V-XXI-55,Z99.0,interdit,CIM-10,examen de contrôle,non
GM2026-V-XXI-55,Z99.0,interdit,CIM-10,mise en observation ou intervention au cours de la grossesse en raison d'un risque d'atteinte du foetus,non
GM2026-V-XXI-55,Z99.0,interdit,CIM-10,soins de contrôle médicaux et de convalescence,non
GM2026-V-XXI-55,Z99.1+0,interdit,ANS,"dépistage spécial, autre examen ou investigation en raison d'antécédents familiaux ou personnels (Z00-Z13)
examen de contrôle (Z08-Z09)
mise en observation ou intervention au cours de la grossesse en raison d'un risque d'atteinte du fœtus (O35.-)
soins de contrôle médicaux et de convalescence (Z42-Z51)  (Z54.-)
",non
GM2026-V-XXI-55,Z99.1+0,interdit,CIM-10,"dépistage spécial, autre examen ou investigation en raison d'antécédents familiaux ou personnels",non
GM2026-V-XXI-55,Z99.1+0,interdit,CIM-10,examen de contrôle,non
GM2026-V-XXI-55,Z99.1+0,interdit,CIM-10,mise en observation ou intervention au cours de la grossesse en raison d'un risque d'atteinte du foetus,non
GM2026-V-XXI-55,Z99.1+0,interdit,CIM-10,soins de contrôle médicaux et de convalescence,non
GM2026-V-XXI-55,Z99.1+0,interdit,ANS,"dépistage spécial, autre examen ou investigation en raison d'antécédents familiaux ou personnels (Z00-Z13)
examen de contrôle (Z08-Z09)
mise en observation ou intervention au cours de la grossesse en raison d'un risque d'atteinte du fœtus (O35.-)
soins de contrôle médicaux et de convalescence (Z42-Z51)  (Z54.-)
",non
GM2026-V-XXI-55,Z99.1+0,interdit,CIM-10,"dépistage spécial, autre examen ou investigation en raison d'antécédents familiaux ou personnels",non
GM2026-V-XXI-55,Z99.1+0,interdit,CIM-10,examen de contrôle,non
GM2026-V-XXI-55,Z99.1+0,interdit,CIM-10,mise en observation ou intervention au cours de la grossesse en raison d'un risque d'atteinte du foetus,non
GM2026-V-XXI-55,Z99.1+0,interdit,CIM-10,soins de contrôle médicaux et de convalescence,non
GM2026-V-XXI-55,Z99.1+1,interdit,ANS,"dépistage spécial, autre examen ou investigation en raison d'antécédents familiaux ou personnels (Z00-Z13)
examen de contrôle (Z08-Z09)
mise en observation ou intervention au cours de la grossesse en raison d'un risque d'atteinte du fœtus (O35.-)
soins de contrôle médicaux et de convalescence (Z42-Z51)  (Z54.-)
",non
GM2026-V-XXI-55,Z99.1+1,interdit,CIM-10,"dépistage spécial, autre examen ou investigation en raison d'antécédents familiaux ou personnels",non
GM2026-V-XXI-55,Z99.1+1,interdit,CIM-10,examen de contrôle,non
GM2026-V-XXI-55,Z99.1+1,interdit,CIM-10,mise en observation ou intervention au cours de la grossesse en raison d'un risque d'atteinte du foetus,non
GM2026-V-XXI-55,Z99.1+1,interdit,CIM-10,soins de contrôle médicaux et de convalescence,non
GM2026-V-XXI-55,Z99.1+1,interdit,ANS,"dépistage spécial, autre examen ou investigation en raison d'antécédents familiaux ou personnels (Z00-Z13)
examen de contrôle (Z08-Z09)
mise en observation ou intervention au cours de la grossesse en raison d'un risque d'atteinte du fœtus (O35.-)
soins de contrôle médicaux et de convalescence (Z42-Z51)  (Z54.-)
",non
GM2026-V-XXI-55,Z99.1+1,interdit,CIM-10,"dépistage spécial, autre examen ou investigation en raison d'antécédents familiaux ou personnels",non
GM2026-V-XXI-55,Z99.1+1,interdit,CIM-10,examen de contrôle,non
GM2026-V-XXI-55,Z99.1+1,interdit,CIM-10,mise en observation ou intervention au cours de la grossesse en raison d'un risque d'atteinte du foetus,non
GM2026-V-XXI-55,Z99.1+1,interdit,CIM-10,soins de contrôle médicaux et de convalescence,non
