code,abbrev,label,type
Y26.2,Y262,"exposition à la fumée, au feu et aux flammes, intention non déterminée | école, autre institution et lieu d'administration publique",category
Y26.3,Y263,"exposition à la fumée, au feu et aux flammes, intention non déterminée | lieu de sport et d'athlétisme",category
Y26.4,Y264,"exposition à la fumée, au feu et aux flammes, intention non déterminée | rue ou route",category
Y26.5,Y265,"exposition à la fumée, au feu et aux flammes, intention non déterminée | zone de commerce et de services",category
Y26.6,Y266,"exposition à la fumée, au feu et aux flammes, intention non déterminée | local industriel et chantier de construction",category
Y26.7,Y267,"exposition à la fumée, au feu et aux flammes, intention non déterminée | exploitation agricole",category
Y26.8,Y268,"exposition à la fumée, au feu et aux flammes, intention non déterminée | autres lieux précisés",category
Y26.9,Y269,"exposition à la fumée, au feu et aux flammes, intention non déterminée | lieu, sans précision",category
Y27.0,Y270,"contact avec de la vapeur, du gaz et des objets brûlants, intention non déterminée | domicile",category
Y27.1,Y271,"contact avec de la vapeur, du gaz et des objets brûlants, intention non déterminée | établissement collectif",category
Y27.2,Y272,"contact avec de la vapeur, du gaz et des objets brûlants, intention non déterminée | école, autre institution et lieu d'administration publique",category
Y27.3,Y273,"contact avec de la vapeur, du gaz et des objets brûlants, intention non déterminée | lieu de sport et d'athlétisme",category
Y27.4,Y274,"contact avec de la vapeur, du gaz et des objets brûlants, intention non déterminée | rue ou route",category
Y27.5,Y275,"contact avec de la vapeur, du gaz et des objets brûlants, intention non déterminée | zone de commerce et de services",category
Y27.6,Y276,"contact avec de la vapeur, du gaz et des objets brûlants, intention non déterminée | local industriel et chantier de construction",category
Y27.7,Y277,"contact avec de la vapeur, du gaz et des objets brûlants, intention non déterminée | exploitation agricole",category
Y27.8,Y278,"contact avec de la vapeur, du gaz et des objets brûlants, intention non déterminée | autres lieux précisés",category
Y27.9,Y279,"contact avec de la vapeur, du gaz et des objets brûlants, intention non déterminée | lieu, sans précision",category
Y28.0,Y280,"contact avec objet tranchant, intention non déterminée | domicile",category
Y28.1,Y281,"contact avec objet tranchant, intention non déterminée | établissement collectif",category
Y28.2,Y282,"contact avec objet tranchant, intention non déterminée | école, autre institution et lieu d'administration publique",category
Y28.3,Y283,"contact avec objet tranchant, intention non déterminée | lieu de sport et d'athlétisme",category
Y28.4,Y284,"contact avec objet tranchant, intention non déterminée | rue ou route",category
Y28.5,Y285,"contact avec objet tranchant, intention non déterminée | zone de commerce et de services",category
Y28.6,Y286,"contact avec objet tranchant, intention non déterminée | local industriel et chantier de construction",category
Y28.7,Y287,"contact avec objet tranchant, intention non déterminée | exploitation agricole",category
Y28.8,Y288,"contact avec objet tranchant, intention non déterminée | autres lieux précisés",category
Y28.9,Y289,"contact avec objet tranchant, intention non déterminée | lieu, sans précision",category
Y29.0,Y290,"contact avec objet contondant, intention non déterminée | domicile",category
Y29.1,Y291,"contact avec objet contondant, intention non déterminée | établissement collectif",category
Y29.2,Y292,"contact avec objet contondant, intention non déterminée | école, autre institution et lieu d'administration publique",category
Y29.3,Y293,"contact avec objet contondant, intention non déterminée | lieu de sport et d'athlétisme",category
Y29.4,Y294,"contact avec objet contondant, intention non déterminée | rue ou route",category
Y29.5,Y295,"contact avec objet contondant, intention non déterminée | zone de commerce et de services",category
Y29.6,Y296,"contact avec objet contondant, intention non déterminée | local industriel et chantier de construction",category
Y29.7,Y297,"contact avec objet contondant, intention non déterminée | exploitation agricole",category
Y29.8,Y298,"contact avec objet contondant, intention non déterminée | autres lieux précisés",category
Y29.9,Y299,"contact avec objet contondant, intention non déterminée | lieu, sans précision",category
Y30.0,Y300,"chute, saut ou précipitation dans le vide, intention non déterminée | domicile",category
Y30.1,Y301,"chute, saut ou précipitation dans le vide, intention non déterminée | établissement collectif",category
Y30.2,Y302,"chute, saut ou précipitation dans le vide, intention non déterminée | école, autre institution et lieu d'administration publique",category
Y30.3,Y303,"chute, saut ou précipitation dans le vide, intention non déterminée | lieu de sport et d'athlétisme",category
Y30.4,Y304,"chute, saut ou précipitation dans le vide, intention non déterminée | rue ou route",category
Y30.5,Y305,"chute, saut ou précipitation dans le vide, intention non déterminée | zone de commerce et de services",category
Y30.6,Y306,"chute, saut ou précipitation dans le vide, intention non déterminée | local industriel et chantier de construction",category
Y30.7,Y307,"chute, saut ou précipitation dans le vide, intention non déterminée | exploitation agricole",category
Y30.8,Y308,"chute, saut ou précipitation dans le vide, intention non déterminée | autres lieux précisés",category
Y30.9,Y309,"chute, saut ou précipitation dans le vide, intention non déterminée | lieu, sans précision",category
Y31.0,Y310,"lésion traumatique par un objet en mouvement (la victime étant tombée ou couchée devant l'objet ou entrée en collision avec celui-ci), intention non déterminée | domicile",category
Y31.1,Y311,"lésion traumatique par un objet en mouvement (la victime étant tombée ou couchée devant l'objet ou entrée en collision avec celui-ci), intention non déterminée | établissement collectif",category
Y31.2,Y312,"lésion traumatique par un objet en mouvement (la victime étant tombée ou couchée devant l'objet ou entrée en collision avec celui-ci), intention non déterminée | école, autre institution et lieu d'administration publique",category
Y31.3,Y313,"lésion traumatique par un objet en mouvement (la victime étant tombée ou couchée devant l'objet ou entrée en collision avec celui-ci), intention non déterminée | lieu de sport et d'athlétisme",category
Y31.4,Y314,"lésion traumatique par un objet en mouvement (la victime étant tombée ou couchée devant l'objet ou entrée en collision avec celui-ci), intention non déterminée | rue ou route",category
Y31.5,Y315,"lésion traumatique par un objet en mouvement (la victime étant tombée ou couchée devant l'objet ou entrée en collision avec celui-ci), intention non déterminée | zone de commerce et de services",category
Y31.6,Y316,"lésion traumatique par un objet en mouvement (la victime étant tombée ou couchée devant l'objet ou entrée en collision avec celui-ci), intention non déterminée | local industriel et chantier de construction",category
Y31.7,Y317,"lésion traumatique par un objet en mouvement (la victime étant tombée ou couchée devant l'objet ou entrée en collision avec celui-ci), intention non déterminée | exploitation agricole",category
