code,abbrev,label,type
X29.2,X292,"contact avec un animal venimeux ou une plante vénéneuse, sans précision | école, autre institution et lieu d'administration publique",category
X29.3,X293,"contact avec un animal venimeux ou une plante vénéneuse, sans précision | lieu de sport et d'athlétisme",category
X29.4,X294,"contact avec un animal venimeux ou une plante vénéneuse, sans précision | rue ou route",category
X29.5,X295,"contact avec un animal venimeux ou une plante vénéneuse, sans précision | zone de commerce et de service",category
X29.6,X296,"contact avec un animal venimeux ou une plante vénéneuse, sans précision | local industriel et chantier de construction",category
X29.7,X297,"contact avec un animal venimeux ou une plante vénéneuse, sans précision | exploitation agricole",category
X29.8,X298,"contact avec un animal venimeux ou une plante vénéneuse, sans précision | autres lieux précisés",category
X29.9,X299,"contact avec un animal venimeux ou une plante vénéneuse, sans précision | lieu, sans précision",category
X30.0,X300,exposition à une chaleur naturelle excessive | domicile,category
X30.1,X301,exposition à une chaleur naturelle excessive | établissement collectif,category
X30.2,X302,"exposition à une chaleur naturelle excessive | école, autre institution et lieu d'administration publique",category
X30.3,X303,exposition à une chaleur naturelle excessive | lieu de sport et d'athlétisme,category
X30.4,X304,exposition à une chaleur naturelle excessive | rue ou route,category
X30.5,X305,exposition à une chaleur naturelle excessive | zone de commerce et de service,category
X30.6,X306,exposition à une chaleur naturelle excessive | local industriel et chantier de construction,category
X30.7,X307,exposition à une chaleur naturelle excessive | exploitation agricole,category
X30.8,X308,exposition à une chaleur naturelle excessive | autres lieux précisés,category
X30.9,X309,"exposition à une chaleur naturelle excessive | lieu, sans précision",category
X31.0,X310,exposition à un froid naturel excessif | domicile,category
X31.1,X311,exposition à un froid naturel excessif | établissement collectif,category
X31.2,X312,"exposition à un froid naturel excessif | école, autre institution et lieu d'administration publique",category
X31.3,X313,exposition à un froid naturel excessif | lieu de sport et d'athlétisme,category
X31.4,X314,exposition à un froid naturel excessif | rue ou route,category
X31.5,X315,exposition à un froid naturel excessif | zone de commerce et de service,category
X31.6,X316,exposition à un froid naturel excessif | local industriel et chantier de construction,category
X31.7,X317,exposition à un froid naturel excessif | exploitation agricole,category
X31.8,X318,exposition à un froid naturel excessif | autres lieux précisés,category
X31.9,X319,"exposition à un froid naturel excessif | lieu, sans précision",category
X32.0,X320,exposition à la lumière solaire | domicile,category
X32.1,X321,exposition à la lumière solaire | établissement collectif,category
X32.2,X322,"exposition à la lumière solaire | école, autre institution et lieu d'administration publique",category
X32.3,X323,exposition à la lumière solaire | lieu de sport et d'athlétisme,category
X32.4,X324,exposition à la lumière solaire | rue ou route,category
X32.5,X325,exposition à la lumière solaire | zone de commerce et de service,category
X32.6,X326,exposition à la lumière solaire | local industriel et chantier de construction,category
X32.7,X327,exposition à la lumière solaire | exploitation agricole,category
X32.8,X328,exposition à la lumière solaire | autres lieux précisés,category
X32.9,X329,"exposition à la lumière solaire | lieu, sans précision",category
X33.0,X330,foudre | domicile,category
X33.1,X331,foudre | établissement collectif,category
X33.2,X332,"foudre | école, autre institution et lieu d'administration publique",category
X33.3,X333,foudre | lieu de sport et d'athlétisme,category
X33.4,X334,foudre | rue ou route,category
X33.5,X335,foudre | zone de commerce et de service,category
X33.6,X336,foudre | local industriel et chantier de construction,category
X33.7,X337,foudre | exploitation agricole,category
X33.8,X338,foudre | autres lieux précisés,category
X33.9,X339,"foudre | lieu, sans précision",category
X34.2,X342,"tremblement de terre | école, autre institution et lieu d'administration publique",category
X34.3,X343,tremblement de terre | lieu de sport et d'athlétisme,category
X34.4,X344,tremblement de terre | rue ou route,category
X34.5,X345,tremblement de terre | zone de commerce et de service,category
X34.6,X346,tremblement de terre | local industriel et chantier de construction,category
X34.7,X347,tremblement de terre | exploitation agricole,category
X35.0,X350,éruption volcanique | domicile,category
X35.1,X351,éruption volcanique | établissement collectif,category
X35.2,X352,"éruption volcanique | école, autre institution et lieu d'administration publique",category
X35.3,X353,éruption volcanique | lieu de sport et d'athlétisme,category
X35.4,X354,éruption volcanique | rue ou route,category
X35.5,X355,éruption volcanique | zone de commerce et de service,category
X35.6,X356,éruption volcanique | local industriel et chantier de construction,category
X35.7,X357,éruption volcanique | exploitation agricole,category
X35.8,X358,éruption volcanique | autres lieux précisés,category
X35.9,X359,"éruption volcanique | lieu, sans précision",category
X36.0,X360,"avalanche, glissement de terrain et autres mouvements telluriques | domicile",category
X36.1,X361,"avalanche, glissement de terrain et autres mouvements telluriques | établissement collectif",category
X36.2,X362,"avalanche, glissement de terrain et autres mouvements telluriques | école, autre institution et lieu d'administration publique",category
X36.3,X363,"avalanche, glissement de terrain et autres mouvements telluriques | lieu de sport et d'athlétisme",category
X36.4,X364,"avalanche, glissement de terrain et autres mouvements telluriques | rue ou route",category
X36.5,X365,"avalanche, glissement de terrain et autres mouvements telluriques | zone de commerce et de service",category
X36.6,X366,"avalanche, glissement de terrain et autres mouvements telluriques | local industriel et chantier de construction",category
X36.7,X367,"avalanche, glissement de terrain et autres mouvements telluriques | exploitation agricole",category
X36.8,X368,"avalanche, glissement de terrain et autres mouvements telluriques | autres lieux précisés",category
X36.9,X369,"avalanche, glissement de terrain et autres mouvements telluriques | lieu, sans précision",category
X37.0,X370,tempête cataclysmique | domicile,category
X37.1,X371,tempête cataclysmique | établissement collectif,category
X37.2,X372,"tempête cataclysmique | école, autre institution et lieu d'administration publique",category
X37.3,X373,tempête cataclysmique | lieu de sport et d'athlétisme,category
X37.4,X374,tempête cataclysmique | rue ou route,category
X37.5,X375,tempête cataclysmique | zone de commerce et de service,category
X37.6,X376,tempête cataclysmique | local industriel et chantier de construction,category
X37.7,X377,tempête cataclysmique | exploitation agricole,category
X37.8,X378,tempête cataclysmique | autres lieux précisés,category
X37.9,X379,"tempête cataclysmique | lieu, sans précision",category
X38.0,X380,inondation | domicile,category
X38.1,X381,inondation | établissement collectif,category
X38.2,X382,"inondation | école, autre institution et lieu d'administration publique",category
X38.3,X383,inondation | lieu de sport et d'athlétisme,category
X38.4,X384,inondation | rue ou route,category
X38.5,X385,inondation | zone de commerce et de service,category
X38.6,X386,inondation | local industriel et chantier de construction,category
X38.7,X387,inondation | exploitation agricole,category
X38.8,X388,inondation | autres lieux précisés,category
X38.9,X389,"inondation | lieu, sans précision",category
X39.0,X390,"exposition à des forces de la nature, autres et sans précision | domicile",category
X39.1,X391,"exposition à des forces de la nature, autres et sans précision | établissement collectif",category
X39.2,X392,"exposition à des forces de la nature, autres et sans précision | école, autre institution et lieu d'administration publique",category
X39.3,X393,"exposition à des forces de la nature, autres et sans précision | lieu de sport et d'athlétisme",category
X39.4,X394,"exposition à des forces de la nature, autres et sans précision | rue ou route",category
X39.5,X395,"exposition à des forces de la nature, autres et sans précision | zone de commerce et de service",category
X39.6,X396,"exposition à des forces de la nature, autres et sans précision | local industriel et chantier de construction",category
X39.7,X397,"exposition à des forces de la nature, autres et sans précision | exploitation agricole",category
X39.8,X398,"exposition à des forces de la nature, autres et sans précision | autres lieux précisés",category
X39.9,X399,"exposition à des forces de la nature, autres et sans précision | lieu, sans précision",category
X40.0,X400,"intoxication accidentelle par des analgésiques, antipyrétiques et antirhumatismaux, non opiacés et exposition à ces produits | domicile",category
X40.1,X401,"intoxication accidentelle par des analgésiques, antipyrétiques et antirhumatismaux, non opiacés et exposition à ces produits | établissement collectif",category
X40.2,X402,"intoxication accidentelle par des analgésiques, antipyrétiques et antirhumatismaux, non opiacés et exposition à ces produits | école, autre institution et lieu d'administration publique",category
X40.3,X403,"intoxication accidentelle par des analgésiques, antipyrétiques et antirhumatismaux, non opiacés et exposition à ces produits | lieu de sport et d'athlétisme",category
X40.4,X404,"intoxication accidentelle par des analgésiques, antipyrétiques et antirhumatismaux, non opiacés et exposition à ces produits | rue ou route",category
X40.5,X405,"intoxication accidentelle par des analgésiques, antipyrétiques et antirhumatismaux, non opiacés et exposition à ces produits | zone de commerce et de service",category
X40.6,X406,"intoxication accidentelle par des analgésiques, antipyrétiques et antirhumatismaux, non opiacés et exposition à ces produits | local industriel et chantier de construction",category
X40.7,X407,"intoxication accidentelle par des analgésiques, antipyrétiques et antirhumatismaux, non opiacés et exposition à ces produits | exploitation agricole",category
X40.8,X408,"intoxication accidentelle par des analgésiques, antipyrétiques et antirhumatismaux, non opiacés et exposition à ces produits | autres lieux précisés",category
X40.9,X409,"intoxication accidentelle par des analgésiques, antipyrétiques et antirhumatismaux, non opiacés et exposition à ces produits | lieu, sans précision",category
X41.0,X410,"intoxication accidentelle par des anti-épileptiques, sédatifs, hypnotiques, antiparkinsoniens et psychotropes et exposition à ces produits, non classés ailleurs | domicile",category
X41.1,X411,"intoxication accidentelle par des anti-épileptiques, sédatifs, hypnotiques, antiparkinsoniens et psychotropes et exposition à ces produits, non classés ailleurs | établissement collectif",category
X41.2,X412,"intoxication accidentelle par des anti-épileptiques, sédatifs, hypnotiques, antiparkinsoniens et psychotropes et exposition à ces produits, non classés ailleurs | école, autre institution et lieu d'administration publique",category
X41.3,X413,"intoxication accidentelle par des anti-épileptiques, sédatifs, hypnotiques, antiparkinsoniens et psychotropes et exposition à ces produits, non classés ailleurs | lieu de sport et d'athlétisme",category
X41.4,X414,"intoxication accidentelle par des anti-épileptiques, sédatifs, hypnotiques, antiparkinsoniens et psychotropes et exposition à ces produits, non classés ailleurs | rue ou route",category
X41.5,X415,"intoxication accidentelle par des anti-épileptiques, sédatifs, hypnotiques, antiparkinsoniens et psychotropes et exposition à ces produits, non classés ailleurs | zone de commerce et de service",category
X41.6,X416,"intoxication accidentelle par des anti-épileptiques, sédatifs, hypnotiques, antiparkinsoniens et psychotropes et exposition à ces produits, non classés ailleurs | local industriel et chantier de construction",category
X41.7,X417,"intoxication accidentelle par des anti-épileptiques, sédatifs, hypnotiques, antiparkinsoniens et psychotropes et exposition à ces produits, non classés ailleurs | exploitation agricole",category
X41.8,X418,"intoxication accidentelle par des anti-épileptiques, sédatifs, hypnotiques, antiparkinsoniens et psychotropes et exposition à ces produits, non classés ailleurs | autres lieux précisés",category
X41.9,X419,"intoxication accidentelle par des anti-épileptiques, sédatifs, hypnotiques, antiparkinsoniens et psychotropes et exposition à ces produits, non classés ailleurs | lieu, sans précision",category
X42.0,X420,"intoxication accidentelle par des narcotiques et psychodysleptiques [hallucinogènes] et exposition à ces produits, non classés ailleurs | domicile",category
X42.1,X421,"intoxication accidentelle par des narcotiques et psychodysleptiques [hallucinogènes] et exposition à ces produits, non classés ailleurs | établissement collectif",category
X42.2,X422,"intoxication accidentelle par des narcotiques et psychodysleptiques [hallucinogènes] et exposition à ces produits, non classés ailleurs | école, autre institution et lieu d'administration publique",category
X42.3,X423,"intoxication accidentelle par des narcotiques et psychodysleptiques [hallucinogènes] et exposition à ces produits, non classés ailleurs | lieu de sport et d'athlétisme",category
X42.4,X424,"intoxication accidentelle par des narcotiques et psychodysleptiques [hallucinogènes] et exposition à ces produits, non classés ailleurs | rue ou route",category
X42.5,X425,"intoxication accidentelle par des narcotiques et psychodysleptiques [hallucinogènes] et exposition à ces produits, non classés ailleurs | zone de commerce et de service",category
X42.6,X426,"intoxication accidentelle par des narcotiques et psychodysleptiques [hallucinogènes] et exposition à ces produits, non classés ailleurs | local industriel et chantier de construction",category
X42.7,X427,"intoxication accidentelle par des narcotiques et psychodysleptiques [hallucinogènes] et exposition à ces produits, non classés ailleurs | exploitation agricole",category
X42.8,X428,"intoxication accidentelle par des narcotiques et psychodysleptiques [hallucinogènes] et exposition à ces produits, non classés ailleurs | autres lieux précisés",category
X42.9,X429,"intoxication accidentelle par des narcotiques et psychodysleptiques [hallucinogènes] et exposition à ces produits, non classés ailleurs | lieu, sans précision",category
X43.0,X430,intoxication accidentelle par d'autres substances pharmacologiques agissant sur le système nerveux autonome et exposition à ces substances | domicile,category
X43.1,X431,intoxication accidentelle par d'autres substances pharmacologiques agissant sur le système nerveux autonome et exposition à ces substances | établissement collectif,category
X43.2,X432,"intoxication accidentelle par d'autres substances pharmacologiques agissant sur le système nerveux autonome et exposition à ces substances | école, autre institution et lieu d'administration publique",category
X43.3,X433,intoxication accidentelle par d'autres substances pharmacologiques agissant sur le système nerveux autonome et exposition à ces substances | lieu de sport et d'athlétisme,category
X43.4,X434,intoxication accidentelle par d'autres substances pharmacologiques agissant sur le système nerveux autonome et exposition à ces substances | rue ou route,category
X43.5,X435,intoxication accidentelle par d'autres substances pharmacologiques agissant sur le système nerveux autonome et exposition à ces substances | zone de commerce et de service,category
X43.6,X436,intoxication accidentelle par d'autres substances pharmacologiques agissant sur le système nerveux autonome et exposition à ces substances | local industriel et chantier de construction,category
X43.7,X437,intoxication accidentelle par d'autres substances pharmacologiques agissant sur le système nerveux autonome et exposition à ces substances | exploitation agricole,category
X43.8,X438,intoxication accidentelle par d'autres substances pharmacologiques agissant sur le système nerveux autonome et exposition à ces substances | autres lieux précisés,category
X43.9,X439,"intoxication accidentelle par d'autres substances pharmacologiques agissant sur le système nerveux autonome et exposition à ces substances | lieu, sans précision",category
X44.0,X440,"intoxication accidentelle par d'autres médicaments et substances biologiques et exposition à ces produits, autres et sans précision | domicile",category
X44.1,X441,"intoxication accidentelle par d'autres médicaments et substances biologiques et exposition à ces produits, autres et sans précision | établissement collectif",category
X44.2,X442,"intoxication accidentelle par d'autres médicaments et substances biologiques et exposition à ces produits, autres et sans précision | école, autre institution et lieu d'administration publique",category
X44.3,X443,"intoxication accidentelle par d'autres médicaments et substances biologiques et exposition à ces produits, autres et sans précision | lieu de sport et d'athlétisme",category
X44.4,X444,"intoxication accidentelle par d'autres médicaments et substances biologiques et exposition à ces produits, autres et sans précision | rue ou route",category
X44.5,X445,"intoxication accidentelle par d'autres médicaments et substances biologiques et exposition à ces produits, autres et sans précision | zone de commerce et de service",category
X44.6,X446,"intoxication accidentelle par d'autres médicaments et substances biologiques et exposition à ces produits, autres et sans précision | local industriel et chantier de construction",category
X44.7,X447,"intoxication accidentelle par d'autres médicaments et substances biologiques et exposition à ces produits, autres et sans précision | exploitation agricole",category
X44.8,X448,"intoxication accidentelle par d'autres médicaments et substances biologiques et exposition à ces produits, autres et sans précision | autres lieux précisés",category
X44.9,X449,"intoxication accidentelle par d'autres médicaments et substances biologiques et exposition à ces produits, autres et sans précision | lieu, sans précision",category
X45.0,X450,intoxication accidentelle par l'alcool et exposition à l'alcool | domicile,category
X45.1,X451,intoxication accidentelle par l'alcool et exposition à l'alcool | établissement collectif,category
X45.2,X452,"intoxication accidentelle par l'alcool et exposition à l'alcool | école, autre institution et lieu d'administration publique",category
X45.3,X453,intoxication accidentelle par l'alcool et exposition à l'alcool | lieu de sport et d'athlétisme,category
X45.4,X454,intoxication accidentelle par l'alcool et exposition à l'alcool | rue ou route,category
X45.5,X455,intoxication accidentelle par l'alcool et exposition à l'alcool | zone de commerce et de service,category
X45.6,X456,intoxication accidentelle par l'alcool et exposition à l'alcool | local industriel et chantier de construction,category
X45.7,X457,intoxication accidentelle par l'alcool et exposition à l'alcool | exploitation agricole,category
X45.8,X458,intoxication accidentelle par l'alcool et exposition à l'alcool | autres lieux précisés,category
X45.9,X459,"intoxication accidentelle par l'alcool et exposition à l'alcool | lieu, sans précision",category
X46.0,X460,intoxication accidentelle par des solvants organiques et des hydrocarbures halogénés et leurs émanations et exposition à ces produits | domicile,category
X46.1,X461,intoxication accidentelle par des solvants organiques et des hydrocarbures halogénés et leurs émanations et exposition à ces produits | établissement collectif,category
X46.2,X462,"intoxication accidentelle par des solvants organiques et des hydrocarbures halogénés et leurs émanations et exposition à ces produits | école, autre institution et lieu d'administration publique",category
X46.3,X463,intoxication accidentelle par des solvants organiques et des hydrocarbures halogénés et leurs émanations et exposition à ces produits | lieu de sport et d'athlétisme,category
X46.4,X464,intoxication accidentelle par des solvants organiques et des hydrocarbures halogénés et leurs émanations et exposition à ces produits | rue ou route,category
X46.5,X465,intoxication accidentelle par des solvants organiques et des hydrocarbures halogénés et leurs émanations et exposition à ces produits | zone de commerce et de service,category
X46.6,X466,intoxication accidentelle par des solvants organiques et des hydrocarbures halogénés et leurs émanations et exposition à ces produits | local industriel et chantier de construction,category
X46.7,X467,intoxication accidentelle par des solvants organiques et des hydrocarbures halogénés et leurs émanations et exposition à ces produits | exploitation agricole,category
X46.8,X468,intoxication accidentelle par des solvants organiques et des hydrocarbures halogénés et leurs émanations et exposition à ces produits | autres lieux précisés,category
X46.9,X469,"intoxication accidentelle par des solvants organiques et des hydrocarbures halogénés et leurs émanations et exposition à ces produits | lieu, sans précision",category
X47.5,X475,intoxication accidentelle par d'autres gaz et émanations et exposition à ces produits | zone de commerce et de service,category
X47.6,X476,intoxication accidentelle par d'autres gaz et émanations et exposition à ces produits | local industriel et chantier de construction,category
X47.7,X477,intoxication accidentelle par d'autres gaz et émanations et exposition à ces produits | exploitation agricole,category
X48.0,X480,intoxication accidentelle par des pesticides et exposition à ces produits | domicile,category
X48.1,X481,intoxication accidentelle par des pesticides et exposition à ces produits | établissement collectif,category
X48.2,X482,"intoxication accidentelle par des pesticides et exposition à ces produits | école, autre institution et lieu d'administration publique",category
X48.3,X483,intoxication accidentelle par des pesticides et exposition à ces produits | lieu de sport et d'athlétisme,category
X48.4,X484,intoxication accidentelle par des pesticides et exposition à ces produits | rue ou route,category
X48.5,X485,intoxication accidentelle par des pesticides et exposition à ces produits | zone de commerce et de service,category
X48.6,X486,intoxication accidentelle par des pesticides et exposition à ces produits | local industriel et chantier de construction,category
X48.7,X487,intoxication accidentelle par des pesticides et exposition à ces produits | exploitation agricole,category
X48.8,X488,intoxication accidentelle par des pesticides et exposition à ces produits | autres lieux précisés,category
X48.9,X489,"intoxication accidentelle par des pesticides et exposition à ces produits | lieu, sans précision",category
X49.0,X490,"intoxication accidentelle par des produits chimiques et substances nocives et exposition à ces produits, autres et sans précision | domicile",category
X49.1,X491,"intoxication accidentelle par des produits chimiques et substances nocives et exposition à ces produits, autres et sans précision | établissement collectif",category
X49.2,X492,"intoxication accidentelle par des produits chimiques et substances nocives et exposition à ces produits, autres et sans précision | école, autre institution et lieu d'administration publique",category
X49.3,X493,"intoxication accidentelle par des produits chimiques et substances nocives et exposition à ces produits, autres et sans précision | lieu de sport et d'athlétisme",category
X49.4,X494,"intoxication accidentelle par des produits chimiques et substances nocives et exposition à ces produits, autres et sans précision | rue ou route",category
X49.5,X495,"intoxication accidentelle par des produits chimiques et substances nocives et exposition à ces produits, autres et sans précision | zone de commerce et de service",category
X49.6,X496,"intoxication accidentelle par des produits chimiques et substances nocives et exposition à ces produits, autres et sans précision | local industriel et chantier de construction",category
X49.7,X497,"intoxication accidentelle par des produits chimiques et substances nocives et exposition à ces produits, autres et sans précision | exploitation agricole",category
X49.8,X498,"intoxication accidentelle par des produits chimiques et substances nocives et exposition à ces produits, autres et sans précision | autres lieux précisés",category
X49.9,X499,"intoxication accidentelle par des produits chimiques et substances nocives et exposition à ces produits, autres et sans précision | lieu, sans précision",category
X50.0,X500,surmenage et mouvements épuisants ou répétés | domicile,category
X50.1,X501,surmenage et mouvements épuisants ou répétés | établissement collectif,category
X50.2,X502,"surmenage et mouvements épuisants ou répétés | école, autre institution et lieu d'administration publique",category
X50.3,X503,surmenage et mouvements épuisants ou répétés | lieu de sport et d'athlétisme,category
X50.4,X504,surmenage et mouvements épuisants ou répétés | rue ou route,category
X50.5,X505,surmenage et mouvements épuisants ou répétés | zone de commerce et de service,category
X50.6,X506,surmenage et mouvements épuisants ou répétés | local industriel et chantier de construction,category
X50.7,X507,surmenage et mouvements épuisants ou répétés | exploitation agricole,category
X50.8,X508,surmenage et mouvements épuisants ou répétés | autres lieux précisés,category
X50.9,X509,"surmenage et mouvements épuisants ou répétés | lieu, sans précision",category
X51.0,X510,voyage et mouvement | domicile,category
X51.1,X511,voyage et mouvement | établissement collectif,category
X51.2,X512,"voyage et mouvement | école, autre institution et lieu d'administration publique",category
X51.3,X513,voyage et mouvement | lieu de sport et d'athlétisme,category
X51.4,X514,voyage et mouvement | rue ou route,category
X51.5,X515,voyage et mouvement | zone de commerce et de service,category
X51.6,X516,voyage et mouvement | local industriel et chantier de construction,category
X51.7,X517,voyage et mouvement | exploitation agricole,category
X51.8,X518,voyage et mouvement | autres lieux précisés,category
X51.9,X519,"voyage et mouvement | lieu, sans précision",category
X52.0,X520,séjour prolongé en apesanteur | domicile,category
X52.1,X521,séjour prolongé en apesanteur | établissement collectif,category
X52.2,X522,"séjour prolongé en apesanteur | école, autre institution et lieu d'administration publique",category
X52.3,X523,séjour prolongé en apesanteur | lieu de sport et d'athlétisme,category
X52.4,X524,séjour prolongé en apesanteur | rue ou route,category
X52.5,X525,séjour prolongé en apesanteur | zone de commerce et de service,category
X52.6,X526,séjour prolongé en apesanteur | local industriel et chantier de construction,category
X52.7,X527,séjour prolongé en apesanteur | exploitation agricole,category
X52.8,X528,séjour prolongé en apesanteur | autres lieux précisés,category
X52.9,X529,"séjour prolongé en apesanteur | lieu, sans précision",category
X53.0,X530,privation d'aliments | domicile,category
X53.1,X531,privation d'aliments | établissement collectif,category
X53.2,X532,"privation d'aliments | école, autre institution et lieu d'administration publique",category
X53.3,X533,privation d'aliments | lieu de sport et d'athlétisme,category
X53.4,X534,privation d'aliments | rue ou route,category
X53.5,X535,privation d'aliments | zone de commerce et de service,category
X53.6,X536,privation d'aliments | local industriel et chantier de construction,category
X53.7,X537,privation d'aliments | exploitation agricole,category
X53.8,X538,privation d'aliments | autres lieux précisés,category
X53.9,X539,"privation d'aliments | lieu, sans précision",category
X54.0,X540,privation d'eau | domicile,category
X54.1,X541,privation d'eau | établissement collectif,category
X54.2,X542,"privation d'eau | école, autre institution et lieu d'administration publique",category
X54.3,X543,privation d'eau | lieu de sport et d'athlétisme,category
X54.4,X544,privation d'eau | rue ou route,category
X54.5,X545,privation d'eau | zone de commerce et de service,category
X54.6,X546,privation d'eau | local industriel et chantier de construction,category
X54.7,X547,privation d'eau | exploitation agricole,category
X54.8,X548,privation d'eau | autres lieux précisés,category
X54.9,X549,"privation d'eau | lieu, sans précision",category
X57.0,X570,"privation, sans précision | domicile",category
X57.1,X571,"privation, sans précision | établissement collectif",category
X57.2,X572,"privation, sans précision | école, autre institution et lieu d'administration publique",category
X57.3,X573,"privation, sans précision | lieu de sport et d'athlétisme",category
X57.4,X574,"privation, sans précision | rue ou route",category
X57.5,X575,"privation, sans précision | zone de commerce et de service",category
X57.6,X576,"privation, sans précision | local industriel et chantier de construction",category
X57.7,X577,"privation, sans précision | exploitation agricole",category
X57.8,X578,"privation, sans précision | autres lieux précisés",category
X57.9,X579,"privation, sans précision | lieu, sans précision",category
X58.0,X580,exposition à d'autres facteurs précisés | domicile,category
X58.1,X581,exposition à d'autres facteurs précisés | établissement collectif,category
X58.2,X582,"exposition à d'autres facteurs précisés | école, autre institution et lieu d'administration publique",category
X58.3,X583,exposition à d'autres facteurs précisés | lieu de sport et d'athlétisme,category
X58.4,X584,exposition à d'autres facteurs précisés | rue ou route,category
X58.5,X585,exposition à d'autres facteurs précisés | zone de commerce et de service,category
X58.6,X586,exposition à d'autres facteurs précisés | local industriel et chantier de construction,category
X58.7,X587,exposition à d'autres facteurs précisés | exploitation agricole,category
X58.8,X588,exposition à d'autres facteurs précisés | autres lieux précisés,category
X58.9,X589,"exposition à d'autres facteurs précisés | lieu, sans précision",category
X59.1,X591,"exposition à des facteurs, sans précision | établissement collectif",category
X59.2,X592,"exposition à des facteurs, sans précision | école, autre institution et lieu d'administration publique",category
X59.3,X593,"exposition à des facteurs, sans précision | lieu de sport et d'athlétisme",category
X59.4,X594,"exposition à des facteurs, sans précision | rue ou route",category
X59.5,X595,"exposition à des facteurs, sans précision | zone de commerce et de service",category
X59.6,X596,"exposition à des facteurs, sans précision | local industriel et chantier de construction",category
X59.7,X597,"exposition à des facteurs, sans précision | exploitation agricole",category
X59.8,X598,"exposition à des facteurs, sans précision | autres lieux précisés",category
X60.0,X600,"auto-intoxication par des analgésiques, antipyrétiques et antirhumatismaux non opiacés et exposition à ces produits | domicile",category
X60.1,X601,"auto-intoxication par des analgésiques, antipyrétiques et antirhumatismaux non opiacés et exposition à ces produits | établissement collectif",category
X60.2,X602,"auto-intoxication par des analgésiques, antipyrétiques et antirhumatismaux non opiacés et exposition à ces produits | école, autre institution et lieu d'administration publique",category
X60.3,X603,"auto-intoxication par des analgésiques, antipyrétiques et antirhumatismaux non opiacés et exposition à ces produits | lieu de sport et d'athlétisme",category
X60.4,X604,"auto-intoxication par des analgésiques, antipyrétiques et antirhumatismaux non opiacés et exposition à ces produits | rue ou route",category
X60.5,X605,"auto-intoxication par des analgésiques, antipyrétiques et antirhumatismaux non opiacés et exposition à ces produits | zone de commerce et de services",category
X60.6,X606,"auto-intoxication par des analgésiques, antipyrétiques et antirhumatismaux non opiacés et exposition à ces produits | local industriel et chantier de construction",category
X60.7,X607,"auto-intoxication par des analgésiques, antipyrétiques et antirhumatismaux non opiacés et exposition à ces produits | exploitation agricole",category
X60.8,X608,"auto-intoxication par des analgésiques, antipyrétiques et antirhumatismaux non opiacés et exposition à ces produits | autres lieux précisés",category
X60.9,X609,"auto-intoxication par des analgésiques, antipyrétiques et antirhumatismaux non opiacés et exposition à ces produits | lieu, sans précision",category
X61.0,X610,"auto-intoxication par des anti-épileptiques, sédatifs, hypnotiques, antiparkinsoniens et psychotropes et exposition à ces produits, non classés ailleurs | domicile",category
X61.1,X611,"auto-intoxication par des anti-épileptiques, sédatifs, hypnotiques, antiparkinsoniens et psychotropes et exposition à ces produits, non classés ailleurs | établissement collectif",category
X61.2,X612,"auto-intoxication par des anti-épileptiques, sédatifs, hypnotiques, antiparkinsoniens et psychotropes et exposition à ces produits, non classés ailleurs | école, autre institution et lieu d'administration publique",category
X61.3,X613,"auto-intoxication par des anti-épileptiques, sédatifs, hypnotiques, antiparkinsoniens et psychotropes et exposition à ces produits, non classés ailleurs | lieu de sport et d'athlétisme",category
X61.4,X614,"auto-intoxication par des anti-épileptiques, sédatifs, hypnotiques, antiparkinsoniens et psychotropes et exposition à ces produits, non classés ailleurs | rue ou route",category
X61.5,X615,"auto-intoxication par des anti-épileptiques, sédatifs, hypnotiques, antiparkinsoniens et psychotropes et exposition à ces produits, non classés ailleurs | zone de commerce et de services",category
X61.6,X616,"auto-intoxication par des anti-épileptiques, sédatifs, hypnotiques, antiparkinsoniens et psychotropes et exposition à ces produits, non classés ailleurs | local industriel et chantier de construction",category
X61.7,X617,"auto-intoxication par des anti-épileptiques, sédatifs, hypnotiques, antiparkinsoniens et psychotropes et exposition à ces produits, non classés ailleurs | exploitation agricole",category
X61.8,X618,"auto-intoxication par des anti-épileptiques, sédatifs, hypnotiques, antiparkinsoniens et psychotropes et exposition à ces produits, non classés ailleurs | autres lieux précisés",category
X61.9,X619,"auto-intoxication par des anti-épileptiques, sédatifs, hypnotiques, antiparkinsoniens et psychotropes et exposition à ces produits, non classés ailleurs | lieu, sans précision",category
X62.0,X620,"auto-intoxication par des narcotiques et psychodysleptiques [hallucinogènes] et exposition à ces produits, non classés ailleurs | domicile",category
X62.1,X621,"auto-intoxication par des narcotiques et psychodysleptiques [hallucinogènes] et exposition à ces produits, non classés ailleurs | établissement collectif",category
X62.2,X622,"auto-intoxication par des narcotiques et psychodysleptiques [hallucinogènes] et exposition à ces produits, non classés ailleurs | école, autre institution et lieu d'administration publique",category
X62.3,X623,"auto-intoxication par des narcotiques et psychodysleptiques [hallucinogènes] et exposition à ces produits, non classés ailleurs | lieu de sport et d'athlétisme",category
X62.4,X624,"auto-intoxication par des narcotiques et psychodysleptiques [hallucinogènes] et exposition à ces produits, non classés ailleurs | rue ou route",category
X62.5,X625,"auto-intoxication par des narcotiques et psychodysleptiques [hallucinogènes] et exposition à ces produits, non classés ailleurs | zone de commerce et de services",category
