code,libelle_externe,libelle_ofs_ans,source_externe,source_ofs_ans,type_externe,type_ofs_ans,type_divergence,lid_ofs
Q52.1,Vagin cloisonné,"Vagin cloisonné
",ORPHANET,OWL_ANS,inclusion,inclusion,false,
Q07.8,Phénomène de Marcus-Gunn,Phénomène de Marcus Gunn,ORPHANET,OWL_ANS,inclusion,synonyme,true,
Q05.9,Myéloméningocèle,myéloméningocèle,ORPHANET,OFS,inclusion,inclusion,false,
A07.3,Isosporose,Isosporose,ORPHANET,OWL_ANS,synonyme,synonyme,false,
B87.1,Myiase traumatique,"Myiase traumatique
",ORPHANET,OWL_ANS,inclusion,inclusion,false,
E75.2,Maladie de Krabbe,Maladie de Krabbe,ORPHANET,OWL_ANS,inclusion,synonyme,true,
E75.0,Maladie de Sandhoff,Maladie de Sandhoff,ORPHANET,OWL_ANS,inclusion,synonyme,true,
N03.6,Glomérulonéphrite membranoproliférative type 2,"Glomérulonéphrite membranoproliférative, type 2
",ORPHANET,OWL_ANS,synonyme,inclusion,true,
Q13.8,Anomalie de Rieger,Anomalie de Rieger,ORPHANET,OWL_ANS,inclusion,synonyme,true,
E83.3,Hypophosphatasie,Hypophosphatasie,ORPHANET,OWL_ANS,inclusion,synonyme,true,
D89.1,Cryoglobulinémie mixte,Cryoglobulinémie mixte,ORPHANET,OWL_ANS,inclusion,synonyme,true,
E70.3,Syndrome de Cross,Syndrome de Cross,ORPHANET,OWL_ANS,inclusion,synonyme,true,
E26.8,Syndrome de Bartter,"Syndrome de Bartter
",ORPHANET,OWL_ANS,inclusion,inclusion,false,
Q44.7,Syndrome d'Alagille,Syndrome d'Alagille,ORPHANET,OWL_ANS,inclusion,synonyme,true,
Q13.8,Syndrome de Rieger,Syndrome de Rieger,ORPHANET,OWL_ANS,inclusion,synonyme,true,
L66.1,Lichen plan folliculaire,"Lichen plan folliculaire
",ORPHANET,OWL_ANS,synonyme,inclusion,true,
Q68.2,Genu recurvatum congénital,Genu recurvatum congénital,ORPHANET,OWL_ANS,inclusion,synonyme,true,
E78.6,Déficit en lécithine-cholestérol-acyltransférase,Déficit en lécithine-cholestérol-acyltransférase,ORPHANET,OWL_ANS,inclusion,synonyme,true,
O01.0,Môle hydatiforme complète,"Môle hydatiforme complète
",ORPHANET,OWL_ANS,synonyme,inclusion,true,
E78.6,Maladie de Tangier,Maladie de Tangier,ORPHANET,OWL_ANS,inclusion,synonyme,true,
Q75.4,Syndrome de Treacher-Collins,Syndrome de Treacher Collins,ORPHANET,OWL_ANS,inclusion,synonyme,true,
A78,Infection à Coxiella burnetii,Infection à Coxiella burnetii,ORPHANET,OWL_ANS,synonyme,synonyme,false,
D68.2,Hypoproconvertinémie,Hypoproconvertinémie,ORPHANET,OWL_ANS,inclusion,synonyme,true,
E71.1,Acidémie propionique,Acidémie propionique,ORPHANET,OWL_ANS,inclusion,synonyme,true,
E74.2,Déficit en galactokinase,Déficit en galactokinase,ORPHANET,OWL_ANS,inclusion,synonyme,true,
J61,Asbestose,"Asbestose
",ORPHANET,OWL_ANS,inclusion,inclusion,false,
Q79.2,Omphalocèle,"Omphalocèle
",ORPHANET,OWL_ANS,inclusion,inclusion,false,
E16.4,Syndrome de Zollinger-Ellison,Syndrome de Zollinger–Ellison,ORPHANET,OWL_ANS,inclusion,synonyme,true,
Q61.4,Dysplasie rénale multikystique,Dysplasie rénale multikystique,ORPHANET,OWL_ANS,inclusion,synonyme,true,
A69.0,Noma,Noma,ORPHANET,OWL_ANS,synonyme,synonyme,false,
E76.0,Syndrome de Scheie,Syndrome de Scheie,ORPHANET,OWL_ANS,inclusion,synonyme,true,
C92.0,LAM M0,LAM M0,ORPHANET,OWL_ANS,inclusion,synonyme,true,
B75,Trichinellose,Trichinellose,ORPHANET,OWL_ANS,synonyme,synonyme,false,
B60.8,Microsporidiose,"Microsporidiose
",ORPHANET,OWL_ANS,inclusion,inclusion,false,
J84.1,Fibrose pulmonaire idiopathique,Fibrose pulmonaire idiopathique,ORPHANET,OWL_ANS,inclusion,synonyme,true,
Q85.8,Syndrome de Sturge-Weber-Dimitri,Syndrome de Sturge–Weber(–Dimitri),ORPHANET,OWL_ANS,inclusion,synonyme,true,
F81.2,Syndrome de Gerstmann,Syndrome de Gerstmann,ORPHANET,OWL_ANS,inclusion,synonyme,true,
C96.2,Mastocytose systémique agressive,Mastocytose systémique agressive,ORPHANET,OWL_ANS,inclusion,synonyme,true,
Q64.4,Kyste de l'ouraque,Kyste de l'ouraque,ORPHANET,OWL_ANS,inclusion,synonyme,true,
Q61.9,Syndrome de Meckel-Gruber,"Syndrome de Meckel–Gruber
",ORPHANET,OWL_ANS,inclusion,inclusion,false,
G60.0,Syndrome de Roussy-Lévy,Syndrome de Roussy–Lévy,ORPHANET,OWL_ANS,inclusion,synonyme,true,
K00.5,Dysplasie de la dentine,Dysplasie de la dentine,ORPHANET,OWL_ANS,inclusion,synonyme,true,
D89.1,Cryoglobulinémie essentielle,Cryoglobulinémie essentielle,ORPHANET,OWL_ANS,inclusion,synonyme,true,
L93.2,Panniculite lupique,Panniculite lupique,ORPHANET,OWL_ANS,inclusion,synonyme,true,
E70.3,Syndrome de Hermansky-Pudlak,Syndrome de Hermansky–Pudlak,ORPHANET,OWL_ANS,inclusion,synonyme,true,
E74.0,Maladie de von Gierke,Maladie de von Gierke,ORPHANET,OWL_ANS,inclusion,synonyme,true,
E72.5,Hyperglycinémie non cétosique,Hyperglycinémie non cétosique,ORPHANET,OWL_ANS,inclusion,synonyme,true,
Q13.8,Syndrome d'Axenfeld-Rieger,Syndrome d'Axenfeld-Rieger,ORPHANET,OWL_ANS,inclusion,synonyme,true,
K10.8,Chérubisme,Chérubisme,ORPHANET,OWL_ANS,inclusion,synonyme,true,
Q10.3,Colobome de la paupière,Colobome de la paupière,ORPHANET,OWL_ANS,inclusion,synonyme,true,
Q77.4,Hypochondroplasie,Hypochondroplasie,ORPHANET,OWL_ANS,inclusion,synonyme,true,
Q74.1,Luxation congénitale de la rotule,Luxation congénitale de la rotule,ORPHANET,OWL_ANS,inclusion,synonyme,true,
G40.3,Convulsions néonatales bénignes familiales,convulsions néonatales bénignes (familiales),ORPHANET,OFS,inclusion,synonyme,true,
M89.4,Pachydermopériostose,Pachydermopériostose,ORPHANET,OWL_ANS,inclusion,synonyme,true,
A25.0,Sodoku,"Sodoku
",ORPHANET,OWL_ANS,synonyme,inclusion,true,
A92.5,Infection à virus Zika,Infection à virus Zika,ORPHANET,OWL_ANS,synonyme,synonyme,false,
Q87.1,Syndrome de Robinow-Silverman-Smith,Syndrome de Robinow–Silverman–Smith,ORPHANET,OWL_ANS,inclusion,synonyme,true,
E07.1,Syndrome de Pendred,Syndrome de Pendred,ORPHANET,OWL_ANS,inclusion,synonyme,true,
H31.2,Choroïdérémie,Choroïdérémie,ORPHANET,OWL_ANS,inclusion,synonyme,true,
E75.5,Maladie de Wolman,Maladie de Wolman,ORPHANET,OWL_ANS,inclusion,synonyme,true,
G93.0,Kyste arachnoïdien,Kyste arachnoïdien,ORPHANET,OWL_ANS,inclusion,synonyme,true,
Q87.1,Syndrome de Smith-Lemli-Opitz,Syndrome de Smith–Lemli–Opitz,ORPHANET,OWL_ANS,inclusion,synonyme,true,
C90.0,Myélome à plasmocytes,Myélome à plasmocytes,ORPHANET,OWL_ANS,synonyme,synonyme,false,
Q84.1,Pili annulati,Pili annulati,ORPHANET,OWL_ANS,inclusion,synonyme,true,
Q38.0,Syndrome de Van der Woude,Syndrome de Van der Woude,ORPHANET,OWL_ANS,inclusion,synonyme,true,
C88.2,Maladie de Franklin,maladie de Franklin,ORPHANET,OFS,inclusion,synonyme,true,
B83.0,Toxocarose,"Toxocarose
",ORPHANET,OWL_ANS,synonyme,inclusion,true,
C94.4,Myélofibrose aiguë,"Myélofibrose aigüe
",ORPHANET,OWL_ANS,synonyme,inclusion,true,
E85.0,Néphropathie amyloïde familiale,Néphropathie amyloïde familiale,ORPHANET,OWL_ANS,inclusion,synonyme,true,
Q04.3,Hydranencéphalie,Hydranencéphalie,ORPHANET,OWL_ANS,inclusion,synonyme,true,
E79.8,Xanthinurie héréditaire,"Xanthinurie héréditaire
",ORPHANET,OWL_ANS,inclusion,inclusion,false,
A07.8,Sarcosporidiose,Sarcosporidiose,ORPHANET,OWL_ANS,inclusion,synonyme,true,
J80,Maladie des membranes hyalines de l'adulte,maladie des membranes hyalines de l'adulte,ORPHANET,OFS,synonyme,synonyme,false,
C88.3,Lymphome méditerranéen,Lymphome méditerranéen,ORPHANET,OWL_ANS,inclusion,synonyme,true,
E80.6,Syndrome de Rotor,Syndrome de Rotor,ORPHANET,OWL_ANS,inclusion,synonyme,true,
Q87.3,Syndrome de Beckwith-Wiedemann,Syndrome de Beckwith–Wiedemann,ORPHANET,OWL_ANS,inclusion,synonyme,true,
C94.0,Erythroleucémie,Érythroleucémie,ORPHANET,OWL_ANS,inclusion,synonyme,true,
Q05.4,Myéloméningocèle,myéloméningocèle,ORPHANET,OFS,inclusion,inclusion,false,
Q05.0,Myéloméningocèle,myéloméningocèle,ORPHANET,OFS,inclusion,inclusion,false,
G40.4,Syndrome de Lennox-Gastaut,Syndrome de Lennox–Gastaut,ORPHANET,OWL_ANS,inclusion,synonyme,true,
G90.5,Dystrophie sympathique réflexe,"Dystrophie sympathique réflexe
",ORPHANET,OWL_ANS,synonyme,inclusion,true,
E75.2,Maladie de Gaucher,Maladie de Gaucher,ORPHANET,OWL_ANS,inclusion,synonyme,true,
E74.1,"Déficit en fructose-1,6-diphosphatase","Déficit en fructose-1,6-diphosphatase",ORPHANET,OWL_ANS,inclusion,synonyme,true,
G23.1,Paralysie supranucléaire progressive,"Paralysie supranucléaire progressive
",ORPHANET,OWL_ANS,synonyme,inclusion,true,
Q20.5,Inversion ventriculaire,Inversion ventriculaire,ORPHANET,OWL_ANS,synonyme,synonyme,false,
Q87.3,Syndrome de Weaver,Syndrome de Weaver,ORPHANET,OWL_ANS,inclusion,synonyme,true,
M31.7,Polyartérite microscopique,Polyartérite microscopique,ORPHANET,OWL_ANS,synonyme,synonyme,false,
Q85.8,Syndrome de Peutz-Jeghers,Syndrome de Peutz–Jeghers,ORPHANET,OWL_ANS,inclusion,synonyme,true,
E72.2,Acidurie argininosuccinique,Acidurie argininosuccinique,ORPHANET,OWL_ANS,inclusion,synonyme,true,
H53.5,Achromatopsie,Achromatopsie,ORPHANET,OWL_ANS,inclusion,synonyme,true,
Q05.2,Myéloméningocèle,myéloméningocèle,ORPHANET,OFS,inclusion,inclusion,false,
E76.0,Syndrome de Hurler,Syndrome de Hurler,ORPHANET,OWL_ANS,inclusion,synonyme,true,
Q87.1,Syndrome de Prader-Willi,Syndrome de Prader–Willi,ORPHANET,OWL_ANS,inclusion,synonyme,true,
Q05.7,Myéloméningocèle,myéloméningocèle,ORPHANET,OFS,inclusion,inclusion,false,
E72.0,Maladie de Hartnup,Maladie de Hartnup,ORPHANET,OWL_ANS,inclusion,synonyme,true,
C92.3,Chlorome,Chlorome,ORPHANET,OWL_ANS,inclusion,synonyme,true,
G37.0,Maladie de Schilder,Maladie de Schilder,ORPHANET,OWL_ANS,synonyme,synonyme,false,
C22.1,Cholangiocarcinome,"Cholangiocarcinome
",ORPHANET,OWL_ANS,synonyme,inclusion,true,
K00.4,Odontodysplasie régionale,Odontodysplasie régionale,ORPHANET,OWL_ANS,inclusion,synonyme,true,
K00.0,Oligodontie,Oligodontie,ORPHANET,OWL_ANS,inclusion,synonyme,true,
E83.5,Hypercalciurie idiopathique,Hypercalciurie idiopathique,ORPHANET,OWL_ANS,inclusion,synonyme,true,
E80.2,Coproporphyrie héréditaire,Coproporphyrie héréditaire,ORPHANET,OWL_ANS,inclusion,synonyme,true,
Q05.5,Myéloméningocèle,myéloméningocèle,ORPHANET,OFS,inclusion,inclusion,false,
H35.5,Maladie de Stargardt,Maladie de Stargardt,ORPHANET,OWL_ANS,inclusion,synonyme,true,
Q84.1,Aplasie moniliforme,Aplasie moniliforme,ORPHANET,OWL_ANS,inclusion,synonyme,true,
G71.1,Paramyotonie congénitale,Paramyotonie congénitale,ORPHANET,OWL_ANS,inclusion,synonyme,true,
D66,Hémophilie A,Hémophilie A,ORPHANET,OWL_ANS,synonyme,synonyme,false,
E71.1,Acidémie isovalérique,Acidémie isovalérique,ORPHANET,OWL_ANS,inclusion,synonyme,true,
E70.2,Alcaptonurie,Alcaptonurie,ORPHANET,OWL_ANS,inclusion,synonyme,true,
Q87.1,Syndrome de Noonan,Syndrome de Noonan,ORPHANET,OWL_ANS,inclusion,synonyme,true,
Q05.1,Myéloméningocèle,myéloméningocèle,ORPHANET,OFS,inclusion,inclusion,false,
Q26.8,Syndrome du cimeterre,Syndrome du cimeterre,ORPHANET,OWL_ANS,inclusion,synonyme,true,
H50.8,Syndrome de Stilling-Turk-Duane,"Syndrome de Stilling–Türk–Duane
",ORPHANET,OWL_ANS,inclusion,inclusion,false,
Q05.3,Myéloméningocèle,myéloméningocèle,ORPHANET,OFS,inclusion,inclusion,false,
D70,Syndrome de Kostmann,Syndrome de Kostmann,ORPHANET,OWL_ANS,inclusion,synonyme,true,
G47.8,Syndrome de Kleine-Levin,"Syndrome de Kleine–Levin
",ORPHANET,OWL_ANS,inclusion,inclusion,false,
E72.1,Cystathioninurie,Cystathioninurie,ORPHANET,OWL_ANS,inclusion,synonyme,true,
F84.3,Démence infantile,Démence infantile,ORPHANET,OWL_ANS,synonyme,synonyme,false,
C88.3,Maladie des chaînes lourdes alpha,Maladie des chaines lourdes alpha,ORPHANET,OWL_ANS,inclusion,synonyme,true,
H44.1,Uvéite sympathique,Uvéite sympathique,ORPHANET,OWL_ANS,inclusion,synonyme,true,
C86.6,Lymphome cutané primitif anaplasique à grandes cellules,Lymphome cutané primitif anaplasique à grandes cellules,ORPHANET,OWL_ANS,inclusion,synonyme,true,
E83.0,Maladie de Wilson,Maladie de Wilson,ORPHANET,OWL_ANS,inclusion,synonyme,true,
E34.8,Progéria,Progéria,ORPHANET,OWL_ANS,inclusion,synonyme,true,
A44.1,Verruga peruana,"Verruga peruana
",ORPHANET,OWL_ANS,inclusion,inclusion,false,
L93.2,Lupus érythémateux profond,Lupus érythémateux profond,ORPHANET,OWL_ANS,inclusion,synonyme,true,
A75.1,Maladie de Brill-Zinsser,"Maladie de Brill–Zinsser
",ORPHANET,OWL_ANS,synonyme,inclusion,true,
D47.1,Leucémie chronique à neutrophiles,Leucémie chronique à neutrophiles,ORPHANET,OWL_ANS,inclusion,synonyme,true,
M31.1,Purpura thrombotique thrombocytopénique,"Purpura thrombotique thrombocytopénique
",ORPHANET,OWL_ANS,inclusion,inclusion,false,
M31.7,Micropolyangéite,Micropolyangéite,ORPHANET,OWL_ANS,synonyme,synonyme,false,
E72.0,Syndrome de De Toni-Debré-Fanconi,Syndrome de de Toni–Debré–Fanconi,ORPHANET,OWL_ANS,inclusion,synonyme,true,
Q99.2,Syndrome de l'X fragile,"Syndrome de l'X fragile
",ORPHANET,OWL_ANS,synonyme,inclusion,true,
E72.0,Cystinose,Cystinose,ORPHANET,OWL_ANS,inclusion,synonyme,true,
B74.3,Filariose à loa-loa,Filariose à Loa loa,ORPHANET,OWL_ANS,synonyme,synonyme,false,
G90.6,Causalgie,"Causalgie
",ORPHANET,OWL_ANS,synonyme,inclusion,true,
L88,Pyodermite phagédénique,"Pyodermite phagédénique
",ORPHANET,OWL_ANS,synonyme,inclusion,true,
E77.1,Fucosidose,Fucosidose,ORPHANET,OWL_ANS,inclusion,synonyme,true,
L13.1,Maladie de Sneddon-Wilkinson,"Maladie de Sneddon–Wilkinson
",ORPHANET,OWL_ANS,synonyme,inclusion,true,
E80.0,Porphyrie érythropoïétique congénitale,Porphyrie érythropoïétique congénitale,ORPHANET,OWL_ANS,inclusion,synonyme,true,
E85.0,Fièvre méditerranéenne familiale,Fièvre méditerranéenne familiale,ORPHANET,OWL_ANS,inclusion,synonyme,true,
C92.0,LAM M1,LAM M1,ORPHANET,OWL_ANS,inclusion,synonyme,true,
E80.6,Syndrome de Dubin-Johnson,Syndrome de Dubin–Johnson,ORPHANET,OWL_ANS,inclusion,synonyme,true,
P22.0,Maladie des membranes hyalines du nouveau-né,"Maladie des membranes hyalines du nouveau-né
",ORPHANET,OWL_ANS,synonyme,inclusion,true,
A70,Psittacose,Psittacose,ORPHANET,OWL_ANS,inclusion,synonyme,true,
Q20.1,Syndrome de Taussig-Bing,"Syndrome de Taussig–Bing
",ORPHANET,OWL_ANS,inclusion,inclusion,false,
A83.5,Encéphalite de La Crosse,Encéphalite de La Crosse,ORPHANET,OWL_ANS,inclusion,synonyme,true,
G71.0,Dystrophie musculaire facio-scapulo-humérale,Dystrophie musculaire facio-scapulo-humérale,ORPHANET,OWL_ANS,inclusion,synonyme,true,
C91.4,Réticuloendothéliose leucémique,"Réticuloendothéliose leucémique
",ORPHANET,OWL_ANS,inclusion,inclusion,false,
C90.0,Myélomatose,Myélomatose,ORPHANET,OWL_ANS,synonyme,synonyme,false,
Q93.5,Syndrome d'Angelman,"Syndrome d’Angelman
",ORPHANET,OWL_ANS,inclusion,inclusion,false,
Q74.0,Pseudarthrose congénitale de la clavicule,Pseudarthrose congénitale de la clavicule,ORPHANET,OWL_ANS,inclusion,synonyme,true,
K29.6,Maladie de Ménétrier,Maladie de Ménétrier,ORPHANET,OWL_ANS,inclusion,synonyme,true,
E83.5,Hypercalcémie hypocalciurique familiale,Hypercalcémie hypocalciurique familiale,ORPHANET,OWL_ANS,inclusion,synonyme,true,
E75.0,Maladie de Tay-Sachs,Maladie de Tay–Sachs,ORPHANET,OWL_ANS,inclusion,synonyme,true,
E74.4,Déficit en pyruvate déshydrogénase,Déficit en pyruvate déshydrogénase,ORPHANET,OWL_ANS,inclusion,synonyme,true,
G11.4,Maladie de Strümpell-Lorrain,"Maladie de Strumpell–Lorrain
",ORPHANET,OWL_ANS,synonyme,inclusion,true,
C86.6,Papulose lymphomatoïde,Papulose lymphomatoïde,ORPHANET,OWL_ANS,inclusion,synonyme,true,
D68.1,Hémophilie C,Hémophilie C,ORPHANET,OWL_ANS,synonyme,synonyme,false,
Q74.0,Dysostose cléidocrânienne,Dysostose cléidocrânienne,ORPHANET,OWL_ANS,inclusion,synonyme,true,
Q87.3,Syndrome de Sotos,Syndrome de Sotos,ORPHANET,OWL_ANS,inclusion,synonyme,true,
Q93.4,Syndrome du cri du chat,"Syndrome du cri du chat
",ORPHANET,OWL_ANS,inclusion,inclusion,false,
I78.0,Maladie de Rendu-Osler-Weber,"Maladie de Rendu–Osler–Weber
",ORPHANET,OWL_ANS,synonyme,inclusion,true,
C83.8,Granulomatose lymphomatoïde,Granulomatose lymphomatoïde,ORPHANET,OWL_ANS,inclusion,synonyme,true,
A78,Fièvre du Montana,Fièvre (du) Montana,ORPHANET,OWL_ANS,synonyme,synonyme,false,
Q82.5,Naevus verruqueux,naevus verruqueux,ORPHANET,OFS,inclusion,synonyme,true,
K29.6,Gastrite hypertrophique géante,Gastrite hypertrophique géante,ORPHANET,OWL_ANS,inclusion,synonyme,true,
E74.0,Maladie de Forbes,Maladie de Forbes,ORPHANET,OWL_ANS,inclusion,synonyme,true,
E74.0,Maladie de McArdle,Maladie de McArdle,ORPHANET,OWL_ANS,inclusion,synonyme,true,
K66.2,Maladie d'Ormond,"Maladie d'Ormond
",ORPHANET,OWL_ANS,synonyme,inclusion,true,
D47.0,Mastocytose systémique indolente,Mastocytose systémique indolente,ORPHANET,OWL_ANS,inclusion,synonyme,true,
E74.4,Déficit en phosphoénolpyruvate carboxykinase,Déficit en phosphoénolpyruvate carboxykinase,ORPHANET,OWL_ANS,inclusion,synonyme,true,
D67,Hémophilie B,Hémophilie B,ORPHANET,OWL_ANS,synonyme,synonyme,false,
G71.1,Myotonie chondrodystrophique,Myotonie chondrodystrophique,ORPHANET,OWL_ANS,inclusion,synonyme,true,
F84.3,Syndrome de Heller,Syndrome de Heller,ORPHANET,OWL_ANS,synonyme,synonyme,false,
Q79.4,Syndrome d'Obrinsky,"Syndrome d'Obrinsky
",ORPHANET,OWL_ANS,inclusion,inclusion,false,
M85.0,Dysplasie fibreuse monostotique,"Dysplasie fibreuse (monostotique)
",ORPHANET,OWL_ANS,synonyme,inclusion,true,
E76.0,Syndrome de Hurler-Scheie,Syndrome de Hurler–Scheie,ORPHANET,OWL_ANS,inclusion,synonyme,true,
Q87.1,Syndrome de Dubowitz,Syndrome de Dubowitz,ORPHANET,OWL_ANS,inclusion,synonyme,true,
E88.0,Déficit en alpha-1-antitrypsine,Déficit en alpha-1-antitrypsine,ORPHANET,OWL_ANS,inclusion,synonyme,true,
A70,Ornithose,Ornithose,ORPHANET,OWL_ANS,inclusion,synonyme,true,
G40.4,Epilepsie avec absences myocloniques,Épilepsie avec absences myocloniques,ORPHANET,OWL_ANS,inclusion,synonyme,true,
D47.0,Mastocytose systémique associée à une hémopathie clonale non mastocytaire,Mastocytose systémique associée à une hémopathie clonale non mastocytaire,ORPHANET,OWL_ANS,inclusion,synonyme,true,
G12.2,Sclérose latérale primitive,Sclérose latérale primitive,ORPHANET,OWL_ANS,inclusion,synonyme,true,
A48.1,Légionellose,"Légionellose
",ORPHANET,OWL_ANS,inclusion,inclusion,false,
E72.3,Hyperlysinémie,Hyperlysinémie,ORPHANET,OWL_ANS,inclusion,synonyme,true,
E77.1,Aspartylglucosaminurie,Aspartylglucosaminurie,ORPHANET,OWL_ANS,inclusion,synonyme,true,
Q78.4,Maladie d'Ollier,Maladie d'Ollier,ORPHANET,OWL_ANS,synonyme,synonyme,false,
C93.0,LAM M5,LAM M5,ORPHANET,OWL_ANS,synonyme,synonyme,false,
L51.1,Syndrome de Stevens-Johnson,"Syndrome de Stevens–Johnson
",ORPHANET,OWL_ANS,inclusion,inclusion,false,
C92.0,LAM M2,LAM M2,ORPHANET,OWL_ANS,inclusion,synonyme,true,
E27.1,Maladie d'Addison,Maladie d'Addison,ORPHANET,OWL_ANS,inclusion,synonyme,true,
A85.8,Encéphalite léthargique,Encéphalite léthargique,ORPHANET,OWL_ANS,inclusion,synonyme,true,
J82,Syndrome de Loffler,Syndrome de Löffler,ORPHANET,OWL_ANS,inclusion,synonyme,true,
I42.3,Fibrose endomyocardique tropicale,Fibrose endomyocardique (tropicale),ORPHANET,OWL_ANS,inclusion,synonyme,true,
G61.0,Syndrome de Miller Fisher,Syndrome de Miller–Fisher,ORPHANET,OWL_ANS,inclusion,synonyme,true,
Q05.6,Myéloméningocèle,myéloméningocèle,ORPHANET,OFS,inclusion,inclusion,false,
J84.1,Syndrome de Hamman-Rich,Syndrome de Hamman–Rich,ORPHANET,OWL_ANS,inclusion,synonyme,true,
P83.8,Sclérodermie néonatale,sclérodermie néonatale,ORPHANET,OFS,inclusion,synonyme,true,
C92.3,Sarcome granulocytaire,Sarcome granulocytaire,ORPHANET,OWL_ANS,inclusion,synonyme,true,
E74.0,Maladie de Pompe,Maladie de Pompe,ORPHANET,OWL_ANS,inclusion,synonyme,true,
E27.2,Crise corticosurrénalienne,Crise corticosurrénalienne,ORPHANET,OWL_ANS,inclusion,synonyme,true,
G71.0,Dystrophie musculaire oculo-pharyngée,dystrophie musculaire oculo-pharyngée,ORPHANET,OFS,inclusion,synonyme,true,
E74.4,Déficit en pyruvate carboxylase,Déficit en pyruvate carboxylase,ORPHANET,OWL_ANS,inclusion,synonyme,true,
H35.5,Rétinite pigmentaire,Rétinite pigmentaire,ORPHANET,OWL_ANS,inclusion,synonyme,true,
Q25.3,Sténose aortique supravalvulaire,"Sténose aortique supravalvulaire
",ORPHANET,OWL_ANS,inclusion,inclusion,false,
P02.2,Insuffisance placentaire,Insuffisance placentaire,ORPHANET,OWL_ANS,inclusion,synonyme,true,
Q32.1,Atrésie de la trachée,Atrésie de la trachée,ORPHANET,OWL_ANS,inclusion,synonyme,true,
D51.1,Syndrome d'Imerslund-Gräsbeck,Syndrome d'Imerslund(–Gräsbeck),ORPHANET,OWL_ANS,inclusion,synonyme,true,
E78.6,Abêtalipoprotéinémie,Abêtalipoprotéinémie,ORPHANET,OWL_ANS,inclusion,synonyme,true,
E72.5,Sarcosinémie,Sarcosinémie,ORPHANET,OWL_ANS,inclusion,synonyme,true,
Q15.0,Buphtalmie,Buphtalmie,ORPHANET,OWL_ANS,synonyme,synonyme,false,
D68.6,Syndrome des antiphospholipides,Syndrome des antiphospholipides,ORPHANET,OWL_ANS,inclusion,synonyme,true,
E72.0,Cystinurie,Cystinurie,ORPHANET,OWL_ANS,inclusion,synonyme,true,
D70,Neutropénie cyclique,Neutropénie cyclique,ORPHANET,OWL_ANS,inclusion,synonyme,true,
Q84.1,Monilethrix,Monilethrix,ORPHANET,OWL_ANS,inclusion,synonyme,true,
Q79.8,Syndrome de Poland,Syndrome de Poland,ORPHANET,OWL_ANS,inclusion,synonyme,true,
E74.0,Maladie de Tarui,Maladie de Tarui,ORPHANET,OWL_ANS,inclusion,synonyme,true,
D50.1,Syndrome de Kelly-Paterson,Syndrome de Kelly–Paterson,ORPHANET,OWL_ANS,inclusion,synonyme,true,
A07.8,Sarcocystose,Sarcocystose,ORPHANET,OWL_ANS,inclusion,synonyme,true,
G12.2,Sclérose latérale amyotrophique,Sclérose latérale amyotrophique,ORPHANET,OWL_ANS,inclusion,synonyme,true,
Q87.1,Syndrome de Cockayne,Syndrome de Cockayne,ORPHANET,OWL_ANS,inclusion,synonyme,true,
Q87.2,Syndrome de Holt-Oram,Syndrome (de) Holt–Oram,ORPHANET,OWL_ANS,inclusion,synonyme,true,
D67,Maladie de Christmas,Maladie de Christmas,ORPHANET,OWL_ANS,synonyme,synonyme,false,
Q77.6,Syndrome d'Ellis-Van Creveld,"Syndrome d'Ellis–van Creveld
",ORPHANET,OWL_ANS,inclusion,inclusion,false,
E31.0,Syndrome de Schmidt,"Syndrome de Schmidt
",ORPHANET,OWL_ANS,inclusion,inclusion,false,
D61.0,Anémie de Fanconi,Anémie (de): Fanconi,ORPHANET,OWL_ANS,inclusion,synonyme,true,
E27.2,Crise surrénalienne,Crise surrénalienne,ORPHANET,OWL_ANS,inclusion,synonyme,true,
Q87.8,Syndrome de Zellweger,Syndrome de Zellweger,ORPHANET,OWL_ANS,inclusion,synonyme,true,
Q78.4,Syndrome de Maffucci,Syndrome de Maffucci,ORPHANET,OWL_ANS,inclusion,synonyme,true,
H53.5,Tritanopie,Tritanopie,ORPHANET,OWL_ANS,inclusion,synonyme,true,
Q87.2,Syndrome de Rubinstein-Taybi,Syndrome (de) Rubinstein–Taybi,ORPHANET,OWL_ANS,inclusion,synonyme,true,
E23.0,Syndrome de Sheehan,Syndrome de Sheehan,ORPHANET,OWL_ANS,inclusion,synonyme,true,
Q04.6,Porencéphalie,Porencéphalie,ORPHANET,OWL_ANS,inclusion,synonyme,true,
A75.3,Fièvre fluviale du Japon,Fièvre fluviale du Japon,ORPHANET,OWL_ANS,synonyme,synonyme,false,
Q68.2,Luxation congénitale du genou,Luxation congénitale du genou,ORPHANET,OWL_ANS,inclusion,synonyme,true,
B74.8,Dirofilariose,"Dirofilariose
",ORPHANET,OWL_ANS,inclusion,inclusion,false,
E23.0,Syndrome de Kallmann,Syndrome de Kallmann,ORPHANET,OWL_ANS,inclusion,synonyme,true,
Q04.6,Schizencéphalie,Schizencéphalie,ORPHANET,OWL_ANS,inclusion,synonyme,true,
E06.5,Thyroïdite de Riedel,Thyroïdite (de) Riedel,ORPHANET,OWL_ANS,inclusion,synonyme,true,
M61.1,Fibrodysplasie ossifiante progressive,"Fibrodysplasie ossifiante progressive
",ORPHANET,OWL_ANS,synonyme,inclusion,true,
H35.7,Choriorétinopathie séreuse centrale,Choriorétinopathie séreuse centrale,ORPHANET,OWL_ANS,inclusion,synonyme,true,
